"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"12/29","@BAL
      L",9,25,36,77,3.1,10.6,0,0,2,18,47.9,5,0,0,23,91,4,1,4,28,68,53,15,3,15,1,0,1,1,0,5,0,4,1,1,100,26,1,1,"100.0",3,32,"10.7",0,21,2,24,"12.0",0,13,5,244,48.8,10,4,5,5,12,41.7,0,1,0,6,47,168,91,4,1,77,3.1,10.6,0,32,24,47,0,0,1,1,2
"12/22","@NYJ
      L",25,37,67.6,185,5,8.5,1,2,4,28,68.9,11,0,0,25,75,3,0,3,16,67,30,37,2,9,0,0,1,1,0,3,0,4,1,1,100,49,1,1,"100.0",3,65,"21.7",0,24,3,40,"13.3",0,17,7,279,39.9,16,3,11,3,14,21.4,0,1,0,4,34,260,75,3,0,185,5,8.5,1,65,40,34,-1,2,1,0,0
"12/15","BUF
      L",23,38,60.5,178,4.7,8.8,1,4,4,24,43.9,8,0,0,14,51,3.6,0,5,17,62,44,18,1,8,1,0,2,1,0,4,0,4,1,1,100,49,1,1,"100.0",3,63,"21.0",0,24,2,20,"10.0",0,13,5,215,43,15,5,8,5,13,38.5,0,1,0,6,30,229,51,3.6,0,178,4.7,8.8,1,63,20,30,-3,4,1,1,1
"12/8","@ARI
      W",16,19,84.2,135,7.1,9.5,1,0,3,17,117.5,10,0,0,35,140,4,0,6,17,52,40,12,5,29,3,0,0,0,0,3,0,11,3,3,100,37,2,2,"100.0",2,24,"12.0",0,12,2,86,"43.0",1,85,2,96,48,20,6,10,4,11,36.4,0,1,0,4,20,275,140,4,0,135,7.1,9.5,1,24,86,20,1,0,0,3,2
"12/1","CLE
      W",14,21,66.7,199,9.5,15.1,1,1,1,13,95.7,10,0,0,32,124,3.9,1,7,13,61,41,20,5,23,1,0,1,1,0,5,0,8,2,2,100,39,2,2,"100.0",3,72,"24.0",0,34,2,14,"7.0",0,13,4,173,43.3,18,7,10,4,10,40,0,0,0,10,65,323,124,3.9,1,199,9.5,15.1,1,72,14,65,1,1,1,1,0
"11/24","@CIN
      W",13,27,48.1,179,6.6,15.6,1,1,3,24,70.4,6,0,0,38,159,4.2,0,7,10,49,25,24,4,34,0,0,4,2,0,8,0,10,3,3,100,47,1,1,"100.0",1,16,"16.0",0,16,4,21,"5.3",0,7,7,317,45.3,16,7,6,5,16,31.3,0,0,0,10,77,338,159,4.2,0,179,6.6,15.6,1,16,21,77,1,1,2,0,0
"11/14","@CLE
      L",23,44,52.3,178,4,9.6,1,4,4,43,36.3,10,0,0,16,58,3.6,0,3,21,61,41,20,1,4,0,0,0,0,0,3,0,1,0,1,0,0,1,1,"100.0",2,32,"16.0",0,16,2,18,"9.0",0,10,5,248,49.6,18,3,10,2,11,18.2,0,3,0,6,41,236,58,3.6,0,178,4,9.6,1,32,18,41,-4,4,0,0,0
"11/10","LAR
      W",22,38,57.9,231,6.1,11,1,0,3,11,85.6,10,0,0,27,42,1.6,0,2,12,65,43,22,4,25,3,0,3,1,1,13,0,5,1,1,100,33,2,2,"100.0",1,20,"20.0",0,20,4,21,"5.3",0,14,9,383,42.6,15,2,10,5,16,31.3,1,1,100,13,107,273,42,1.6,0,231,6.1,11,1,20,21,107,2,0,1,3,2
"11/3","IND
      W",26,35,74.3,183,5.2,7.3,1,1,1,8,84.3,11,0,0,25,90,3.6,0,3,24,66,46,20,5,38,1,1,3,2,0,3,0,14,4,4,100,51,2,2,"100.0",2,40,"20.0",0,22,1,0,"0.0",0,0,1,48,48,17,3,11,5,13,38.5,0,1,0,5,70,273,90,3.6,0,183,5.2,7.3,1,40,0,70,1,1,2,1,1
"10/28","MIA
      W",20,36,55.6,236,6.6,12.6,2,1,2,15,84.4,12,0,0,29,158,5.4,1,7,14,49,36,13,4,20,2,0,3,2,0,4,0,9,2,3,66.7,42,3,3,"100.0",1,25,"25.0",0,25,1,2,"2.0",0,2,3,140,46.7,21,7,12,6,13,46.2,0,1,0,9,70,394,158,5.4,1,236,6.6,12.6,2,25,2,70,3,1,2,2,0
"10/13","@LAC
      W",15,20,75,132,6.6,8.8,1,1,0,0,87.9,7,0,0,36,124,3.4,1,9,17,49,28,21,1,4,2,0,0,1,1,10,0,6,1,1,100,20,3,3,"100.0",1,9,"9.0",0,9,2,14,"7.0",0,9,4,185,46.3,18,9,7,8,13,61.5,0,0,0,6,45,256,124,3.4,1,132,6.6,8.8,1,9,14,45,2,1,1,2,0
"10/6","BAL
      L",21,31,67.7,192,6.2,9.7,1,1,1,11,83.1,9,0,0,19,77,4.1,1,3,26,76,57,19,5,22,3,0,0,0,0,8,0,11,3,3,100,41,2,2,"100.0",3,42,"14.0",0,20,1,13,"13.0",0,13,4,175,43.8,18,3,9,3,9,33.3,0,0,0,11,76,269,77,4.1,1,192,6.2,9.7,1,42,13,76,1,1,0,3,1
"9/30","CIN
      W",27,31,87.1,260,8.4,9.6,2,0,0,0,123.1,12,0,0,25,66,2.6,1,5,3,62,42,20,8,69,1,0,2,1,0,6,0,9,2,2,100,49,3,3,"100.0",0,0,"-",0,0,0,0,"-",0,0,2,99,49.5,20,5,12,3,9,33.3,0,1,0,4,37,326,66,2.6,1,260,8.4,9.6,2,0,0,37,1,0,1,1,1
"9/22","@SF
      L",14,27,51.9,160,5.9,12.4,2,1,2,14,81.4,5,0,0,22,79,3.6,0,5,24,67,55,12,1,9,2,0,1,3,0,5,0,8,2,2,100,46,2,2,"100.0",2,42,"21.0",0,21,1,0,"0.0",0,0,6,314,52.3,11,5,5,3,12,25,0,1,0,6,42,239,79,3.6,0,160,5.9,12.4,2,42,0,42,3,1,3,2,1
"9/15","SEA
      L",20,34,58.8,180,5.3,9.4,2,1,1,7,81.4,10,0,0,16,81,5.1,1,5,28,75,53,22,4,26,0,0,1,2,0,3,0,8,2,2,100,41,2,2,"100.0",0,0,"-",0,0,2,12,"6.0",0,11,5,224,44.8,17,5,10,3,11,27.3,0,0,0,5,78,261,81,5.1,1,180,5.3,9.4,2,0,12,78,1,1,2,0,0
"9/8","@NE
      L",27,47,57.4,276,5.9,10.2,0,1,1,0,65.6,11,0,0,13,32,2.5,0,1,33,68,50,18,1,7,0,0,0,0,0,0,0,3,1,1,100,19,0,0,"-",2,43,"21.5",0,26,0,0,"-",0,0,5,228,45.6,15,1,11,3,12,25,1,3,33.3,6,54,308,32,2.5,0,276,5.9,10.2,0,43,0,54,-1,1,0,0,0
"8/29","@CAR
      L",20,36,55.6,182,5.1,10.9,1,1,5,37,71.4,11,0,0,14,18,1.3,0,1,25,71,37,34,6,38,2,0,2,1,1,5,0,7,2,3,66.7,49,1,2,"50.0",0,0,"-",0,0,3,25,"8.3",0,10,7,322,46,14,1,11,4,15,26.7,0,0,0,7,72,200,18,1.3,0,182,5.1,10.9,1,0,25,72,2,1,1,2,0
"8/25","@TEN
      W",18,31,58.1,217,7,12.1,2,2,0,0,74.3,9,0,0,25,111,4.4,0,6,6,54,47,7,7,47,0,0,2,1,0,3,1,4,1,1,100,31,1,1,"100.0",3,57,"19.0",0,20,2,22,"11.0",0,20,6,290,48.3,17,6,9,4,13,30.8,0,0,0,5,29,328,111,4.4,0,217,7,12.1,2,57,22,29,-1,2,1,0,0
"8/17","KC
      W",18,30,60,205,6.8,11.7,1,1,1,5,78.5,10,0,0,31,124,4,1,7,7,52,41,11,3,17,0,0,3,3,0,9,0,5,1,1,100,46,2,2,"100.0",2,36,"18.0",0,21,5,60,"12.0",0,38,5,209,41.8,18,7,10,6,14,42.9,1,2,50,8,50,329,124,4,1,205,6.8,11.7,1,36,60,50,1,1,3,0,1
"8/9","TB
      W",18,30,60,231,7.7,14.2,3,0,2,24,120.8,11,0,0,25,108,4.3,0,4,28,73,50,23,4,30,0,0,2,1,0,5,0,12,3,3,100,47,3,3,"100.0",3,80,"26.7",0,35,4,52,"13.0",0,30,3,155,51.7,19,4,11,6,12,50,0,0,0,10,74,339,108,4.3,0,231,7.7,14.2,3,80,52,74,0,0,1,0,1
