"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/4","TEN
      L",20,37,54.1,209,5.6,10.4,0,1,0,0,59.4,11,0,0,22,98,4.5,1,6,20,62,47,15,1,5,1,0,1,0,0,4,0,7,2,2,100,36,1,1,"100.0",1,10,"10.0",0,10,1,23,"23.0",0,23,5,230,46,18,6,11,5,13,38.5,0,1,0,3,28,307,98,4.5,1,209,5.6,10.4,0,10,23,28,-1,1,0,1,1
"12/29","MIA
      L",16,29,55.2,217,7.5,13.8,2,1,1,4,88.4,8,0,0,27,135,5,1,8,27,65,51,14,2,14,0,0,0,0,0,3,0,6,1,1,100,25,3,3,"100.0",1,38,"38.0",0,38,1,7,"7.0",0,7,4,178,44.5,18,8,8,3,9,33.3,0,0,0,6,54,352,135,5,1,217,7.5,13.8,2,38,7,54,-2,1,0,0,1
"12/21","BUF
      W",26,33,78.8,271,8.2,10.4,1,0,0,0,111,11,0,0,35,143,4.1,1,10,17,50,32,18,4,32,0,0,0,0,0,5,0,10,3,3,100,51,1,1,"100.0",3,75,"25.0",0,34,3,17,"5.7",0,10,2,93,46.5,23,10,11,7,14,50,1,2,50,3,30,414,143,4.1,1,271,8.2,10.4,1,75,17,30,-1,0,0,0,1
"12/15","@CIN
      W",15,29,51.7,116,4,8.5,2,0,2,12,86.6,7,0,0,32,175,5.5,1,10,13,61,30,31,0,0,4,1,0,1,0,9,0,10,2,2,100,46,4,4,"100.0",2,42,"21.0",0,22,1,1,"1.0",0,1,5,241,48.2,19,10,7,6,14,42.9,0,1,0,4,30,291,175,5.5,1,116,4,8.5,2,42,1,30,5,0,1,4,0
"12/8","KC
      L",20,37,54.1,184,5,10.2,1,1,3,20,67.8,8,0,0,22,94,4.3,1,6,23,59,51,8,1,12,1,0,2,1,0,3,0,4,1,2,50,29,1,1,"100.0",5,97,"19.4",0,23,0,0,"-",0,0,4,165,41.3,17,6,8,2,12,16.7,1,3,33.3,5,25,278,94,4.3,1,184,5,10.2,1,97,0,25,1,1,1,1,0
"12/1","@HOU
      L",24,47,51.1,303,6.4,13.6,3,1,3,23,85.9,16,0,0,29,145,5,0,9,28,49,30,19,3,16,0,0,0,0,0,2,0,4,1,1,100,23,1,2,"50.0",1,15,"15.0",0,15,1,6,"6.0",0,6,4,176,44,29,9,16,9,17,52.9,1,2,50,8,60,448,145,5,0,303,6.4,13.6,3,15,6,60,-1,1,0,0,0
"11/24","DAL
      W",17,37,45.9,181,4.9,11.2,1,0,2,9,70.8,10,0,0,27,101,3.7,0,6,9,68,41,27,0,0,1,0,2,0,0,4,0,7,2,4,50,44,1,1,"100.0",1,20,"20.0",0,20,0,0,"-",0,0,6,263,43.8,17,6,10,3,14,21.4,0,1,0,6,56,282,101,3.7,0,181,4.9,11.2,1,20,0,56,1,0,0,1,0
"11/17","@PHI
      W",27,48,56.3,224,4.7,8.6,1,0,1,7,76,14,0,0,22,74,3.4,0,4,10,46,44,2,5,40,0,0,2,1,0,8,0,9,3,3,100,39,0,0,"-",2,42,"21.0",0,25,3,23,"7.7",0,14,8,381,47.6,19,4,14,5,16,31.3,0,0,0,6,89,298,74,3.4,0,224,4.7,8.6,1,42,23,89,1,0,1,0,0
"11/3","@BAL
      L",30,46,65.2,268,5.8,9.5,1,1,2,17,80.4,17,0,0,17,74,4.4,1,4,37,63,45,18,1,1,0,0,1,2,0,2,0,8,2,2,100,22,2,2,"100.0",2,53,"26.5",0,27,0,0,"-",0,0,5,233,46.6,22,4,17,5,13,38.5,0,0,0,7,48,342,74,4.4,1,268,5.8,9.5,1,53,0,48,0,1,2,0,1
"10/27","CLE
      W",20,36,55.6,239,6.6,12.9,2,0,3,20,96.9,11,0,0,27,79,2.9,0,5,13,58,42,16,5,43,1,0,1,2,1,3,0,9,2,4,50,29,3,3,"100.0",2,42,"21.0",0,24,1,8,"8.0",0,8,5,227,45.4,19,5,11,5,16,31.3,2,2,100,4,32,318,79,2.9,0,239,6.6,12.9,2,42,8,32,3,0,2,1,0
"10/21","@NYJ
      W",31,45,68.9,249,5.5,8,1,1,0,0,80.7,12,0,0,34,74,2.2,3,8,0,37,21,16,1,13,4,0,1,2,0,6,1,7,1,1,100,34,4,4,"100.0",2,45,"22.5",0,26,2,24,"12.0",0,22,7,261,37.3,22,8,12,7,16,43.8,1,1,100,7,92,323,74,2.2,3,249,5.5,8,1,45,24,92,5,1,2,4,0
"10/10","NYG
      W",31,41,75.6,313,7.6,10.8,0,1,3,21,88.9,17,0,0,34,114,3.4,3,8,14,37,27,10,1,0,3,0,1,1,1,9,0,5,0,1,0,0,5,5,"100.0",1,28,"28.0",0,28,1,10,"10.0",0,10,3,122,40.7,27,8,17,6,13,46.2,0,2,0,3,20,427,114,3.4,3,313,7.6,10.8,0,28,10,20,2,1,1,3,1
"10/6","@WAS
      W",28,43,65.1,312,7.3,12.4,3,1,4,36,103.6,16,0,0,27,130,4.8,1,6,7,53,37,16,6,44,1,0,2,1,0,4,0,9,2,2,100,37,3,4,"75.0",0,0,"-",0,0,3,49,"16.3",0,19,6,286,47.7,23,6,16,5,15,33.3,0,1,0,7,55,442,130,4.8,1,312,7.3,12.4,3,0,49,55,1,1,1,1,0
