"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"12/29","IND
      W",27,39,69.2,286,7.3,10.9,3,1,3,9,106.3,15,0,0,24,67,2.8,0,7,20,46,35,11,3,19,0,0,2,2,1,5,0,12,3,3,"100.0",56,3,3,"100.0",3,110,"36.7",0,59,1,5,"5.0",0,5,2,118,59,23,7,15,9,14,64.3,0,0,0,3,27,353,67,2.8,0,286,7.3,10.9,3,110,5,27,1,1,2,0,0
"12/22","@ATL
      L",14,32,43.8,173,5.4,13.4,1,0,3,15,73.4,9,0,0,24,115,4.8,0,5,24,65,42,23,1,1,2,0,0,0,0,6,0,6,2,2,"100.0",40,0,0,"-",2,57,"28.5",0,30,1,7,"7.0",0,7,5,254,50.8,17,5,9,3,14,21.4,3,4,75,6,36,288,115,4.8,0,173,5.4,13.4,1,57,7,36,1,0,0,2,1
"12/15","@OAK
      W",17,29,58.6,185,6.4,11.8,2,0,2,16,102.8,10,0,0,22,77,3.5,0,4,16,66,51,15,4,31,0,0,0,0,0,4,0,8,2,2,"100.0",43,2,2,"100.0",1,35,"35.0",0,35,1,8,"8.0",0,8,5,248,49.6,17,4,10,3,12,25,1,1,100,8,87,262,77,3.5,0,185,6.4,11.8,2,35,8,87,0,0,0,0,0
"12/8","LAC
      L",25,38,65.8,164,4.3,6.8,1,0,2,7,84.4,6,0,0,23,88,3.8,0,6,45,52,32,20,1,10,0,0,0,0,0,2,0,4,1,1,"100.0",26,1,1,"100.0",4,74,"18.5",0,27,2,1,"0.5",0,5,5,231,46.2,15,6,6,4,15,26.7,2,4,50,10,101,252,88,3.8,0,164,4.3,6.8,1,74,1,101,0,0,0,0,0
"12/1","TB
      L",23,41,56.1,193,4.7,10.4,1,2,5,47,61,10,0,0,17,49,2.9,0,2,28,62,39,23,4,27,0,0,1,1,0,4,0,3,1,1,"100.0",53,0,0,"-",1,25,"25.0",0,25,2,48,"24.0",0,43,4,183,45.8,14,2,10,4,14,28.6,1,3,33.3,16,121,242,49,2.9,0,193,4.7,10.4,1,25,48,121,-3,2,1,0,2
"11/24","@TEN
      L",32,48,66.7,252,5.3,8.5,0,0,3,20,81.3,12,0,0,27,117,4.3,2,8,42,49,35,14,1,7,0,0,2,2,0,2,0,6,2,2,"100.0",50,0,0,"-",7,157,"22.4",0,30,2,-5,"-2.5",0,-1,6,288,48,23,8,12,7,18,38.9,1,2,50,11,104,369,117,4.3,2,252,5.3,8.5,0,157,-5,104,1,0,2,0,1
"11/17","@IND
      L",33,47,70.2,279,5.9,9,2,1,2,17,92.2,13,0,0,9,29,3.2,0,2,33,55,49,6,3,23,1,0,1,1,0,3,0,1,0,1,"0.0",0,1,1,"100.0",1,23,"23.0",0,23,1,0,"0.0",0,0,6,280,46.7,15,2,13,6,14,42.9,0,1,0,8,81,308,29,3.2,0,279,5.9,9,2,23,0,81,1,1,1,1,0
"11/3","HOU
      L",27,47,57.4,282,6,11.4,0,2,4,27,59.6,15,0,0,15,74,4.9,0,6,26,57,51,6,1,7,0,0,1,1,0,2,0,3,1,1,"100.0",30,0,0,"-",2,40,"20.0",0,22,2,8,"4.0",0,7,3,153,51,21,6,15,4,11,36.4,0,2,0,4,34,356,74,4.9,0,282,6,11.4,0,40,8,34,-3,2,1,0,2
"10/27","NYJ
      W",22,34,64.7,278,8.2,12.7,3,0,2,1,119.6,13,0,0,34,111,3.3,0,4,15,50,28,22,8,51,3,0,1,0,0,3,0,11,3,3,"100.0",43,2,3,"66.7",2,49,"24.5",0,25,5,25,"5.0",0,24,4,153,38.3,21,4,13,8,17,47.1,0,1,0,9,70,389,111,3.3,0,278,8.2,12.7,3,49,25,70,2,0,0,3,1
"10/20","@CIN
      W",15,32,46.9,244,7.6,17,1,0,2,11,84.8,10,0,0,44,216,4.9,0,11,17,44,35,9,2,18,3,1,1,1,0,9,0,13,4,4,"100.0",37,1,1,"100.0",0,0,"-",0,0,2,15,"7.5",0,15,6,253,42.2,22,11,10,4,16,25,1,2,50,11,130,460,216,4.9,0,244,7.6,17,1,0,15,130,4,0,1,3,0
