"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"12/29","@CIN
      L",12,27,44.4,239,8.9,23.3,3,3,6,40,79.6,11,0,0,20,74,3.7,0,3,33,63,35,28,1,8,1,0,0,0,0,6,0,5,1,1,"100.0",42,2,3,"66.7",3,95,31.7,0,47,1,9,"9.0",0,9,4,207,51.8,15,3,11,4,13,30.8,1,1,100,4,33,313,74,3.7,0,239,8.9,23.3,3,95,9,33,-2,3,0,1,0
"12/22","BAL
      L",20,33,60.6,184,5.6,9.6,2,1,1,8,84.4,10,0,0,19,57,3,0,2,31,60,44,16,0,0,0,0,1,1,0,4,0,3,1,1,"100.0",47,0,1,"0.0",2,25,12.5,0,17,1,11,"11.0",0,11,5,220,44,17,2,10,3,12,25,0,0,0,7,62,241,57,3,0,184,5.6,9.6,2,25,11,62,0,1,1,0,0
"12/15","@ARI
      L",30,43,69.8,241,5.6,8.2,2,1,1,6,90,15,0,0,23,152,6.6,1,8,38,55,41,14,0,0,1,0,0,0,0,2,0,6,1,2,"50.0",44,3,3,"100.0",4,67,16.8,0,20,1,9,"9.0",0,9,2,83,41.5,25,8,15,9,14,64.3,1,1,100,6,55,393,152,6.6,1,241,5.6,8.2,2,67,9,55,-1,1,0,1,1
"12/8","CIN
      W",11,24,45.8,187,7.8,17.5,0,2,1,5,38.9,9,0,0,27,146,5.4,2,7,19,67,41,26,2,16,1,1,1,0,0,4,0,9,2,2,"100.0",53,3,3,"100.0",2,47,23.5,0,25,2,16,"8.0",0,10,2,83,41.5,17,7,9,7,12,58.3,0,0,0,6,30,333,146,5.4,2,187,7.8,17.5,0,47,16,30,-1,2,0,1,0
"12/1","@PIT
      L",18,34,52.9,173,5.1,10.9,1,1,5,23,67.8,9,0,0,24,106,4.4,0,9,20,58,36,22,1,13,1,0,1,0,0,2,0,7,2,2,"100.0",34,1,1,"100.0",3,36,12,0,20,1,5,"5.0",0,5,4,181,45.3,19,9,9,4,12,33.3,1,2,50,5,34,279,106,4.4,0,173,5.1,10.9,1,36,5,34,-1,1,0,1,1
"11/24","MIA
      W",24,34,70.6,320,9.4,13.6,3,1,1,7,118.1,15,0,0,32,147,4.6,2,9,24,49,38,11,4,22,2,0,1,0,0,9,0,11,2,3,"66.7",40,5,5,"100.0",2,20,10,0,17,3,10,"3.3",0,6,1,37,37,30,9,15,4,8,50,0,0,0,7,70,467,147,4.6,2,320,9.4,13.6,3,20,10,70,1,1,0,2,0
"11/14","PIT
      W",17,32,53.1,189,5.9,11.4,2,0,1,4,92.3,10,0,0,35,104,3,1,6,7,49,36,13,4,43,4,0,1,0,0,10,0,3,0,2,"0.0",0,3,3,"100.0",2,50,25,0,28,2,16,"8.0",0,11,8,366,45.8,17,6,10,6,16,37.5,0,0,0,8,121,293,104,3,1,189,5.9,11.4,2,50,16,121,4,0,0,4,0
"11/10","BUF
      W",26,38,68.4,221,5.8,9.2,2,0,2,17,102.7,15,0,0,26,147,5.7,0,7,16,45,39,6,1,6,0,0,1,0,0,5,0,7,2,2,"100.0",47,1,2,"50.0",2,40,20,0,22,1,0,"0.0",0,0,3,146,48.7,24,7,15,4,11,36.4,1,2,50,4,70,368,147,5.7,0,221,5.8,9.2,2,40,0,70,0,0,0,0,0
"11/3","@DEN
      L",27,42,64.3,261,6.2,10.1,1,0,2,12,90.7,13,0,0,29,90,3.1,0,5,24,30,26,4,3,18,0,0,1,1,0,3,0,13,4,4,"100.0",39,1,1,"100.0",2,57,28.5,0,31,2,20,"10.0",0,14,3,160,53.3,21,5,13,6,15,40,0,2,0,5,40,351,90,3.1,0,261,6.2,10.1,1,57,20,40,1,0,1,0,0
"10/27","@NE
      L",20,31,64.5,151,4.9,9.7,1,1,5,43,79.2,9,0,0,22,159,7.2,0,5,27,62,47,15,3,20,0,0,0,0,0,2,0,7,2,2,"100.0",47,1,1,"100.0",2,46,23,0,26,2,2,"1.0",0,2,4,178,44.5,15,5,9,3,12,25,0,1,0,13,85,310,159,7.2,0,151,4.9,9.7,1,46,2,85,-3,1,0,0,2
"10/13","SEA
      L",22,37,59.5,249,6.7,11.3,1,3,0,0,54.9,12,0,0,24,157,6.5,3,7,32,62,50,12,3,11,0,0,2,1,0,0,0,2,0,0,"-",0,2,3,"66.7",2,102,51,0,74,1,5,"5.0",0,5,2,61,30.5,21,7,12,3,8,37.5,2,3,66.7,9,83,406,157,6.5,3,249,6.7,11.3,1,102,5,83,-3,3,1,0,1
