"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"12/29","@NE
      W",29,44,65.9,326,7.4,11.7,1,0,2,14,96.8,19,0,0,22,63,2.9,1,5,24,54,40,14,1,4,1,1,1,1,0,4,0,9,2,2,"100.0",32,3,3,"100.0",1,18,"18.0",0,18,2,7,"3.5",0,7,4,170,42.5,26,5,19,5,12,41.7,0,1,0,4,35,389,63,2.9,1,326,7.4,11.7,1,18,7,35,2,0,1,1,0
"12/22","CIN
      W",31,52,59.6,406,7.8,13.5,4,1,2,13,103,21,0,0,34,96,2.8,1,5,35,71,43,28,4,25,0,0,1,1,0,7,0,8,1,2,"50.0",37,5,5,"100.0",2,28,"14.0",0,22,4,26,"6.5",0,10,6,294,49,29,5,21,6,16,37.5,0,0,0,6,47,502,96,2.8,1,406,7.8,13.5,4,28,26,47,0,1,1,0,0
"12/15","@NYG
      L",23,41,56.1,262,6.4,12.1,2,0,3,17,93.4,13,0,0,25,122,4.9,0,7,36,65,37,28,1,10,3,0,0,0,0,5,0,8,2,3,"66.7",47,2,2,"100.0",2,55,"27.5",0,30,0,0,"-",0,0,3,126,42,22,7,13,3,13,23.1,1,3,33.3,7,42,384,122,4.9,0,262,6.4,12.1,2,55,0,42,2,0,0,3,1
"12/8","@NYJ
      L",21,37,56.8,240,6.5,11.7,0,1,2,5,65.7,13,0,0,26,122,4.7,0,4,22,69,33,36,1,8,1,0,1,0,0,5,0,21,7,8,"87.5",53,0,0,"-",1,13,"13.0",0,13,1,7,"7.0",0,7,1,45,45,22,4,13,4,13,30.8,0,0,0,5,48,362,122,4.7,0,240,6.5,11.7,0,13,7,48,0,1,0,1,0
"12/1","PHI
      W",28,40,70,351,8.8,13.1,4,1,3,15,121.5,19,0,0,20,58,2.9,1,3,31,57,35,22,2,16,1,0,1,0,0,5,0,5,1,1,"100.0",51,2,3,"66.7",1,6,"6.0",0,6,2,0,"0.0",0,0,3,96,32,26,3,19,5,12,41.7,3,3,100,7,59,409,58,2.9,1,351,8.8,13.1,4,6,0,59,0,1,0,1,0
"11/24","@CLE
      L",21,39,53.8,192,4.9,10.2,2,2,4,22,65.5,14,0,0,20,92,4.6,1,5,41,63,37,26,1,7,1,0,0,0,0,3,0,6,1,1,"100.0",36,3,3,"100.0",4,82,"20.5",0,25,1,0,"0.0",0,0,4,178,44.5,22,5,14,6,14,42.9,0,1,0,8,94,284,92,4.6,1,192,4.9,10.2,2,82,0,94,-1,2,0,1,0
"11/17","BUF
      L",32,45,71.1,280,6.2,10.1,0,0,7,43,91.3,13,0,0,13,23,1.8,2,3,37,68,38,30,0,0,0,0,2,0,0,2,0,2,0,0,"-",0,2,2,"100.0",5,198,"39.6",1,101,0,0,"-",0,0,6,262,43.7,19,3,13,4,14,28.6,1,4,25,6,44,303,23,1.8,2,280,6.2,10.1,0,198,0,44,-1,0,0,0,1
"11/10","@IND
      W",21,33,63.6,159,4.8,8,0,1,3,10,63.8,11,0,0,26,70,2.7,1,1,12,56,44,12,1,13,3,0,1,0,0,9,0,10,3,3,"100.0",48,1,1,"100.0",0,0,"-",0,0,2,16,"8.0",0,10,5,227,45.4,13,1,11,6,16,37.5,1,2,50,4,30,229,70,2.7,1,159,4.8,8,0,0,16,30,1,1,0,3,1
"11/3","NYJ
      W",24,36,66.7,266,7.4,12,3,0,4,22,118.8,16,0,0,24,50,2.1,0,3,18,62,31,31,3,22,1,0,0,0,0,2,1,6,1,2,"50.0",26,3,3,"100.0",4,50,"12.5",0,22,2,19,"9.5",0,10,4,166,41.5,22,3,16,6,12,50,0,0,0,6,51,316,50,2.1,0,266,7.4,12,3,50,19,51,1,0,0,1,0
"10/28","@PIT
      L",21,34,61.8,170,5,9,2,2,4,20,71.9,11,0,0,19,60,3.2,0,4,27,62,46,16,2,15,1,0,1,0,0,8,0,2,0,0,"-",0,2,2,"100.0",4,83,"20.8",0,24,3,35,"11.7",0,19,2,93,46.5,16,4,11,3,8,37.5,0,2,0,5,45,230,60,3.2,0,170,5,9,2,83,35,45,-3,2,0,1,2
"10/20","@BUF
      L",23,35,65.7,272,7.8,12.3,1,1,1,10,88,13,0,0,30,109,3.6,2,8,31,49,37,12,2,14,0,0,0,0,0,1,0,3,0,0,"-",0,3,3,"100.0",1,12,"12.0",0,12,1,19,"19.0",0,19,4,196,49,24,8,13,7,13,53.8,2,2,100,6,55,381,109,3.6,2,272,7.8,12.3,1,12,19,55,-2,1,0,0,1
"10/13","WAS
      L",27,43,62.8,187,4.3,8,1,2,5,30,63.8,10,0,0,21,84,4,1,7,17,57,27,30,0,0,0,0,0,0,0,4,0,4,1,1,"100.0",39,1,1,"100.0",1,15,"15.0",0,15,4,42,"10.5",0,21,7,310,44.3,21,7,10,3,14,21.4,2,2,100,5,45,271,84,4,1,187,4.3,8,1,15,42,45,-2,2,0,0,0
"9/29","LAC
      L",17,24,70.8,161,6.7,10.6,1,1,5,19,88.9,8,0,0,18,72,4,0,3,30,64,41,23,1,6,0,0,0,0,0,3,0,4,1,3,"33.3",30,1,1,"100.0",5,112,"22.4",0,29,0,0,"-",0,0,2,103,51.5,13,3,8,5,10,50,0,1,0,5,53,233,72,4,0,161,6.7,10.6,1,112,0,53,-1,1,0,0,0
"9/22","@DAL
      L",20,41,48.8,211,5.1,11.4,0,0,3,18,66,12,0,0,24,72,3,0,2,31,55,41,14,1,5,1,0,0,0,0,4,0,6,2,3,"66.7",33,0,0,"-",1,26,"26.0",0,26,2,1,"0.5",0,1,5,219,43.8,17,2,12,3,15,20,1,3,33.3,5,35,283,72,3,0,211,5.1,11.4,0,26,1,35,0,0,0,1,1
"9/15","NE
      L",18,39,46.2,142,3.6,10.3,0,4,7,44,20.8,7,0,0,15,42,2.8,0,3,43,67,37,30,2,9,0,0,1,1,0,3,0,0,0,0,"-",0,0,0,"-",1,39,"39.0",0,39,2,5,"2.5",0,5,7,298,42.6,11,3,7,2,15,13.3,2,4,50,4,22,184,42,2.8,0,142,3.6,10.3,0,39,5,22,-3,4,1,0,0
"9/8","BAL
      L",15,32,46.9,179,5.6,12.7,1,2,3,11,50.3,10,0,0,12,21,1.8,0,1,59,80,39,41,1,1,0,0,0,0,0,1,0,4,1,1,"100.0",54,1,1,"100.0",3,59,"19.7",0,23,1,0,"0.0",0,0,6,322,53.7,12,1,10,3,10,30,0,0,0,9,64,200,21,1.8,0,179,5.6,12.7,1,59,0,64,-3,2,0,0,1
"8/29","@NO
      W",22,29,75.9,228,7.9,10.4,1,0,1,1,109.7,14,0,0,30,117,3.9,0,6,13,54,34,20,2,2,0,0,1,0,0,1,0,10,3,3,"100.0",46,1,1,"100.0",0,0,"-",0,0,2,7,"3.5",0,7,3,147,49,21,6,14,7,14,50,1,1,100,6,54,345,117,3.9,0,228,7.9,10.4,1,0,7,54,0,0,0,0,0
"8/22","JAX
      W",17,25,68,182,7.3,10.9,1,0,1,3,102.9,7,0,0,35,89,2.5,1,8,7,51,35,16,3,13,1,0,1,1,0,4,0,10,3,3,"100.0",46,1,2,"50.0",2,27,"13.5",0,16,5,4,"0.8",0,2,5,260,52,19,8,7,6,14,42.9,0,0,0,9,89,271,89,2.5,1,182,7.3,10.9,1,27,4,89,2,0,1,1,0
"8/16","@TB
      L",19,38,50,162,4.3,10.2,1,1,5,32,62.8,9,0,0,23,118,5.1,0,3,16,63,44,19,4,33,0,0,1,1,0,3,0,6,2,2,"100.0",49,0,0,"-",2,40,"20.0",0,26,6,21,"3.5",0,11,7,306,43.7,18,3,9,2,16,12.5,0,1,0,13,122,280,118,5.1,0,162,4.3,10.2,1,40,21,122,0,1,1,0,0
"8/8","ATL
      W",21,33,63.6,265,8,13.1,1,1,2,11,87.4,14,0,0,32,96,3,3,7,27,55,37,18,4,25,0,0,1,0,0,4,0,10,2,2,"100.0",48,4,4,"100.0",6,114,"19.0",0,24,1,9,"9.0",0,9,3,130,43.3,26,7,14,5,11,45.5,0,0,0,8,47,361,96,3,3,265,8,13.1,1,114,9,47,-2,1,0,0,1
