"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"12/29","ARI
      W",29,45,64.4,311,6.9,11,3,0,1,8,107.5,17,0,0,33,113,3.4,1,4,24,49,31,18,1,3,2,0,1,3,0,8,0,7,1,2,"50.0",47,4,4,"100.0",1,30,"30.0",0,30,2,18,"9.0",0,14,4,156,39,25,4,17,11,18,61.1,0,1,0,10,91,424,113,3.4,1,311,6.9,11,3,30,18,91,5,0,3,2,0
"12/21","@SF
      L",27,46,58.7,323,7,12,2,1,0,0,85.7,17,0,0,24,72,3,2,6,34,46,38,8,6,33,2,0,1,0,0,8,0,7,1,2,"50.0",52,4,4,"100.0",1,27,"27.0",0,27,2,1,"0.5",0,1,6,266,44.3,24,6,17,5,13,38.5,0,0,0,7,43,395,72,3,2,323,7,12,2,27,1,43,1,1,0,2,0
"12/15","@DAL
      L",34,52,65.4,267,5.1,8.5,2,1,2,22,84.5,17,0,0,14,22,1.6,1,3,44,69,40,29,0,0,0,0,0,0,0,2,0,1,0,0,"-",0,1,1,"100.0",1,23,"23.0",0,23,1,0,"0.0",0,0,5,279,55.8,23,3,17,4,12,33.3,1,2,50,5,29,289,22,1.6,1,267,5.1,8.5,2,23,0,29,-1,1,0,0,0
"12/8","SEA
      W",22,32,68.8,293,9.2,13.3,2,2,0,0,92.3,16,0,0,35,162,4.6,2,10,12,57,43,14,5,43,1,0,0,0,0,4,0,4,0,1,"0.0",0,4,4,"100.0",2,35,"17.5",0,20,2,-1,"-0.5",0,0,3,152,50.7,26,10,16,7,13,53.8,0,0,0,3,20,455,162,4.6,2,293,9.2,13.3,2,35,-1,20,-1,2,0,1,0
"12/1","@ARI
      W",33,45,73.3,417,9.3,12.9,2,0,1,10,117.5,20,0,0,30,132,4.4,1,6,7,55,39,16,6,39,1,1,0,0,0,5,0,10,2,3,"66.7",33,4,4,"100.0",1,14,"14.0",0,14,1,6,"6.0",0,6,4,165,41.3,27,6,20,8,15,53.3,0,1,0,8,81,549,132,4.4,1,417,9.3,12.9,2,14,6,81,1,0,0,1,0
"11/25","BAL
      L",26,37,70.3,199,5.4,8.2,0,2,2,13,62,8,0,0,9,22,2.4,0,2,45,78,44,34,3,13,0,0,0,0,0,3,0,6,2,2,"100.0",46,0,0,"-",2,44,"22.0",0,23,1,4,"4.0",0,4,4,200,50,14,2,8,2,9,22.2,1,1,100,8,56,221,22,2.4,0,199,5.4,8.2,0,44,4,56,-2,2,0,0,0
"11/17","CHI
      W",11,18,61.1,173,9.6,15.7,0,1,0,0,69.9,6,0,0,34,110,3.2,2,7,7,58,39,19,3,6,1,0,0,0,0,9,0,5,1,1,"100.0",38,2,2,"100.0",1,27,"27.0",0,27,2,0,"0.0",0,0,6,329,54.8,13,7,6,3,10,30,0,0,0,6,34,283,110,3.2,2,173,9.6,15.7,0,27,0,34,-1,1,0,1,1
"11/10","@PIT
      L",22,42,52.4,218,5.2,11,0,3,4,25,40.1,10,0,0,23,88,3.8,0,3,17,64,45,19,3,11,0,0,3,2,1,2,1,4,1,2,"50.0",30,1,1,"100.0",4,94,"23.5",0,30,3,21,"7.0",0,18,8,379,47.4,16,3,10,1,14,7.1,0,2,0,10,95,306,88,3.8,0,218,5.2,11,0,94,21,95,-2,3,2,0,1
"10/27","CIN
      W",17,31,54.8,372,12,21.9,2,0,0,0,119.3,13,0,0,26,98,3.8,1,6,10,64,52,12,5,32,0,0,0,0,0,6,0,6,1,1,"100.0",23,3,3,"100.0",1,14,"14.0",0,14,0,0,"-",0,0,5,222,44.4,19,6,13,7,13,53.8,0,0,0,9,59,470,98,3.8,1,372,12,21.9,2,14,0,59,0,0,0,0,0
"10/20","@ATL
      W",23,38,60.5,291,7.7,12.7,2,0,0,0,102,13,0,0,36,90,2.5,1,9,10,52,39,13,5,38,1,0,4,2,1,2,0,13,3,4,"75.0",55,4,4,"100.0",0,0,"-",0,0,4,36,"9.0",0,35,3,95,31.7,23,9,13,8,16,50,1,1,100,5,24,381,90,2.5,1,291,7.7,12.7,2,0,36,24,3,0,2,1,0
