"Date","Time (ET)","Where","Favorite","FavDiv","Underdog","UDDiv","Spread","OULine","FavScore","UDogScore","OT","Differential","Total","OverUnder","SpreadWin","Winner","SpreadWinTeam","WinTeam"
2022-12-11,"4:04","Away","KC","AFC West","DEN","AFC West",-8.5,44,34,28,"No",6,62,"O","Underdog","Favorite","DEN","KC"
2022-12-11,"4:25","Home","SF","NFC West","TB","NFC South",-3.5,37.5,35,7,"No",28,42,"O","Favorite","Favorite","SF","SF"
2022-12-11,"4:25","Home","SEA","NFC West","CAR","NFC South",-4,44.5,24,30,"No",-6,54,"O","Underdog","Underdog","CAR","CAR"
2022-12-11,"8:20","Away","MIA","AFC East","LAC","AFC West",-3,53.5,17,23,"No",-6,40,"U","Underdog","Underdog","LAC","LAC"
2022-12-12,"8:15","Away","NE","AFC East","ARI","NFC West",-1.5,43.5,27,13,"No",14,40,"U","Favorite","Favorite","NE","NE"
2022-12-15,"8:15","Away","SF","NFC West","SEA","NFC West",-3,43,21,13,"No",8,34,"U","Favorite","Favorite","SF","SF"
2022-12-17,"1:00","Home","MIN","NFC North","IND","AFC South",-3.5,47.5,39,36,"Yes",3,75,"O","Underdog","Favorite","IND","MIN"
2022-12-17,"4:30","Home","CLE","AFC North","BAL","AFC North",-3,38,13,3,"No",10,16,"U","Favorite","Favorite","CLE","CLE"
2022-12-17,"8:15","Home","BUF","AFC East","MIA","AFC East",-7,43.5,32,29,"No",3,61,"O","Underdog","Favorite","MIA","BUF"
2022-12-18,"1:00","Home","CAR","NFC South","PIT","AFC North",-2.5,37.5,16,24,"No",-8,40,"O","Underdog","Underdog","PIT","PIT"
2022-12-18,"1:00","Away","PHI","NFC East","CHI","NFC North",-8.5,48.5,25,20,"No",5,45,"U","Underdog","Favorite","CHI","PHI"
2022-12-18,"1:00","Away","KC","AFC West","HOU","AFC South",-14.5,48.5,30,24,"Yes",6,54,"O","Underdog","Favorite","HOU","KC"
2022-12-18,"1:00","Away","DAL","NFC East","JAC","AFC South",-4,48,34,40,"Yes",-6,74,"O","Underdog","Underdog","JAC","JAC"
2022-12-18,"1:00","Home","NO","NFC South","ATL","NFC South",-4,43.5,21,18,"No",3,39,"U","Underdog","Favorite","ATL","NO"
2022-12-18,"1:00","Home","NYJ","AFC East","DET","NFC North",-1,43.5,17,20,"No",-3,37,"U","Underdog","Underdog","DET","DET"
2022-12-18,"4:04","Home","DEN","AFC West","ARI","NFC West",-1.5,36.5,24,15,"No",9,39,"O","Favorite","Favorite","DEN","DEN"
2022-12-18,"4:25","Home","LV","AFC West","NE","AFC East",-1.5,45,30,24,"No",6,54,"O","Favorite","Favorite","LV","LV"
2022-12-18,"4:25","Home","LAC","AFC West","TEN","AFC South",-3,46.5,17,14,"No",3,31,"U","Push","Favorite","Push","LAC"
2022-12-18,"4:25","Away","CIN","AFC North","TB","NFC South",-3.5,45,34,23,"No",11,57,"O","Favorite","Favorite","CIN","CIN"
2022-12-19,"8:15","Home","GB","NFC North","LA","NFC West",-7,39.5,24,12,"No",12,36,"U","Favorite","Favorite","GB","GB"
2022-12-22,"8:15","Home","NYJ","AFC East","JAC","AFC South",-2,37,3,19,"No",-16,22,"U","Underdog","Underdog","JAC","JAC"
2022-12-24,"1:00","Home","BAL","AFC North","ATL","NFC South",-6.5,34.5,17,9,"No",8,26,"U","Favorite","Favorite","BAL","BAL"
2022-12-24,"1:00","Away","DET","NFC North","CAR","NFC South",-2.5,43.5,23,37,"No",-14,60,"O","Underdog","Underdog","CAR","CAR"
2022-12-24,"1:00","Away","BUF","AFC East","CHI","NFC North",-8,40,35,13,"No",22,48,"O","Favorite","Favorite","BUF","BUF"
2022-12-24,"1:00","Home","CLE","AFC North","NO","NFC South",-3,32,10,17,"No",-7,27,"U","Underdog","Underdog","NO","NO"
2022-12-24,"1:00","Home","KC","AFC West","SEA","NFC West",-10,49.5,24,10,"No",14,34,"U","Favorite","Favorite","KC","KC"
2022-12-24,"1:00","Home","MIN","NFC North","NYG","NFC East",-4,49.5,27,24,"No",3,51,"O","Underdog","Favorite","NYG","MIN"
2022-12-24,"1:00","Away","CIN","AFC North","NE","AFC East",-3,41.5,22,18,"No",4,40,"U","Favorite","Favorite","CIN","CIN"
2022-12-24,"1:00","Home","PIT","AFC North","LV","AFC West",-2,38,13,10,"No",3,23,"U","Favorite","Favorite","PIT","PIT"
2022-12-24,"2:00","Home","TEN","AFC South","HOU","AFC South",-3,35.5,14,19,"No",-5,33,"U","Underdog","Underdog","HOU","HOU"
2022-12-24,"4:25","Home","DAL","NFC East","PHI","NFC East",-4.5,47,40,34,"No",6,74,"O","Favorite","Favorite","DAL","DAL"
2022-12-25,"1:00","Home","MIA","AFC East","GB","NFC North",-3.5,49.5,20,26,"No",-6,46,"U","Underdog","Underdog","GB","GB"
2022-12-25,"4:30","Away","DEN","AFC West","LA","NFC West",-3,36.5,14,51,"No",-37,65,"O","Underdog","Underdog","LA","LA"
2022-12-25,"8:20","Away","TB","NFC South","ARI","NFC West",-7.5,40.5,19,16,"Yes",3,35,"U","Underdog","Favorite","ARI","TB"
2022-12-26,"8:15","Away","LAC","AFC West","IND","AFC South",-4,45.5,20,3,"No",17,23,"U","Favorite","Favorite","LAC","LAC"
2022-12-29,"8:15","Away","DAL","NFC East","TEN","AFC South",-12.5,39.5,27,13,"No",14,40,"O","Favorite","Favorite","DAL","DAL"
2023-01-01,"1:00","Home","ATL","NFC South","ARI","NFC West",-6,41,20,19,"No",1,39,"U","Underdog","Favorite","ARI","ATL"
2023-01-01,"1:00","Home","DET","NFC North","CHI","NFC North",-6,52.5,41,10,"No",31,51,"U","Favorite","Favorite","DET","DET"
2023-01-01,"1:00","Away","JAC","AFC South","HOU","AFC South",-3,43,31,3,"No",28,34,"U","Favorite","Favorite","JAC","JAC"
2023-01-01,"1:00","Home","KC","AFC West","DEN","AFC West",-12.5,45,27,24,"No",3,51,"O","Underdog","Favorite","DEN","KC"
2023-01-01,"1:00","Home","NE","AFC East","MIA","AFC East",-2.5,41,23,21,"No",2,44,"O","Underdog","Favorite","MIA","NE"
2023-01-01,"1:00","Home","NYG","NFC East","IND","AFC South",-5.5,39,38,10,"No",28,48,"O","Favorite","Favorite","NYG","NYG"
2023-01-01,"1:00","Home","PHI","NFC East","NO","NFC South",-5.5,41.5,10,20,"No",-10,30,"U","Underdog","Underdog","NO","NO"
2023-01-01,"1:00","Home","TB","NFC South","CAR","NFC South",-3.5,40.5,30,24,"No",6,54,"O","Favorite","Favorite","TB","TB"
2023-01-01,"4:04","Away","SF","NFC West","LV","AFC West",-9.5,42.5,37,34,"Yes",3,71,"O","Underdog","Favorite","LV","SF"
2023-01-01,"4:04","Away","NYJ","AFC East","SEA","NFC West",-1.5,42.5,6,23,"No",-17,29,"U","Underdog","Underdog","SEA","SEA"
2023-01-01,"4:25","Home","GB","NFC North","MIN","NFC North",-3,47.5,41,17,"No",24,58,"O","Favorite","Favorite","GB","GB"
2023-01-01,"4:25","Home","LAC","AFC West","LA","NFC West",-6.5,41.5,31,10,"No",21,41,"U","Favorite","Favorite","LAC","LAC"
2023-01-01,"8:20","Home","BAL","AFC North","PIT","AFC North",-2.5,35,13,16,"No",-3,29,"U","Underdog","Underdog","PIT","PIT"
2023-01-07,"4:30","Away","KC","AFC West","LV","AFC West",-9,52.5,31,13,"No",18,44,"U","Favorite","Favorite","KC","KC"
2023-01-07,"8:15","Home","JAC","AFC South","TEN","AFC South",-6.5,40,20,16,"No",4,36,"U","Underdog","Favorite","TEN","JAC"
2023-01-08,"1:00","Home","ATL","NFC South","TB","NFC South",-4,40.5,30,17,"No",13,47,"O","Favorite","Favorite","ATL","ATL"
2023-01-08,"1:00","Home","BUF","AFC East","NE","AFC East",-7.5,43.5,35,23,"No",12,58,"O","Favorite","Favorite","BUF","BUF"
2023-01-08,"1:00","Away","MIN","NFC North","CHI","NFC North",-7,42.5,29,13,"No",16,42,"U","Favorite","Favorite","MIN","MIN"
2023-01-08,"1:00","Home","CIN","AFC North","BAL","AFC North",-9,39.5,27,16,"No",11,43,"O","Favorite","Favorite","CIN","CIN"
2023-01-08,"1:00","Home","IND","AFC South","HOU","AFC South",-2.5,37.5,31,32,"No",-1,63,"O","Underdog","Underdog","HOU","HOU"
2023-01-08,"1:00","Home","MIA","AFC East","NYJ","AFC East",-3.5,37,11,6,"No",5,17,"U","Favorite","Favorite","MIA","MIA"
2023-01-08,"1:00","Home","NO","NFC South","CAR","NFC South",-3.5,41.5,7,10,"No",-3,17,"U","Underdog","Underdog","CAR","CAR"
2023-01-08,"1:00","Home","PIT","AFC North","CLE","AFC North",-2.5,40,28,14,"No",14,42,"O","Favorite","Favorite","PIT","PIT"
2023-01-08,"4:25","Home","DEN","AFC West","LAC","AFC West",-3,39.5,31,28,"No",3,59,"O","Push","Favorite","Push","DEN"
2023-01-08,"4:25","Home","PHI","NFC East","NYG","NFC East",-16,42,22,16,"No",6,38,"U","Underdog","Favorite","NYG","PHI"
2023-01-08,"4:25","Home","SF","NFC West","ARI","NFC West",-14,39.5,38,13,"No",25,51,"O","Favorite","Favorite","SF","SF"
2023-01-08,"4:25","Home","SEA","NFC West","LA","NFC West",-6,41.5,19,16,"Yes",3,35,"U","Underdog","Favorite","LA","SEA"
2023-01-08,"8:20","Home","GB","NFC North","DET","NFC North",-5,49,16,20,"No",-4,36,"U","Underdog","Underdog","DET","DET"
2023-01-14,"4:30","Home","SF","NFC West","SEA","NFC West",-9.5,42,41,23,"No",18,64,"O","Favorite","Favorite","SF","SF"
2023-01-14,"8:15","Away","LAC","AFC West","JAC","AFC South",-2.5,47.5,30,31,"No",-1,61,"O","Underdog","Underdog","JAC","JAC"
2023-01-15,"1:00","Home","BUF","AFC East","MIA","AFC East",-13.5,43.5,34,31,"No",3,65,"O","Underdog","Favorite","MIA","BUF"
2023-01-15,"4:30","Home","MIN","NFC North","NYG","NFC East",-3,48,24,31,"No",-7,55,"O","Underdog","Underdog","NYG","NYG"
2023-01-15,"8:15","Home","CIN","AFC North","BAL","AFC North",-8.5,40.5,24,17,"No",7,41,"O","Underdog","Favorite","BAL","CIN"
2023-01-16,"8:15","Away","DAL","NFC East","TB","NFC South",-3,45.5,31,14,"No",17,45,"U","Favorite","Favorite","DAL","DAL"
2023-01-21,"4:30","Home","KC","AFC West","JAC","AFC South",-9,52.5,27,20,"No",7,47,"U","Underdog","Favorite","JAC","KC"
2023-01-21,"8:15","Home","PHI","NFC East","NYG","NFC East",-7.5,48,38,7,"No",31,45,"U","Favorite","Favorite","PHI","PHI"
2023-01-22,"3:00","Home","BUF","AFC East","CIN","AFC North",-5.5,49,10,27,"No",-17,37,"U","Underdog","Underdog","CIN","CIN"
2023-01-29,"3:00","Home","PHI","NFC East","SF","NFC West",-2.5,45.5,31,7,"No",24,38,"U","Favorite","Favorite","PHI","PHI"
2023-01-29,"6:30","Home","KC","AFC West","CIN","AFC North",-1.5,48,23,20,"No",3,43,"U","Favorite","Favorite","KC","KC"
2023-02-12,"6:30","Home","PHI","NFC East","KC","AFC West",-1,51,35,38,"No",-3,73,"O","Underdog","Underdog","KC","KC"
