"Date","Time (ET)","Where","Favorite","FavDiv","Underdog","UDDiv","Spread","OULine","FavScore","UDogScore","OT","Differential","Total","OverUnder","SpreadWin","Winner","SpreadWinTeam","WinTeam"
2020-12-06,"4:25","Home","LAC","AFC West","NE","AFC East",-2,46.5,0,45,"No",-45,45,"U","Underdog","Underdog","NE","NE"
2020-12-06,"8:20","Home","KC","AFC West","DEN","AFC West",-13,51.5,22,16,"No",6,38,"U","Underdog","Favorite","DEN","KC"
2020-12-07,"5:00","Home","PIT","AFC North","WAS","NFC East",-6.5,43.5,17,23,"No",-6,40,"U","Underdog","Underdog","WAS","WAS"
2020-12-07,"8:15","Home","SF","NFC West","BUF","AFC East",-1.5,48,24,34,"No",-10,58,"O","Underdog","Underdog","BUF","BUF"
2020-12-08,"8:05","Home","BAL","AFC North","DAL","NFC East",-8,45.5,34,17,"No",17,51,"O","Favorite","Favorite","BAL","BAL"
2020-12-10,"8:20","Home","LA","NFC West","NE","AFC East",-5,43.5,24,3,"No",21,27,"U","Favorite","Favorite","LA","LA"
2020-12-13,"1:00","Home","CAR","NFC South","DEN","AFC West",-4,46.5,27,32,"No",-5,59,"O","Underdog","Underdog","DEN","DEN"
2020-12-13,"1:00","Away","HOU","AFC South","CHI","NFC North",-1,46.5,7,36,"No",-29,43,"U","Underdog","Underdog","CHI","CHI"
2020-12-13,"1:00","Away","DAL","NFC East","CIN","AFC North",-3,44,30,7,"No",23,37,"U","Favorite","Favorite","DAL","DAL"
2020-12-13,"1:00","Away","TEN","AFC South","JAC","AFC South",-7.5,52.5,31,10,"No",21,41,"U","Favorite","Favorite","TEN","TEN"
2020-12-13,"1:00","Away","KC","AFC West","MIA","AFC East",-7.5,52,33,27,"No",6,60,"O","Underdog","Favorite","MIA","KC"
2020-12-13,"1:00","Away","ARI","NFC West","NYG","NFC East",-3,47.5,26,7,"No",19,33,"U","Favorite","Favorite","ARI","ARI"
2020-12-13,"1:00","Home","TB","NFC South","MIN","NFC North",-7,52,26,14,"No",12,40,"U","Favorite","Favorite","TB","TB"
2020-12-13,"4:04","Away","IND","AFC South","LV","AFC West",-2.5,52,44,27,"No",17,71,"O","Favorite","Favorite","IND","IND"
2020-12-13,"4:04","Home","SEA","NFC West","NYJ","AFC East",-16.5,50.5,40,3,"No",37,43,"U","Favorite","Favorite","SEA","SEA"
2020-12-13,"4:25","Away","GB","NFC North","DET","NFC North",-9.5,55.5,31,24,"No",7,55,"U","Underdog","Favorite","DET","GB"
2020-12-13,"4:25","Home","LAC","AFC West","ATL","NFC South",-1,49.5,20,17,"No",3,37,"U","Favorite","Favorite","LAC","LAC"
2020-12-13,"4:25","Away","NO","NFC South","PHI","NFC East",-7.5,43,21,24,"No",-3,45,"O","Underdog","Underdog","PHI","PHI"
2020-12-13,"4:25","Home","SF","NFC West","WAS","NFC East",-3,43.5,15,23,"No",-8,38,"U","Underdog","Underdog","WAS","WAS"
2020-12-13,"8:20","Home","BUF","AFC East","PIT","AFC North",-2,48.5,26,15,"No",11,41,"U","Favorite","Favorite","BUF","BUF"
2020-12-14,"8:15","Away","BAL","AFC North","CLE","AFC North",-3,46,47,42,"No",5,89,"O","Favorite","Favorite","BAL","BAL"
2020-12-17,"8:20","Home","LV","AFC West","LAC","AFC West",-3.5,52.5,27,30,"Yes",-3,57,"O","Underdog","Underdog","LAC","LAC"
2020-12-19,"4:30","Away","BUF","AFC East","DEN","AFC West",-5.5,49,48,19,"No",29,67,"O","Favorite","Favorite","BUF","BUF"
2020-12-19,"8:15","Home","GB","NFC North","CAR","NFC South",-8,51.5,24,16,"No",8,40,"U","Push","Favorite","Push","GB"
2020-12-20,"1:00","Away","TB","NFC South","ATL","NFC South",-6,49.5,31,27,"No",4,58,"O","Underdog","Favorite","ATL","TB"
2020-12-20,"1:00","Home","BAL","AFC North","JAC","AFC South",-13,49,40,14,"No",26,54,"O","Favorite","Favorite","BAL","BAL"
2020-12-20,"1:00","Away","SF","NFC West","DAL","NFC East",-4,46,33,41,"No",-8,74,"O","Underdog","Underdog","DAL","DAL"
2020-12-20,"1:00","Home","IND","AFC South","HOU","AFC South",-7.5,52.5,27,20,"No",7,47,"U","Underdog","Favorite","HOU","IND"
2020-12-20,"1:00","Away","NE","AFC East","MIA","AFC East",-1.5,40.5,12,22,"No",-10,34,"U","Underdog","Underdog","MIA","MIA"
2020-12-20,"1:00","Home","MIN","NFC North","CHI","NFC North",-2.5,47.5,27,33,"No",-6,60,"O","Underdog","Underdog","CHI","CHI"
2020-12-20,"1:00","Home","TEN","AFC South","DET","NFC North",-9.5,54.5,46,25,"No",21,71,"O","Favorite","Favorite","TEN","TEN"
2020-12-20,"1:00","Away","SEA","NFC West","WAS","NFC East",-6,44.5,20,15,"No",5,35,"U","Underdog","Favorite","WAS","SEA"
2020-12-20,"4:04","Home","ARI","NFC West","PHI","NFC East",-6.5,49.5,33,26,"No",7,59,"O","Favorite","Favorite","ARI","ARI"
2020-12-20,"4:04","Home","LA","NFC West","NYJ","AFC East",-17.5,44.5,20,23,"No",-3,43,"U","Underdog","Underdog","NYJ","NYJ"
2020-12-20,"4:25","Away","KC","AFC West","NO","NFC South",-2.5,54,32,29,"No",3,61,"O","Favorite","Favorite","KC","KC"
2020-12-20,"8:20","Away","CLE","AFC North","NYG","NFC East",-6,45,20,6,"No",14,26,"U","Favorite","Favorite","CLE","CLE"
2020-12-21,"8:15","Away","PIT","AFC North","CIN","AFC North",-14.5,40.5,17,27,"No",-10,44,"O","Underdog","Underdog","CIN","CIN"
2020-12-25,"4:30","Home","NO","NFC South","MIN","NFC North",-6.5,48.5,52,33,"No",19,85,"O","Favorite","Favorite","NO","NO"
2020-12-26,"1:00","Away","TB","NFC South","DET","NFC North",-9.5,54,47,7,"No",40,54,"P","Favorite","Favorite","TB","TB"
2020-12-26,"4:30","Home","ARI","NFC West","SF","NFC West",-5,48.5,12,20,"No",-8,32,"U","Underdog","Underdog","SF","SF"
2020-12-26,"8:15","Away","MIA","AFC East","LV","AFC West",-3,48,26,25,"No",1,51,"O","Underdog","Favorite","LV","MIA"
2020-12-27,"1:00","Home","BAL","AFC North","NYG","NFC East",-10,43,27,13,"No",14,40,"U","Favorite","Favorite","BAL","BAL"
2020-12-27,"1:00","Home","HOU","AFC South","CIN","AFC North",-7.5,46,31,37,"No",-6,68,"O","Underdog","Underdog","CIN","CIN"
2020-12-27,"1:00","Away","CHI","NFC North","JAC","AFC South",-9.5,47,41,17,"No",24,58,"O","Favorite","Favorite","CHI","CHI"
2020-12-27,"1:00","Home","KC","AFC West","ATL","NFC South",-11,54,17,14,"No",3,31,"U","Underdog","Favorite","ATL","KC"
2020-12-27,"1:00","Away","CLE","AFC North","NYJ","AFC East",-6.5,45,16,23,"No",-7,39,"U","Underdog","Underdog","NYJ","NYJ"
2020-12-27,"1:00","Away","IND","AFC South","PIT","AFC North",-1,43.5,24,28,"No",-4,52,"O","Underdog","Underdog","PIT","PIT"
2020-12-27,"4:04","Home","LAC","AFC West","DEN","AFC West",-2.5,47.5,19,16,"No",3,35,"U","Favorite","Favorite","LAC","LAC"
2020-12-27,"4:04","Away","CAR","NFC South","WAS","NFC East",-1,41.5,20,13,"No",7,33,"U","Favorite","Favorite","CAR","CAR"
2020-12-27,"4:25","Away","PHI","NFC East","DAL","NFC East",-3,50,17,37,"No",-20,54,"O","Underdog","Underdog","DAL","DAL"
2020-12-27,"4:25","Home","SEA","NFC West","LA","NFC West",-1.5,47.5,20,9,"No",11,29,"U","Favorite","Favorite","SEA","SEA"
2020-12-27,"8:20","Home","GB","NFC North","TEN","AFC South",-3,52.5,40,14,"No",26,54,"O","Favorite","Favorite","GB","GB"
2020-12-28,"8:15","Away","BUF","AFC East","NE","AFC East",-7,47.5,38,9,"No",29,47,"U","Favorite","Favorite","BUF","BUF"
2021-01-03,"1:00","Away","MIA","AFC East","BUF","AFC East",-3.5,43,26,56,"No",-30,82,"O","Underdog","Underdog","BUF","BUF"
2021-01-03,"1:00","Away","BAL","AFC North","CIN","AFC North",-13.5,46,38,3,"No",35,41,"U","Favorite","Favorite","BAL","BAL"
2021-01-03,"1:00","Home","CLE","AFC North","PIT","AFC North",-10.5,44.5,24,22,"No",2,46,"O","Underdog","Favorite","PIT","CLE"
2021-01-03,"1:00","Away","MIN","NFC North","DET","NFC North",-3,53.5,37,35,"No",2,72,"O","Underdog","Favorite","DET","MIN"
2021-01-03,"1:00","Home","NE","AFC East","NYJ","AFC East",-3,41,28,14,"No",14,42,"O","Favorite","Favorite","NE","NE"
2021-01-03,"1:00","Away","DAL","NFC East","NYG","NFC East",-1.5,44.5,19,23,"No",-4,42,"U","Underdog","Underdog","NYG","NYG"
2021-01-03,"1:00","Home","TB","NFC South","ATL","NFC South",-7.5,51.5,44,27,"No",17,71,"O","Favorite","Favorite","TB","TB"
2021-01-03,"4:25","Away","NO","NFC South","CAR","NFC South",-6,47,33,7,"No",26,40,"U","Favorite","Favorite","NO","NO"
2021-01-03,"4:25","Away","GB","NFC North","CHI","NFC North",-4.5,48,35,16,"No",19,51,"O","Favorite","Favorite","GB","GB"
2021-01-03,"4:25","Away","LV","AFC West","DEN","AFC West",-2.5,50.5,32,31,"No",1,63,"O","Underdog","Favorite","DEN","LV"
2021-01-03,"4:25","Away","TEN","AFC South","HOU","AFC South",-7,55.5,41,38,"No",3,79,"O","Underdog","Favorite","HOU","TEN"
2021-01-03,"4:25","Home","IND","AFC South","JAC","AFC South",-15.5,47.5,28,14,"No",14,42,"U","Underdog","Favorite","JAC","IND"
2021-01-03,"4:25","Away","LAC","AFC West","KC","AFC West",-7,43,38,21,"No",17,59,"O","Favorite","Favorite","LAC","LAC"
2021-01-03,"4:25","Home","LA","NFC West","ARI","NFC West",-1,42,18,7,"No",11,25,"U","Favorite","Favorite","LA","LA"
2021-01-03,"4:25","Away","SEA","NFC West","SF","NFC West",-7,44.5,26,23,"No",3,49,"O","Underdog","Favorite","SF","SEA"
2021-01-03,"8:20","Away","WAS","NFC East","PHI","NFC East",-6.5,44,20,14,"No",6,34,"U","Underdog","Favorite","PHI","WAS"
2021-01-09,"1:05","Home","BUF","AFC East","IND","AFC South",-7,50.5,27,24,"No",3,51,"O","Underdog","Favorite","IND","BUF"
2021-01-09,"4:40","Home","SEA","NFC West","LA","NFC West",-3,42.5,20,30,"No",-10,50,"O","Underdog","Underdog","LA","LA"
2021-01-09,"8:15","Away","TB","NFC South","WAS","NFC East",-10,45,31,23,"No",8,54,"O","Underdog","Favorite","WAS","TB"
2021-01-10,"1:05","Away","BAL","AFC North","TEN","AFC South",-3.5,53.5,20,13,"No",7,33,"U","Favorite","Favorite","BAL","BAL"
2021-01-10,"4:40","Home","NO","NFC South","CHI","NFC North",-11,48,21,9,"No",12,30,"U","Favorite","Favorite","NO","NO"
2021-01-10,"8:15","Home","PIT","AFC North","CLE","AFC North",-5,47,37,48,"No",-11,85,"O","Underdog","Underdog","CLE","CLE"
2021-01-16,"4:35","Home","GB","NFC North","LA","NFC West",-7,45,32,18,"No",14,50,"O","Favorite","Favorite","GB","GB"
2021-01-16,"8:15","Home","BUF","AFC East","BAL","AFC North",-2.5,49.5,17,3,"No",14,20,"U","Favorite","Favorite","BUF","BUF"
2021-01-17,"3:05","Home","KC","AFC West","CLE","AFC North",-7.5,55.5,22,17,"No",5,39,"U","Underdog","Favorite","CLE","KC"
2021-01-17,"6:40","Home","NO","NFC South","TB","NFC South",-2.5,53,20,30,"No",-10,50,"U","Underdog","Underdog","TB","TB"
2021-01-24,"3:05","Home","GB","NFC North","TB","NFC South",-3,53,26,31,"No",-5,57,"O","Underdog","Underdog","TB","TB"
2021-01-24,"6:40","Home","KC","AFC West","BUF","AFC East",-3,55,38,24,"No",14,62,"O","Favorite","Favorite","KC","KC"
2021-02-07,"6:30","Neutral","KC","AFC West","TB","NFC South",-3,55.5,9,31,"No",-22,40,"U","Underdog","Underdog","TB","TB"
