"Date","Time (ET)","Where","Favorite","FavDiv","Underdog","UDDiv","Spread","OULine","FavScore","UDogScore","OT","Differential","Total","OverUnder","SpreadWin","Winner","SpreadWinTeam","WinTeam"
2018-09-16,"1:00","Home","WAS","NFC East","IND","AFC South",-6,48,9,21,"No",-12,30,"U","Underdog","Underdog","IND","IND"
2018-09-16,"4:04","Home","LA","NFC West","ARI","NFC West",-13.5,43.5,34,0,"No",34,34,"U","Favorite","Favorite","LA","LA"
2018-09-16,"4:04","Home","SF","NFC West","DET","NFC North",-6,48.5,30,27,"No",3,57,"O","Underdog","Favorite","DET","SF"
2018-09-16,"4:25","Home","DEN","AFC West","OAK","AFC West",-5.5,44,20,19,"No",1,39,"U","Underdog","Favorite","OAK","DEN"
2018-09-16,"4:25","Away","NE","AFC East","JAC","AFC South",-2,44.5,20,31,"No",-11,51,"O","Underdog","Underdog","JAC","JAC"
2018-09-16,"8:20","Home","DAL","NFC East","NYG","NFC East",-3,42,20,13,"No",7,33,"U","Favorite","Favorite","DAL","DAL"
2018-09-17,"8:15","Home","CHI","NFC North","SEA","NFC West",-4.5,42.5,24,17,"No",7,41,"U","Favorite","Favorite","CHI","CHI"
2018-09-20,"8:20","Home","CLE","AFC North","NYJ","AFC East",-3,41,21,17,"No",4,38,"U","Favorite","Favorite","CLE","CLE"
2018-09-23,"1:00","Home","ATL","NFC South","NO","NFC South",-1.5,54,37,43,"Yes",-6,80,"O","Underdog","Underdog","NO","NO"
2018-09-23,"1:00","Home","BAL","AFC North","DEN","AFC West",-5.5,46,27,14,"No",13,41,"U","Favorite","Favorite","BAL","BAL"
2018-09-23,"1:00","Home","CAR","NFC South","CIN","AFC North",-2.5,44,31,21,"No",10,52,"O","Favorite","Favorite","CAR","CAR"
2018-09-23,"1:00","Home","HOU","AFC South","NYG","NFC East",-6.5,44,22,27,"No",-5,49,"O","Underdog","Underdog","NYG","NYG"
2018-09-23,"1:00","Home","JAC","AFC South","TEN","AFC South",-10,39,6,9,"No",-3,15,"U","Underdog","Underdog","TEN","TEN"
2018-09-23,"1:00","Home","KC","AFC West","SF","NFC West",-5.5,53,38,27,"No",11,65,"O","Favorite","Favorite","KC","KC"
2018-09-23,"1:00","Home","MIA","AFC East","OAK","AFC West",-3,46,28,20,"No",8,48,"O","Favorite","Favorite","MIA","MIA"
2018-09-23,"1:00","Home","MIN","NFC North","BUF","AFC East",-16.5,41,6,27,"No",-21,33,"U","Underdog","Underdog","BUF","BUF"
2018-09-23,"1:00","Home","PHI","NFC East","IND","AFC South",-6.5,45.5,20,16,"No",4,36,"U","Underdog","Favorite","IND","PHI"
2018-09-23,"1:00","Away","GB","NFC North","WAS","NFC East",-2.5,45.5,17,31,"No",-14,48,"O","Underdog","Underdog","WAS","WAS"
2018-09-23,"4:04","Home","LA","NFC West","LAC","AFC West",-7.5,49,35,23,"No",12,58,"O","Favorite","Favorite","LA","LA"
2018-09-23,"4:25","Away","CHI","NFC North","ARI","NFC West",-5.5,39,16,14,"No",2,30,"U","Underdog","Favorite","ARI","CHI"
2018-09-23,"4:25","Home","SEA","NFC West","DAL","NFC East",-1,40,24,13,"No",11,37,"U","Favorite","Favorite","SEA","SEA"
2018-09-23,"8:20","Away","NE","AFC East","DET","NFC North",-7,55,10,26,"No",-16,36,"U","Underdog","Underdog","DET","DET"
2018-09-24,"8:15","Home","TB","NFC South","PIT","AFC North",-1,55,27,30,"No",-3,57,"O","Underdog","Underdog","PIT","PIT"
2018-09-27,"8:20","Home","LA","NFC West","MIN","NFC North",-7.5,48.5,38,31,"No",7,69,"O","Underdog","Favorite","MIN","LA"
2018-09-30,"1:00","Home","ATL","NFC South","CIN","AFC North",-3.5,52.5,36,37,"No",-1,73,"O","Underdog","Underdog","CIN","CIN"
2018-09-30,"1:00","Home","CHI","NFC North","TB","NFC South",-3,46,48,10,"No",38,58,"O","Favorite","Favorite","CHI","CHI"
2018-09-30,"1:00","Home","DAL","NFC East","DET","NFC North",-2.5,43.5,26,24,"No",2,50,"O","Underdog","Favorite","DET","DAL"
2018-09-30,"1:00","Home","GB","NFC North","BUF","AFC East",-8.5,43.5,22,0,"No",22,22,"U","Favorite","Favorite","GB","GB"
2018-09-30,"1:00","Away","HOU","AFC South","IND","AFC South",-1,48,37,34,"Yes",3,71,"O","Favorite","Favorite","HOU","HOU"
2018-09-30,"1:00","Home","JAC","AFC South","NYJ","AFC East",-7.5,40.5,31,12,"No",19,43,"O","Favorite","Favorite","JAC","JAC"
2018-09-30,"1:00","Home","NE","AFC East","MIA","AFC East",-6.5,50.5,38,7,"No",31,45,"U","Favorite","Favorite","NE","NE"
2018-09-30,"1:00","Away","PHI","NFC East","TEN","AFC South",-3,41.5,23,26,"Yes",-3,49,"O","Underdog","Underdog","TEN","TEN"
2018-09-30,"4:04","Away","SEA","NFC West","ARI","NFC West",-3.5,40,20,17,"No",3,37,"U","Underdog","Favorite","ARI","SEA"
2018-09-30,"4:04","Home","OAK","AFC West","CLE","AFC North",-2.5,44.5,45,42,"Yes",3,87,"O","Favorite","Favorite","OAK","OAK"
2018-09-30,"4:25","Home","LAC","AFC West","SF","NFC West",-10.5,46,29,27,"No",2,56,"O","Underdog","Favorite","SF","LAC"
2018-09-30,"4:25","Away","NO","NFC South","NYG","NFC East",-3.5,51.5,33,18,"No",15,51,"U","Favorite","Favorite","NO","NO"
2018-09-30,"8:20","Home","PIT","AFC North","BAL","AFC North",-3,51,14,26,"No",-12,40,"U","Underdog","Underdog","BAL","BAL"
2018-10-01,"8:15","Away","KC","AFC West","DEN","AFC West",-3.5,53.5,27,23,"No",4,50,"U","Favorite","Favorite","KC","KC"
2018-10-04,"8:20","Home","NE","AFC East","IND","AFC South",-10.5,49.5,38,24,"No",14,62,"O","Favorite","Favorite","NE","NE"
2018-10-07,"1:00","Away","TEN","AFC South","BUF","AFC East",-6,38.5,12,13,"No",-1,25,"U","Underdog","Underdog","BUF","BUF"
2018-10-07,"1:00","Home","CAR","NFC South","NYG","NFC East",-7,43.5,33,31,"No",2,64,"O","Underdog","Favorite","NYG","CAR"
2018-10-07,"1:00","Home","CIN","AFC North","MIA","AFC East",-6.5,47.5,27,17,"No",10,44,"U","Favorite","Favorite","CIN","CIN"
2018-10-07,"1:00","Away","BAL","AFC North","CLE","AFC North",-3,44.5,9,12,"Yes",-3,21,"U","Underdog","Underdog","CLE","CLE"
2018-10-07,"1:00","Home","DET","NFC North","GB","NFC North",-1,50,31,23,"No",8,54,"O","Favorite","Favorite","DET","DET"
2018-10-07,"1:00","Home","KC","AFC West","JAC","AFC South",-3,48,30,14,"No",16,44,"U","Favorite","Favorite","KC","KC"
2018-10-07,"1:00","Home","NYJ","AFC East","DEN","AFC West",-1,43,34,16,"No",18,50,"O","Favorite","Favorite","NYJ","NYJ"
2018-10-07,"1:00","Home","PIT","AFC North","ATL","NFC South",-3.5,57,41,17,"No",24,58,"O","Favorite","Favorite","PIT","PIT"
2018-10-07,"4:04","Home","LAC","AFC West","OAK","AFC West",-5,52,26,10,"No",16,36,"U","Favorite","Favorite","LAC","LAC"
2018-10-07,"4:25","Home","PHI","NFC East","MIN","NFC North",-3.5,48,21,23,"No",-2,44,"U","Underdog","Underdog","MIN","MIN"
2018-10-07,"4:25","Home","SF","NFC West","ARI","NFC West",-3,40.5,18,28,"No",-10,46,"O","Underdog","Underdog","ARI","ARI"
2018-10-07,"4:25","Away","LA","NFC West","SEA","NFC West",-7.5,50.5,33,31,"No",2,64,"O","Underdog","Favorite","SEA","LA"
2018-10-07,"8:20","Home","HOU","AFC South","DAL","NFC East",-3.5,45.5,19,16,"Yes",3,35,"U","Underdog","Favorite","DAL","HOU"
2018-10-08,"8:15","Home","NO","NFC South","WAS","NFC East",-5.5,51.5,43,19,"No",24,62,"O","Favorite","Favorite","NO","NO"
2018-10-11,"8:20","Away","PHI","NFC East","NYG","NFC East",-1.5,45,34,13,"No",21,47,"O","Favorite","Favorite","PHI","PHI"
2018-10-14,"1:00","Home","ATL","NFC South","TB","NFC South",-3,57,34,29,"No",5,63,"O","Favorite","Favorite","ATL","ATL"
2018-10-14,"1:00","Home","CIN","AFC North","PIT","AFC North",-1.5,49.5,21,28,"No",-7,49,"U","Underdog","Underdog","PIT","PIT"
2018-10-14,"1:00","Home","CLE","AFC North","LAC","AFC West",-1,47,14,38,"No",-24,52,"O","Underdog","Underdog","LAC","LAC"
2018-10-14,"1:00","Home","HOU","AFC South","BUF","AFC East",-10.5,40.5,20,13,"No",7,33,"U","Underdog","Favorite","BUF","HOU"
2018-10-14,"1:00","Away","CHI","NFC North","MIA","AFC East",-7.5,40.5,28,31,"Yes",-3,59,"O","Underdog","Underdog","MIA","MIA"
2018-10-14,"1:00","Home","MIN","NFC North","ARI","NFC West",-10,43.5,27,17,"No",10,44,"O","Push","Favorite","Push","MIN"
2018-10-14,"1:00","Home","NYJ","AFC East","IND","AFC South",-2.5,47.5,42,34,"No",8,76,"O","Favorite","Favorite","NYJ","NYJ"
2018-10-14,"1:00","Neutral","SEA","NFC West","OAK","AFC West",-3,48,27,3,"No",24,30,"U","Favorite","Favorite","SEA","SEA"
2018-10-14,"1:00","Away","CAR","NFC South","WAS","NFC East",-1,44.5,17,23,"No",-6,40,"U","Underdog","Underdog","WAS","WAS"
2018-10-14,"4:04","Away","LA","NFC West","DEN","AFC West",-7,50,23,20,"No",3,43,"U","Underdog","Favorite","DEN","LA"
2018-10-14,"4:25","Away","JAC","AFC South","DAL","NFC East",-3,39,7,40,"No",-33,47,"O","Underdog","Underdog","DAL","DAL"
2018-10-14,"4:25","Away","BAL","AFC North","TEN","AFC South",-2.5,43.5,21,0,"No",21,21,"U","Favorite","Favorite","BAL","BAL"
2018-10-14,"8:20","Home","NE","AFC East","KC","AFC West",-3.5,59.5,43,40,"No",3,83,"O","Underdog","Favorite","KC","NE"
2018-10-15,"8:15","Home","GB","NFC North","SF","NFC West",-9,46.5,33,30,"No",3,63,"O","Underdog","Favorite","SF","GB"
2018-10-18,"8:20","Away","DEN","AFC West","ARI","NFC West",-1,42.5,45,10,"No",35,55,"O","Favorite","Favorite","DEN","DEN"
2018-10-21,"9:29","Neutral","LAC","AFC West","TEN","AFC South",-6.5,46,20,19,"No",1,39,"U","Underdog","Favorite","TEN","LAC"
2018-10-21,"1:00","Away","NE","AFC East","CHI","NFC North",-1,48.5,38,31,"No",7,69,"O","Favorite","Favorite","NE","NE"
2018-10-21,"1:00","Home","IND","AFC South","BUF","AFC East",-7,43.5,37,5,"No",32,42,"U","Favorite","Favorite","IND","IND"
2018-10-21,"1:00","Home","JAC","AFC South","HOU","AFC South",-3.5,42.5,7,20,"No",-13,27,"U","Underdog","Underdog","HOU","HOU"
2018-10-21,"1:00","Away","DET","NFC North","MIA","AFC East",-3,47,32,21,"No",11,53,"O","Favorite","Favorite","DET","DET"
2018-10-21,"1:00","Away","MIN","NFC North","NYJ","AFC East",-3.5,45,37,17,"No",20,54,"O","Favorite","Favorite","MIN","MIN"
2018-10-21,"1:00","Home","PHI","NFC East","CAR","NFC South",-5,45,17,21,"No",-4,38,"U","Underdog","Underdog","CAR","CAR"
2018-10-21,"1:00","Home","TB","NFC South","CLE","AFC North",-3.5,52.5,26,23,"Yes",3,49,"U","Underdog","Favorite","CLE","TB"
2018-10-21,"4:04","Home","BAL","AFC North","NO","NFC South",-2.5,49,23,24,"No",-1,47,"U","Underdog","Underdog","NO","NO"
2018-10-21,"4:25","Away","LA","NFC West","SF","NFC West",-8,52,39,10,"No",29,49,"U","Favorite","Favorite","LA","LA"
2018-10-21,"4:25","Away","DAL","NFC East","WAS","NFC East",-1,40.5,17,20,"No",-3,37,"U","Underdog","Underdog","WAS","WAS"
2018-10-21,"8:20","Home","KC","AFC West","CIN","AFC North",-6.5,56,45,10,"No",35,55,"U","Favorite","Favorite","KC","KC"
2018-10-22,"8:15","Home","ATL","NFC South","NYG","NFC East",-4.5,52,23,20,"No",3,43,"U","Underdog","Favorite","NYG","ATL"
2018-10-25,"8:20","Home","HOU","AFC South","MIA","AFC East",-7.5,45,42,23,"No",19,65,"O","Favorite","Favorite","HOU","HOU"
2018-10-28,"1:00","Away","BAL","AFC North","CAR","NFC South",-2.5,44,21,36,"No",-15,57,"O","Underdog","Underdog","CAR","CAR"
2018-10-28,"1:00","Home","CHI","NFC North","NYJ","AFC East",-8.5,42.5,24,10,"No",14,34,"U","Favorite","Favorite","CHI","CHI"
2018-10-28,"1:00","Home","CIN","AFC North","TB","NFC South",-3.5,55,37,34,"No",3,71,"O","Underdog","Favorite","TB","CIN"
2018-10-28,"1:00","Home","DET","NFC North","SEA","NFC West",-3,48,14,28,"No",-14,42,"U","Underdog","Underdog","SEA","SEA"
2018-10-28,"1:00","Home","KC","AFC West","DEN","AFC West",-8.5,53,30,23,"No",7,53,"P","Underdog","Favorite","DEN","KC"
2018-10-28,"1:00","Away","WAS","NFC East","NYG","NFC East",-1,44,20,13,"No",7,33,"U","Favorite","Favorite","WAS","WAS"
2018-10-28,"1:00","Home","PIT","AFC North","CLE","AFC North",-8.5,47.5,33,18,"No",15,51,"O","Favorite","Favorite","PIT","PIT"
2018-10-28,"4:04","Away","IND","AFC South","OAK","AFC West",-3.5,51,42,28,"No",14,70,"O","Favorite","Favorite","IND","IND"
2018-10-28,"4:25","Away","SF","NFC West","ARI","NFC West",-2.5,40,15,18,"No",-3,33,"U","Underdog","Underdog","ARI","ARI"
2018-10-28,"4:25","Home","LA","NFC West","GB","NFC North",-7.5,57,29,27,"No",2,56,"U","Underdog","Favorite","GB","LA"
2018-10-28,"8:20","Away","NO","NFC South","MIN","NFC North",-2.5,53.5,30,20,"No",10,50,"U","Favorite","Favorite","NO","NO"
2018-10-28,"9:29","Away","PHI","NFC East","JAC","AFC South",-3.5,44,24,18,"No",6,42,"U","Favorite","Favorite","PHI","PHI"
2018-10-29,"8:15","Away","NE","AFC East","BUF","AFC East",-13.5,44.5,25,6,"No",19,31,"U","Favorite","Favorite","NE","NE"
2018-11-01,"8:20","Away","OAK","AFC West","SF","NFC West",-1.5,44,3,34,"No",-31,37,"U","Underdog","Underdog","SF","SF"
2018-11-04,"1:00","Home","BAL","AFC North","PIT","AFC North",-1.5,46.5,16,23,"No",-7,39,"U","Underdog","Underdog","PIT","PIT"
2018-11-04,"1:00","Away","CHI","NFC North","BUF","AFC East",-10.5,38,41,9,"No",32,50,"O","Favorite","Favorite","CHI","CHI"
2018-11-04,"1:00","Home","CAR","NFC South","TB","NFC South",-6,55.5,42,28,"No",14,70,"O","Favorite","Favorite","CAR","CAR"
2018-11-04,"1:00","Away","KC","AFC West","CLE","AFC North",-7.5,51.5,37,21,"No",16,58,"O","Favorite","Favorite","KC","KC"
2018-11-04,"1:00","Home","MIA","AFC East","NYJ","AFC East",-3,43,13,6,"No",7,19,"U","Favorite","Favorite","MIA","MIA"
2018-11-04,"1:00","Home","MIN","NFC North","DET","NFC North",-4.5,47.5,24,9,"No",15,33,"U","Favorite","Favorite","MIN","MIN"
2018-11-04,"1:00","Home","WAS","NFC East","ATL","NFC South",-1.5,46.5,14,38,"No",-24,52,"O","Underdog","Underdog","ATL","ATL"
2018-11-04,"4:04","Home","DEN","AFC West","HOU","AFC South",-1,46.5,17,19,"No",-2,36,"U","Underdog","Underdog","HOU","HOU"
2018-11-04,"4:04","Home","SEA","NFC West","LAC","AFC West",-1,48,17,25,"No",-8,42,"U","Underdog","Underdog","LAC","LAC"
2018-11-04,"4:25","Away","LA","NFC West","NO","NFC South",-1.5,57,35,45,"No",-10,80,"O","Underdog","Underdog","NO","NO"
2018-11-04,"8:20","Home","NE","AFC East","GB","NFC North",-5,56,31,17,"No",14,48,"U","Favorite","Favorite","NE","NE"
2018-11-05,"8:15","Home","DAL","NFC East","TEN","AFC South",-4.5,40.5,14,28,"No",-14,42,"O","Underdog","Underdog","TEN","TEN"
2018-11-08,"8:20","Home","PIT","AFC North","CAR","NFC South",-3.5,51,52,21,"No",31,73,"O","Favorite","Favorite","PIT","PIT"
2018-11-11,"1:00","Home","CHI","NFC North","DET","NFC North",-7.5,44.5,34,22,"No",12,56,"O","Favorite","Favorite","CHI","CHI"
2018-11-11,"1:00","Away","NO","NFC South","CIN","AFC North",-6,53.5,51,14,"No",37,65,"O","Favorite","Favorite","NO","NO"
2018-11-11,"1:00","Away","ATL","NFC South","CLE","AFC North",-5.5,49.5,16,28,"No",-12,44,"U","Underdog","Underdog","CLE","CLE"
2018-11-11,"1:00","Home","IND","AFC South","JAC","AFC South",-3,48,29,26,"No",3,55,"O","Push","Favorite","Push","IND"
2018-11-11,"1:00","Home","KC","AFC West","ARI","NFC West",-16.5,49.5,26,14,"No",12,40,"U","Underdog","Favorite","ARI","KC"
2018-11-11,"1:00","Home","NYJ","AFC East","BUF","AFC East",-7,38,10,41,"No",-31,51,"O","Underdog","Underdog","BUF","BUF"
2018-11-11,"1:00","Home","TB","NFC South","WAS","NFC East",-3.5,51,3,16,"No",-13,19,"U","Underdog","Underdog","WAS","WAS"
2018-11-11,"1:00","Away","NE","AFC East","TEN","AFC South",-6.5,47,10,34,"No",-24,44,"U","Underdog","Underdog","TEN","TEN"
2018-11-11,"4:04","Away","LAC","AFC West","OAK","AFC West",-10.5,50,20,6,"No",14,26,"U","Favorite","Favorite","LAC","LAC"
2018-11-11,"4:25","Home","GB","NFC North","MIA","AFC East",-11,48.5,31,12,"No",19,43,"U","Favorite","Favorite","GB","GB"
2018-11-11,"4:25","Home","LA","NFC West","SEA","NFC West",-10,51,36,31,"No",5,67,"O","Underdog","Favorite","SEA","LA"
2018-11-11,"8:20","Home","PHI","NFC East","DAL","NFC East",-7.5,45.5,20,27,"No",-7,47,"O","Underdog","Underdog","DAL","DAL"
2018-11-12,"8:15","Home","SF","NFC West","NYG","NFC East",-3,45,23,27,"No",-4,50,"O","Underdog","Underdog","NYG","NYG"
2018-11-15,"8:20","Home","SEA","NFC West","GB","NFC North",-3,49,27,24,"No",3,51,"O","Push","Favorite","Push","SEA"
2018-11-18,"1:00","Home","ATL","NFC South","DAL","NFC East",-3.5,50,19,22,"No",-3,41,"U","Underdog","Underdog","DAL","DAL"
2018-11-18,"1:00","Home","BAL","AFC North","CIN","AFC North",-6.5,44,24,21,"No",3,45,"O","Underdog","Favorite","CIN","BAL"
2018-11-18,"1:00","Away","CAR","NFC South","DET","NFC North",-4,48,19,20,"No",-1,39,"U","Underdog","Underdog","DET","DET"
2018-11-18,"1:00","Home","IND","AFC South","TEN","AFC South",-1,50,38,10,"No",28,48,"U","Favorite","Favorite","IND","IND"
2018-11-18,"1:00","Away","PIT","AFC North","JAC","AFC South",-4,47,20,16,"No",4,36,"U","Push","Favorite","Push","PIT"
2018-11-18,"1:00","Home","NYG","NFC East","TB","NFC South",-3,53.5,38,35,"No",3,73,"O","Push","Favorite","Push","NYG"
2018-11-18,"1:00","Away","HOU","AFC South","WAS","NFC East",-3,40.5,23,21,"No",2,44,"O","Underdog","Favorite","WAS","HOU"
2018-11-18,"4:04","Home","ARI","NFC West","OAK","AFC West",-4.5,41,21,23,"No",-2,44,"O","Underdog","Underdog","OAK","OAK"
2018-11-18,"4:04","Home","LAC","AFC West","DEN","AFC West",-7.5,46.5,22,23,"No",-1,45,"U","Underdog","Underdog","DEN","DEN"
2018-11-18,"4:25","Home","NO","NFC South","PHI","NFC East",-7,56.5,48,7,"No",41,55,"U","Favorite","Favorite","NO","NO"
2018-11-18,"8:20","Home","CHI","NFC North","MIN","NFC North",-2.5,44,25,20,"No",5,45,"O","Favorite","Favorite","CHI","CHI"
2018-11-19,"8:15","Home","LA","NFC West","KC","AFC West",-3,63.5,54,51,"No",3,105,"O","Push","Favorite","Push","LA"
2018-11-22,"12:30","Away","CHI","NFC North","DET","NFC North",-3,43,23,16,"No",7,39,"U","Favorite","Favorite","CHI","CHI"
2018-11-22,"4:30","Home","DAL","NFC East","WAS","NFC East",-7,40,31,23,"No",8,54,"O","Favorite","Favorite","DAL","DAL"
2018-11-22,"8:20","Home","NO","NFC South","ATL","NFC South",-11.5,61.5,31,17,"No",14,48,"U","Favorite","Favorite","NO","NO"
2018-11-25,"1:00","Home","BAL","AFC North","OAK","AFC West",-13,42,34,17,"No",17,51,"O","Favorite","Favorite","BAL","BAL"
2018-11-25,"1:00","Away","JAC","AFC South","BUF","AFC East",-3,36.5,21,24,"No",-3,45,"O","Underdog","Underdog","BUF","BUF"
2018-11-25,"1:00","Home","CAR","NFC South","SEA","NFC West",-3,46.5,27,30,"No",-3,57,"O","Underdog","Underdog","SEA","SEA"
2018-11-25,"1:00","Away","CLE","AFC North","CIN","AFC North",-1,46.5,35,20,"No",15,55,"O","Favorite","Favorite","CLE","CLE"
2018-11-25,"1:00","Away","NE","AFC East","NYJ","AFC East",-13,46.5,27,13,"No",14,40,"U","Favorite","Favorite","NE","NE"
2018-11-25,"1:00","Home","PHI","NFC East","NYG","NFC East",-4.5,49,25,22,"No",3,47,"U","Underdog","Favorite","NYG","PHI"
2018-11-25,"1:00","Home","TB","NFC South","SF","NFC West",-1.5,54.5,27,9,"No",18,36,"U","Favorite","Favorite","TB","TB"
2018-11-25,"4:04","Home","LAC","AFC West","ARI","NFC West",-14,43,45,10,"No",35,55,"O","Favorite","Favorite","LAC","LAC"
2018-11-25,"4:25","Away","PIT","AFC North","DEN","AFC West",-3,47.5,17,24,"No",-7,41,"U","Underdog","Underdog","DEN","DEN"
2018-11-25,"4:25","Home","IND","AFC South","MIA","AFC East",-9,52.5,27,24,"No",3,51,"U","Underdog","Favorite","MIA","IND"
2018-11-25,"8:20","Home","MIN","NFC North","GB","NFC North",-3.5,48,24,17,"No",7,41,"U","Favorite","Favorite","MIN","MIN"
2018-11-26,"8:15","Home","HOU","AFC South","TEN","AFC South",-3.5,42.5,34,17,"No",17,51,"O","Favorite","Favorite","HOU","HOU"
2018-11-29,"8:20","Away","NO","NFC South","DAL","NFC East",-7.5,51.5,10,13,"No",-3,23,"U","Underdog","Underdog","DAL","DAL"
2018-12-02,"1:00","Home","ATL","NFC South","BAL","AFC North",-2.5,46.5,16,26,"No",-10,42,"U","Underdog","Underdog","BAL","BAL"
2018-12-02,"1:00","Away","DEN","AFC West","CIN","AFC North",-4,45,24,10,"No",14,34,"U","Favorite","Favorite","DEN","DEN"
2018-12-02,"1:00","Away","LA","NFC West","DET","NFC North",-10.5,54,30,16,"No",14,46,"U","Favorite","Favorite","LA","LA"
2018-12-02,"1:00","Home","GB","NFC North","ARI","NFC West",-13.5,41,17,20,"No",-3,37,"U","Underdog","Underdog","ARI","ARI"
2018-12-02,"1:00","Home","HOU","AFC South","CLE","AFC North",-5,47.5,29,13,"No",16,42,"U","Favorite","Favorite","HOU","HOU"
2018-12-02,"1:00","Away","IND","AFC South","JAC","AFC South",-4,45.5,0,6,"No",-6,6,"U","Underdog","Underdog","JAC","JAC"
2018-12-02,"1:00","Home","MIA","AFC East","BUF","AFC East",-3.5,40,21,17,"No",4,38,"U","Favorite","Favorite","MIA","MIA"
2018-12-02,"1:00","Away","CHI","NFC North","NYG","NFC East",-4,44,27,30,"Yes",-3,57,"O","Underdog","Underdog","NYG","NYG"
2018-12-02,"1:00","Away","CAR","NFC South","TB","NFC South",-3.5,52,17,24,"No",-7,41,"U","Underdog","Underdog","TB","TB"
2018-12-02,"4:04","Away","KC","AFC West","OAK","AFC West",-14,53.5,40,33,"No",7,73,"O","Underdog","Favorite","OAK","KC"
2018-12-02,"4:04","Home","TEN","AFC South","NYJ","AFC East",-10.5,40.5,26,22,"No",4,48,"O","Underdog","Favorite","NYJ","TEN"
2018-12-02,"4:25","Home","NE","AFC East","MIN","NFC North",-6,49.5,24,10,"No",14,34,"U","Favorite","Favorite","NE","NE"
2018-12-02,"4:25","Home","SEA","NFC West","SF","NFC West",-10,45.5,43,16,"No",27,59,"O","Favorite","Favorite","SEA","SEA"
