"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/15","@CIN
      L",29,54,53.7,282,5.2,10.7,1,1,3,28,69.2,15,0,0,14,103,7.4,0,4,26,66,34,32,2,19,0,0,0,0,0,2,0,13,4,4,"100.0",47,1,1,"100.0",4,73,"18.3",0,35,1,0,"0.0",0,0,2,99,49.5,23,4,15,8,18,44.4,1,2,50,7,46,385,103,7.4,0,282,5.2,10.7,1,73,0,46,-2,1,0,0,1
"1/9","LAC
      W",21,37,56.8,172,4.6,9,2,0,3,18,88.8,10,0,0,34,174,5.1,1,9,32,63,45,18,3,28,1,0,1,1,0,16,0,17,5,5,"100.0",52,2,2,"100.0",2,40,"20.0",0,22,3,32,"10.7",0,13,4,181,45.3,24,9,10,8,17,47.1,1,1,100,4,38,346,174,5.1,1,172,4.6,9,2,40,32,38,2,0,1,1,0
"1/2","@IND
      W",24,32,75,241,7.5,10.6,1,2,2,14,82.2,13,0,0,27,85,3.1,1,5,20,54,39,15,1,8,0,0,1,0,0,3,0,11,3,3,"100.0",47,2,2,"100.0",2,43,"21.5",0,34,3,64,"21.3",0,41,2,104,52,18,5,13,6,14,42.9,2,2,100,6,41,326,85,3.1,1,241,7.5,10.6,1,43,64,41,-2,2,0,0,0
"12/26","DEN
      W",20,25,80,182,7.3,10.1,1,1,2,19,96.8,11,0,0,40,160,4,1,10,13,36,29,7,2,13,0,0,0,0,0,0,0,5,1,1,"100.0",41,2,2,"100.0",1,23,"23.0",0,23,1,6,"6.0",0,6,2,85,42.5,22,10,11,6,12,50,1,1,100,3,37,342,160,4,1,182,7.3,10.1,1,23,6,37,-3,1,0,0,2
"12/20","@CLE
      W",25,38,65.8,230,6.1,9.4,1,1,2,6,80.6,14,0,0,25,98,3.9,0,5,14,55,36,19,0,0,0,0,0,0,0,5,0,10,3,3,"100.0",48,1,1,"100.0",2,37,"18.5",0,23,4,31,"7.8",0,29,4,177,44.3,20,5,14,6,13,46.2,1,1,100,7,64,328,98,3.9,0,230,6.1,9.4,1,37,31,64,-2,1,0,0,1
"12/12","@KC
      L",33,45,73.3,246,5.5,8,1,1,4,17,85.7,13,0,0,12,44,3.7,0,2,48,64,33,31,3,18,0,0,0,0,0,1,0,3,1,1,"100.0",26,0,1,"0.0",4,73,"18.3",0,29,1,6,"6.0",0,6,3,150,50,19,2,13,4,11,36.4,1,1,100,9,85,290,44,3.7,0,246,5.5,8,1,73,6,85,-5,1,0,0,4
"12/5","WAS
      L",28,38,73.7,234,6.2,8.9,0,0,2,15,90.8,14,0,0,16,76,4.8,1,5,17,68,40,28,1,10,1,0,0,0,0,5,0,9,3,3,"100.0",52,0,0,"-",2,43,"21.5",0,24,1,6,"6.0",0,6,4,202,50.5,22,5,14,2,8,25,0,0,0,6,54,310,76,4.8,1,234,6.2,8.9,0,43,6,54,1,0,0,1,0
"11/25","@DAL
      W",24,39,61.5,366,9.4,15.5,1,0,3,7,101.8,14,0,0,35,143,4.1,2,7,33,64,38,26,1,2,0,0,0,0,0,2,0,18,5,5,"100.0",56,3,3,"100.0",0,0,"-",0,0,3,34,"11.3",0,21,5,243,48.6,28,7,14,3,13,23.1,0,0,0,14,110,509,143,4.1,2,366,9.4,15.5,1,0,34,110,0,0,0,0,0
"11/21","CIN
      L",19,27,70.4,206,7.6,11.3,1,1,2,9,90.8,8,0,0,18,72,4,0,5,32,74,46,28,3,19,0,0,2,1,0,6,0,7,2,2,"100.0",47,1,1,"100.0",3,51,"17.0",0,24,2,23,"11.5",0,12,4,186,46.5,13,5,8,1,7,14.3,0,0,0,7,77,278,72,4,0,206,7.6,11.3,1,51,23,77,-1,1,1,0,1
"11/14","KC
      L",25,35,71.4,249,7.1,10.4,2,1,2,12,99.8,11,0,0,14,50,3.6,0,3,41,75,46,29,0,0,0,0,2,1,0,2,0,2,0,0,"-",0,2,2,"100.0",4,79,"19.8",0,23,0,0,"-",0,0,5,250,50,15,3,11,1,9,11.1,1,2,50,9,68,299,50,3.6,0,249,7.1,10.4,2,79,0,68,-1,1,1,0,1
