"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/9","TEN
      L",23,33,69.7,289,8.8,13.1,3,0,2,12,128.5,11,0,0,21,64,3,0,7,28,66,43,23,1,6,0,0,0,0,0,4,0,5,1,1,"100.0",31,2,2,"100.0",3,62,20.7,0,24,3,24,"8.0",0,13,5,213,42.6,18,7,11,4,11,36.4,1,1,100,4,65,353,64,3,0,289,8.8,13.1,3,62,24,65,0,0,0,0,0
"1/2","@SF
      L",21,32,65.6,136,4.3,7.8,1,1,3,27,75.4,6,0,0,27,86,3.2,0,5,23,67,44,23,1,8,1,0,0,0,0,5,0,1,0,1,"0.0",0,1,1,"100.0",5,98,19.6,0,26,2,23,"11.5",0,15,7,328,46.9,15,5,6,5,15,33.3,0,1,0,5,67,222,86,3.2,0,136,4.3,7.8,1,98,23,67,0,1,0,1,0
"12/26","LAC
      W",21,27,77.8,248,9.2,12.1,2,0,1,6,130.6,14,0,0,36,189,5.3,2,9,29,59,36,23,1,8,2,1,1,1,0,4,0,11,2,3,"66.7",51,5,5,"100.0",1,0,0,0,0,0,0,"-",0,0,1,53,53,26,9,14,9,13,69.2,0,0,0,10,70,437,189,5.3,2,248,9.2,12.1,2,0,0,70,3,0,1,2,0
"12/19","@JAX
      W",19,30,63.3,206,6.9,11,2,1,1,3,92.2,8,0,0,26,75,2.9,0,4,16,67,39,28,3,21,0,0,0,0,0,3,0,12,3,3,"100.0",52,3,3,"100.0",2,121,60.5,1,98,3,31,"10.3",0,16,4,193,48.3,13,4,8,10,18,55.6,0,0,0,9,65,281,75,2.9,0,206,6.9,11,2,121,31,65,-1,1,0,0,0
"12/12","SEA
      L",33,49,67.3,317,6.5,10,1,0,2,14,93.2,16,0,0,25,63,2.5,0,6,33,55,34,21,0,0,0,0,0,0,0,3,0,7,2,2,"100.0",61,1,1,"100.0",4,93,23.3,0,24,1,2,"2.0",0,2,5,229,45.8,25,6,16,3,13,23.1,0,2,0,6,52,380,63,2.5,0,317,6.5,10,1,93,2,52,0,0,0,0,0
"12/5","IND
      L",11,27,40.7,57,2.1,8.5,0,1,4,37,35.1,6,0,0,19,84,4.4,0,3,31,76,52,24,1,7,0,0,1,1,0,1,0,0,0,0,"-",0,0,0,"-",2,48,24,0,26,1,4,"4.0",0,4,6,302,50.3,9,3,6,3,12,25,0,3,0,4,25,141,84,4.4,0,57,2.1,8.5,0,48,4,25,-1,1,1,0,1
"11/28","NYJ
      L",17,26,65.4,106,4.1,9.3,2,1,5,52,91.5,7,0,0,24,96,4,0,4,21,59,43,16,4,36,1,0,1,0,0,3,0,2,0,1,"0.0",0,2,2,"100.0",2,50,25,0,28,1,7,"7.0",0,7,5,236,47.2,13,4,7,6,14,42.9,1,2,50,4,32,202,96,4,0,106,4.1,9.3,2,50,7,32,0,1,0,1,0
"11/21","@TEN
      W",14,24,58.3,107,4.5,7.6,0,0,0,0,69.3,5,0,0,38,83,2.2,2,8,13,78,46,32,2,6,4,0,2,1,0,7,0,10,3,3,"100.0",43,1,2,"50.0",1,17,17,0,17,1,10,"10.0",0,10,7,307,43.9,15,8,5,6,17,35.3,1,1,100,7,50,190,83,2.2,2,107,4.5,7.6,0,17,10,50,5,0,1,4,0
"11/7","@MIA
      L",24,44,54.5,199,4.5,10,0,3,5,41,41.9,11,0,0,18,73,4.1,0,3,17,72,41,31,4,29,2,0,3,3,0,5,0,9,3,3,"100.0",40,0,0,"-",1,18,18,0,18,1,2,"2.0",0,2,5,235,47,14,3,11,6,17,35.3,1,1,100,8,60,272,73,4.1,0,199,4.5,10,0,18,2,60,1,3,3,2,1
"10/31","LAR
      L",29,39,74.4,279,7.2,10.7,2,1,5,31,103.6,13,0,0,14,44,3.1,1,4,38,67,36,31,1,8,0,0,0,0,0,4,0,2,0,1,"0.0",0,2,2,"100.0",1,44,44,0,44,1,1,"1.0",0,1,7,364,52,18,4,13,4,12,33.3,0,0,0,6,38,323,44,3.1,1,279,7.2,10.7,2,44,1,38,-1,1,0,0,0
