"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/9","@MIN
      L",33,48,68.8,266,5.5,9.8,1,2,7,59,77.2,17,0,0,25,90,3.6,0,5,31,48,26,22,3,23,0,0,1,0,0,2,0,9,3,3,"100.0",46,0,0,"-",1,36,"36.0",0,36,4,47,"11.8",0,17,1,43,43,24,5,17,5,15,33.3,1,6,16.7,2,10,356,90,3.6,0,266,5.5,9.8,1,36,47,10,-2,2,0,0,0
"1/2","NYG
      W",18,36,50,162,4.5,9.6,1,2,2,11,49.9,10,0,0,27,87,3.2,2,6,3,60,43,17,4,30,2,0,3,2,0,5,1,9,2,2,"100.0",44,3,3,"100.0",2,22,"11.0",0,16,1,1,"1.0",0,1,5,227,45.4,17,6,10,6,16,37.5,2,3,66.7,5,35,249,87,3.2,2,162,4.5,9.6,1,22,1,35,2,2,2,2,0
"12/26","@SEA
      W",24,35,68.6,229,6.5,10.4,1,0,4,21,98.5,14,0,0,30,88,2.9,2,9,24,50,31,19,2,20,0,0,0,0,0,6,0,5,1,1,"100.0",35,2,2,"100.0",5,94,"18.8",0,30,2,28,"14.0",0,28,3,135,45,26,9,14,7,14,50,1,3,33.3,8,73,317,88,2.9,2,229,6.5,10.4,1,94,28,73,0,0,0,0,0
"12/20","MIN
      L",26,39,66.7,255,6.5,11,1,0,3,30,96.6,13,0,0,28,115,4.1,0,8,17,66,32,34,4,26,1,0,1,0,0,5,0,3,1,2,"50.0",34,0,0,"-",2,61,"30.5",0,34,3,5,"1.7",0,6,3,161,53.7,24,8,13,2,12,16.7,2,5,40,9,91,370,115,4.1,0,255,6.5,11,1,61,5,91,-2,0,0,1,3
"12/12","@GB
      L",18,33,54.5,210,6.4,12.4,2,2,2,14,70.8,7,0,0,23,137,6,0,7,45,68,43,25,3,21,0,0,0,0,0,2,0,12,3,3,"100.0",44,3,3,"100.0",5,128,"25.6",0,42,3,131,"43.7",1,97,4,185,46.3,16,7,7,5,13,38.5,0,1,0,7,41,347,137,6,0,210,6.4,12.4,2,128,131,41,-3,2,0,0,1
"12/5","ARI
      L",26,41,63.4,217,5.3,8.8,2,4,3,12,54.9,14,0,0,27,112,4.1,1,8,33,58,35,23,1,3,0,0,0,0,0,1,0,2,0,0,"-",0,2,2,"100.0",2,49,"24.5",0,27,1,8,"8.0",0,8,2,91,45.5,26,8,14,6,15,40,4,4,100,6,45,329,112,4.1,1,217,5.3,8.8,2,49,8,45,-4,4,0,0,0
"11/25","@DET
      W",24,39,61.5,310,7.9,13.2,1,1,1,7,85.1,18,0,0,29,68,2.3,0,3,14,48,32,16,1,8,0,0,2,1,0,1,0,10,3,4,"75.0",43,1,1,"100.0",3,59,"19.7",0,25,4,39,"9.8",0,22,4,183,45.8,21,3,18,5,13,38.5,0,0,0,5,50,378,68,2.3,0,310,7.9,13.2,1,59,39,50,0,1,1,0,0
"11/21","BAL
      L",15,34,44.1,261,7.7,18.7,2,0,3,19,92.8,10,0,0,20,92,4.6,0,3,16,76,59,17,6,43,1,0,1,0,0,3,0,1,0,1,"0.0",0,1,1,"100.0",2,17,"8.5",0,17,1,4,"4.0",0,4,5,205,41,14,3,10,2,11,18.2,2,3,66.7,6,58,353,92,4.6,0,261,7.7,18.7,2,17,4,58,0,0,0,1,1
"11/8","@PIT
      L",17,29,58.6,278,9.6,17.1,1,1,3,13,89.9,11,0,0,26,136,5.2,1,7,29,71,47,24,4,30,0,0,1,1,1,2,0,9,2,3,"66.7",30,3,3,"100.0",6,135,"22.5",0,32,0,0,"-",0,0,5,234,46.8,20,7,11,4,12,33.3,0,0,0,12,115,414,136,5.2,1,278,9.6,17.1,1,135,0,115,-1,1,1,0,1
"10/31","SF
      L",19,27,70.4,148,5.5,9.2,1,1,4,27,84.6,10,0,0,36,176,4.9,1,9,33,49,32,17,0,0,0,0,0,0,0,4,0,10,3,3,"100.0",40,1,2,"50.0",6,156,"26.0",0,34,0,0,"-",0,0,2,85,42.5,22,9,10,8,15,53.3,1,1,100,4,30,324,176,4.9,1,148,5.5,9.2,1,156,0,30,-1,1,0,0,0
"10/24","@TB
      L",22,32,68.8,168,5.3,8.4,0,3,4,16,44.3,11,0,0,29,143,4.9,0,6,38,65,43,22,0,0,0,0,2,1,0,6,0,3,1,1,"100.0",28,0,0,"-",0,0,"-",0,0,2,13,"6.5",0,13,4,160,40,17,6,11,2,11,18.2,0,1,0,4,32,311,143,4.9,0,168,5.3,8.4,0,0,13,32,-4,3,1,0,2
