"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/9","@BUF
      L",7,20,35,5,0.3,12.4,1,0,9,82,66,3,0,0,17,48,2.8,0,1,27,69,45,24,0,0,0,0,1,0,0,4,0,4,1,1,"100.0",49,1,1,"100.0",1,7,"7.0",0,7,2,5,"2.5",0,3,11,497,45.2,4,1,3,1,14,7.1,1,1,100,4,27,53,48,2.8,0,5,0.3,12.4,1,7,5,27,0,0,0,0,0
"1/2","TB
      L",19,33,57.6,224,6.8,12.3,1,0,1,10,89.7,14,0,0,26,150,5.8,2,8,28,66,40,26,1,5,1,0,0,0,0,3,0,6,1,1,"100.0",51,3,3,"100.0",5,119,"23.8",0,28,0,0,"-",0,0,4,154,38.5,22,8,14,6,11,54.5,0,1,0,2,14,374,150,5.8,2,224,6.8,12.3,1,119,0,14,0,0,0,1,1
"12/26","JAX
      W",14,22,63.6,100,4.5,7.3,1,0,1,2,89.6,7,0,0,36,273,7.6,1,11,21,66,46,20,1,28,0,0,2,1,0,4,0,8,2,2,"100.0",42,2,3,"66.7",6,228,"38.0",1,102,1,12,"12.0",0,12,1,55,55,18,11,7,4,12,33.3,3,5,60,7,81,373,273,7.6,1,100,4.5,7.3,1,228,12,81,1,0,1,0,0
"12/19","@MIA
      L",13,24,54.2,126,5.3,13.1,0,0,6,44,76.7,8,0,0,24,102,4.3,2,6,31,67,39,28,1,0,2,1,0,1,0,8,0,6,1,1,"100.0",27,3,3,"100.0",0,0,"-",0,0,2,23,"11.5",0,12,6,279,46.5,16,6,8,3,11,27.3,0,1,0,3,32,228,102,4.3,2,126,5.3,13.1,0,0,23,32,2,0,1,2,1
"12/12","NO
      L",19,42,45.2,178,4.2,10.6,0,0,3,24,59.8,9,0,0,17,78,4.6,0,2,30,80,49,31,3,34,0,0,0,0,0,1,0,9,3,3,"100.0",46,0,0,"-",5,139,"27.8",0,42,3,44,"14.7",0,28,6,313,52.2,13,2,9,3,14,21.4,1,3,33.3,5,45,256,78,4.6,0,178,4.2,10.6,0,139,44,45,0,0,0,0,0
"12/5","PHI
      L",23,38,60.5,211,5.6,9.8,2,1,2,15,83.9,15,0,0,17,70,4.1,1,4,33,72,49,23,2,9,0,0,0,0,0,2,0,0,0,0,"-",0,0,2,"0.0",3,139,"46.3",0,79,0,0,"-",0,0,2,78,39,21,4,15,3,9,33.3,2,3,66.7,6,66,281,70,4.1,1,211,5.6,9.8,2,139,0,66,-1,1,0,0,0
"11/28","@HOU
      W",14,24,58.3,109,4.5,10.4,0,1,4,36,58.5,6,0,0,34,157,4.6,2,10,14,62,38,24,5,52,1,0,0,0,0,4,0,7,2,3,"66.7",37,1,1,"100.0",1,29,"29.0",0,29,1,17,"17.0",0,17,4,156,39,18,10,6,2,13,15.4,2,2,100,5,40,266,157,4.6,2,109,4.5,10.4,0,29,17,40,0,1,0,1,0
"11/21","MIA
      L",24,39,61.5,278,7.1,12.1,2,0,2,13,101.5,12,0,0,18,102,5.7,0,5,24,78,45,33,0,0,1,0,1,0,0,2,0,5,1,3,"33.3",35,2,2,"100.0",4,88,"22.0",0,31,2,28,"14.0",0,19,4,152,38,18,5,12,7,14,50,1,1,100,7,48,380,102,5.7,0,278,7.1,12.1,2,88,28,48,0,0,0,1,1
"11/14","BUF
      L",27,47,57.4,296,6.3,11,1,4,1,2,48,14,0,0,22,70,3.2,1,4,45,59,35,24,2,16,1,0,1,1,0,3,0,5,1,1,"100.0",48,2,2,"100.0",4,86,"21.5",0,33,1,8,"8.0",0,8,3,135,45,22,4,14,3,13,23.1,1,2,50,9,69,366,70,3.2,1,296,6.3,11,1,86,8,69,-3,4,1,1,1
"11/4","@IND
      L",34,52,65.4,398,7.7,12.1,4,1,2,14,107.2,25,0,0,21,88,4.2,0,3,45,63,38,25,1,0,0,0,2,0,0,1,0,6,1,1,"100.0",33,3,3,"100.0",2,47,"23.5",0,25,0,0,"-",0,0,3,156,52,30,3,25,8,14,57.1,1,1,100,7,43,486,88,4.2,0,398,7.7,12.1,4,47,0,43,-2,1,0,0,1
