"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/9","GB
      W",22,32,68.8,305,9.5,14.2,3,0,1,8,131.4,12,0,0,26,99,3.8,1,7,30,63,43,20,4,16,2,0,2,1,0,5,0,13,3,3,"100.0",36,4,4,"100.0",1,25,"25.0",0,25,0,0,"-",0,0,2,97,48.5,19,7,12,4,11,36.4,2,3,66.7,2,15,404,99,3.8,1,305,9.5,14.2,3,25,0,15,3,0,1,2,0
"1/2","@SEA
      L",22,37,59.5,262,7.1,11.9,2,3,0,0,65.4,12,0,0,22,95,4.3,2,5,51,74,42,32,1,4,0,0,1,0,0,1,0,3,0,1,"0.0",0,3,3,"100.0",2,74,"37.0",0,47,0,0,"-",0,0,3,132,44,20,5,12,5,10,50,1,2,50,4,30,357,95,4.3,2,262,7.1,11.9,2,74,0,30,-3,3,0,0,0
"12/26","@ATL
      L",25,35,71.4,208,5.9,8.3,1,1,0,0,84,12,0,0,33,130,3.9,0,6,20,48,27,21,3,8,0,0,1,1,0,3,0,10,3,3,"100.0",37,1,1,"100.0",1,25,"25.0",0,25,1,19,"19.0",0,19,2,109,54.5,19,6,12,7,16,43.8,3,4,75,6,30,338,130,3.9,0,208,5.9,8.3,1,25,19,30,0,1,1,0,0
"12/19","ARI
      W",21,26,80.8,212,8.2,10.3,3,0,2,4,139.7,13,0,0,34,126,3.7,0,5,12,60,42,18,2,20,1,0,0,0,0,8,0,12,3,3,"100.0",47,3,3,"100.0",1,17,"17.0",0,17,2,24,"12.0",0,14,3,133,44.3,22,5,13,6,13,46.2,1,1,100,6,49,338,126,3.7,0,212,8.2,10.3,3,17,24,49,0,0,0,1,1
"12/12","@DEN
      L",24,39,61.5,198,5.1,9,1,1,2,17,74.2,9,0,0,21,118,5.6,0,7,38,78,36,42,1,5,0,0,0,0,0,1,0,4,1,1,"100.0",36,1,1,"100.0",0,0,"-",0,0,1,-4,"-4.0",0,-4,2,106,53,17,7,9,5,14,35.7,3,5,60,6,53,316,118,5.6,0,198,5.1,9,1,0,-4,53,-2,1,0,0,1
"12/5","MIN
      W",25,41,61,272,6.6,11.8,3,1,3,24,97.2,14,0,0,27,100,3.7,0,7,27,70,50,20,3,14,0,0,1,1,0,3,0,11,3,3,"100.0",49,2,2,"100.0",1,30,"30.0",0,30,1,0,"0.0",0,0,3,166,55.3,23,7,14,2,11,18.2,1,3,33.3,3,11,372,100,3.7,0,272,6.6,11.8,3,30,0,11,-1,1,1,0,1
"11/25","CHI
      L",21,25,84,163,6.5,8.1,2,0,1,8,121.8,8,0,0,19,76,4,0,5,16,65,42,23,1,7,1,0,0,0,0,8,0,2,0,0,"-",0,2,2,"100.0",3,84,"28.0",0,35,2,9,"4.5",0,9,6,300,50,14,5,8,4,10,40,0,0,0,10,67,239,76,4,0,163,6.5,8.1,2,84,9,67,0,0,0,1,1
"11/21","@CLE
      L",15,23,65.2,77,3.3,5.1,0,2,0,0,34.1,5,0,0,23,168,7.3,1,6,13,66,36,30,1,11,2,0,0,0,0,6,0,4,1,1,"100.0",43,1,1,"100.0",3,58,"19.3",0,23,1,17,"17.0",0,17,6,280,46.7,12,6,5,3,11,27.3,0,0,0,7,67,245,168,7.3,1,77,3.3,5.1,0,58,17,67,0,2,0,2,0
"11/14","@PIT
      T",14,25,56,77,3.1,8.1,0,0,4,37,67.8,5,0,0,39,229,5.9,2,10,16,76,46,30,0,0,1,0,2,2,0,9,0,4,1,2,"50.0",20,1,2,"50.0",5,122,"24.4",0,29,3,71,"23.7",0,48,10,464,46.4,17,10,5,4,18,22.2,2,2,100,8,84,306,229,5.9,2,77,3.1,8.1,0,122,71,84,3,0,2,1,0
"10/31","PHI
      L",25,34,73.5,171,5,8.9,0,0,6,51,90.6,11,0,0,18,57,3.2,1,3,44,72,39,33,0,0,0,0,0,0,0,1,0,0,0,1,"0.0",0,0,0,"-",4,126,"31.5",0,41,1,11,"11.0",0,11,3,140,46.7,15,3,11,5,14,35.7,2,5,40,8,50,228,57,3.2,1,171,5,8.9,0,126,11,50,-1,0,0,0,1
"10/24","@LAR
      L",23,37,62.2,278,7.5,12.4,1,2,2,7,72.5,11,0,0,28,137,4.9,0,7,28,59,32,27,1,7,0,0,0,0,0,4,0,13,4,4,"100.0",47,1,1,"100.0",1,27,"27.0",0,27,0,0,"-",0,0,1,36,36,19,7,11,6,15,40,2,3,66.7,8,77,415,137,4.9,0,278,7.5,12.4,1,27,0,77,-2,2,0,0,0
