"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","PlusMinus","FUML.turnovers","Team"
2019-11-03,"GB",23.0833333333333,34.8333333333333,66.675,248.916666666667,7.26666666666667,11.4666666666667,1.16666666666667,1,1.83333333333333,10.5,87.1833333333333,13,22.3333333333333,91.8333333333333,3.93333333333333,0.833333333333333,4.91666666666667,20,58.8333333333333,40.0833333333333,18.75,1.91666666666667,12.75,0.916666666666667,0,0.666666666666667,0.416666666666667,0,3.16666666666667,0,6.08333333333333,1.41666666666667,1.83333333333333,81.8181818181818,36.6666666666667,1.83333333333333,2,91.6666666666667,1.91666666666667,40.5833333333333,20.5,0,22.5833333333333,1.41666666666667,16.5833333333333,8.7,0.166666666666667,15.25,3.41666666666667,162.833333333333,47.8727272727273,20.25,5.25,11.9166666666667,44.275,0.25,0.916666666666667,7.64166666666667,7.16666666666667,62.6666666666667,340.75,-0.25,0.583333333333333,"LAC"
2019-11-07,"OAK",22.9230769230769,34.3076923076923,67.3153846153846,251.538461538462,7.48461538461538,11.6615384615385,1.07692307692308,0.923076923076923,1.84615384615385,10.5384615384615,88.8076923076923,13,23.5384615384615,97,3.95384615384615,0.923076923076923,5.38461538461539,19.3076923076923,57.5384615384615,39.2307692307692,18.3076923076923,2,13.4615384615385,0.846153846153846,0,0.615384615384615,0.384615384615385,0,3,0,6.69230769230769,1.61538461538462,2.07692307692308,81.6666666666667,37.1538461538462,1.84615384615385,2,92.3076923076923,1.92307692307692,40.0769230769231,20.2307692307692,0,22.4615384615385,1.46153846153846,15.3846153846154,7.95454545454546,0.153846153846154,14.1538461538462,3.23076923076923,153.230769230769,47.05,20.5384615384615,5.23076923076923,11.8461538461538,44.3692307692308,0.307692307692308,0.923076923076923,14.7461538461538,7,61.3076923076923,348.538461538462,-0.230769230769231,0.538461538461538,"LAC"
2019-11-18,"KC",22.5,34.0714285714286,66.4214285714286,245.642857142857,7.34285714285714,11.7,1.14285714285714,1.07142857142857,2.07142857142857,12.5,86.5714285714286,12.8571428571429,24,100.5,4.02142857142857,0.928571428571429,5.71428571428571,19.7857142857143,57.9285714285714,39.0714285714286,18.8571428571429,2.07142857142857,13.7857142857143,0.785714285714286,0,0.571428571428571,0.357142857142857,0,2.92857142857143,0,6.64285714285714,1.57142857142857,2,83.0769230769231,36.4285714285714,1.92857142857143,2.07142857142857,92.8571428571429,2,40.9285714285714,20.0214285714286,0,22.3571428571429,1.57142857142857,15.6428571428571,7.81666666666667,0.142857142857143,13.9285714285714,3.21428571428571,151.571428571429,46.7615384615385,20.9285714285714,5.07142857142857,11.7142857142857,43.3428571428571,0.357142857142857,1,17.2642857142857,7.07142857142857,61.9285714285714,346.142857142857,-0.428571428571429,0.5,"LAC"
2019-12-01,"DEN",22.8666666666667,35.2666666666667,65.58,252.266666666667,7.29333333333333,11.76,1.13333333333333,1.26666666666667,2.06666666666667,12.2,84.1066666666667,12.9333333333333,23.6666666666667,100,4.08,0.866666666666667,5.73333333333333,20.0666666666667,57.7333333333333,38.8666666666667,18.8666666666667,2,13,0.8,0,0.6,0.333333333333333,0,3.06666666666667,0,6.8,1.66666666666667,2.13333333333333,82.5,37.2666666666667,1.8,1.93333333333333,92.8571428571429,2,41.1333333333333,20.1533333333333,0,22.5333333333333,1.6,14.6,7.21538461538462,0.133333333333333,13,3.2,151,46.8285714285714,21.0666666666667,5.06666666666667,11.9333333333333,42.6733333333333,0.4,1,22.78,7.2,61.8,352.266666666667,-0.6,0.466666666666667,"LAC"
2019-12-08,"JAC",22.6875,34.875,65.79375,251.75,7.3625,11.85625,1.1875,1.25,2.125,12.75,85.49375,12.8125,24,100.9375,4.075,0.8125,5.6875,20.25,57.375,38.625,18.75,1.875,12.1875,0.8125,0,0.5625,0.3125,0,3,0,6.875,1.6875,2.1875,81.4466666666667,37.8125,1.8125,1.9375,93.3333333333333,1.875,38.5625,20.1533333333333,0,21.125,1.5625,13.6875,6.7,0.125,12.1875,3.25,152.875,46.7266666666667,20.8125,5.0625,12.125,42.0875,0.4375,1,27.60625,7.1875,63.0625,352.6875,-0.625,0.5,"LAC"
2019-12-15,"MIN",22.4705882352941,34.4117647058824,66.0647058823529,256.352941176471,7.64705882352941,12.2117647058824,1.35294117647059,1.17647058823529,2.05882352941176,12.5882352941176,89.4294117647059,12.7058823529412,24.3529411764706,106.470588235294,4.21764705882353,0.882352941176471,6.11764705882353,19.6470588235294,57.4117647058824,38.7058823529412,18.7058823529412,1.88235294117647,11.8823529411765,0.764705882352941,0,0.529411764705882,0.294117647058824,0,3,0,7,1.64705882352941,2.11764705882353,82.60625,37.9411764705882,2.05882352941176,2.17647058823529,93.75,1.94117647058824,39.8823529411765,20.1625,0,21.2941176470588,1.58823529411765,12.9411764705882,6.28666666666667,0.117647058823529,11.5294117647059,3.17647058823529,150,47.05625,21.1764705882353,5.11764705882353,11.8823529411765,44.0235294117647,0.411764705882353,0.941176470588235,25.9823529411765,7.11764705882353,63.1764705882353,362.823529411765,-0.588235294117647,0.470588235294118,"LAC"
2019-12-22,"OAK",22.7777777777778,34.6666666666667,66.3833333333333,257.833333333333,7.62777777777778,12.1444444444444,1.33333333333333,1.27777777777778,2.11111111111111,13.2222222222222,88.4166666666667,12.7777777777778,24.0555555555556,104,4.16666666666667,0.833333333333333,5.94444444444444,20.7222222222222,57.2777777777778,39.1666666666667,18.1111111111111,1.77777777777778,11.2222222222222,0.777777777777778,0,0.5,0.277777777777778,0,3.05555555555556,0,6.83333333333333,1.61111111111111,2.05555555555556,83.6294117647059,38.1111111111111,2,2.11111111111111,94.1176470588235,2,40.3333333333333,19.9176470588235,0,22,1.5,12.2222222222222,6.28666666666667,0.111111111111111,10.8888888888889,3.05555555555556,143.111111111111,45.8176470588235,20.9444444444444,5.16666666666667,11.8333333333333,44.6055555555556,0.444444444444444,1,27.3166666666667,7,62.3333333333333,361.833333333333,-0.888888888888889,0.666666666666667,"LAC"
2019-12-29,"KC",23,34.8947368421053,66.5315789473684,258.210526315789,7.58421052631579,12.0473684210526,1.26315789473684,1.21052631578947,2.05263157894737,13.2631578947368,88.478947368421,12.7894736842105,23.6315789473684,99.5263157894737,4.01052631578947,0.894736842105263,5.84210526315789,20.8947368421053,57.6842105263158,39.5789473684211,18.1052631578947,1.84210526315789,11.8947368421053,0.736842105263158,0,0.473684210526316,0.263157894736842,0,2.89473684210526,0,6.73684210526316,1.57894736842105,2,84.5388888888889,37.5263157894737,2,2.10526315789474,94.4444444444444,2.05263157894737,42.0526315789474,20.1611111111111,0,22.6315789473684,1.57894736842105,12.6842105263158,6.33125,0.105263157894737,10.8947368421053,3.21052631578947,150.578947368421,45.9111111111111,20.9473684210526,5.05263157894737,11.7894736842105,43.6947368421053,0.473684210526316,1,31.1421052631579,6.73684210526316,59.8421052631579,357.736842105263,-0.842105263157895,0.631578947368421,"LAC"
2019-08-10,"OAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA"
2019-08-17,"DAL",15,28,53.6,133,4.8,9.2,0,0,1,5,67.3,6,22,57,2.6,0,2,14,72,47,25,2,8,2,0,0,0,0,5,0,3,1,1,100,36,0,0,NA,3,58,19.3,0,28,3,5,1.7,0,6,9,434,48.2,10,3,14,21.4,0,1,0,12,95,190,2,0,"LA"
2019-08-24,"DEN",20.5,34.5,58.5,168,4.9,8.5,0.5,0.5,0.5,2.5,70.4,8,22,60,2.75,0,2,14,62.5,43,19.5,2.5,14,1.5,0,0,0.5,0,6,0,3.5,1,1.5,75,32.5,0.5,0.5,100,2,40.5,21.15,0,25.5,4,18.5,4.05,0,11,9,435.5,48.4,12,3.5,14.5,24.05,0,0.5,0,15,111.5,228,1,0.5,"LA"
2019-08-29,"HOU",19.6666666666667,33.3333333333333,58.3666666666667,187.333333333333,5.7,9.86666666666667,0.666666666666667,0.333333333333333,0.333333333333333,1.66666666666667,77.4666666666667,8.66666666666667,25.3333333333333,72.3333333333333,2.83333333333333,0,3.33333333333333,11.3333333333333,59,41.6666666666667,17.3333333333333,2,12.3333333333333,1.33333333333333,0,0,0.333333333333333,0,5.33333333333333,0,3.66666666666667,1,1.66666666666667,66.6666666666667,34,0.666666666666667,0.666666666666667,100,1.66666666666667,33.3333333333333,20.4333333333333,0,23.3333333333333,3.66666666666667,13.6666666666667,3.13333333333333,0,8.33333333333333,6.66666666666667,320.666666666667,47.4333333333333,14,4.33333333333333,14,31.4333333333333,0.333333333333333,1.33333333333333,11.1,13,98,259.666666666667,1,0.333333333333333,"LA"
2019-09-08,"CAR",19.75,33,59.4,196.75,6.025,10.225,1,0.75,0.25,1.25,77.675,10.25,26.75,84,3.075,0.25,4,11,58,41.75,16.25,2.25,14.75,1.5,0,0.5,0.25,0,5.75,0,3.25,0.75,1.25,66.6666666666667,25.5,1,1,100,1.5,29.75,20.075,0,22.25,3.75,17.25,4.1,0,9.25,6.25,297.75,47.025,16.25,4.5,13.5,34,0.75,1.5,33.325,11.25,88.25,280.75,0.5,0.5,"LA"
2019-09-15,"NO",20.4,34.2,59.32,194,5.76,9.8,1,0.8,0.4,1.6,75.94,10.6,27.8,100.4,3.5,0.6,5,14.2,58.8,40.4,18.4,2.4,16.4,1.4,0,0.8,0.6,0,5.2,0,5,1.2,1.8,68.75,31.6,1.4,1.4,100,1.2,23.8,20.075,0,17.8,3.4,17.6,5.18,0,10.6,5.8,267,44.82,17.4,5.4,14.2,37.78,0.6,1.2,26.66,10,79.2,294.4,0.8,0.4,"LA"
2019-09-22,"CLE",20.1666666666667,33.1666666666667,60.75,205.833333333333,6.38333333333333,10.65,1,0.666666666666667,0.833333333333333,4.33333333333333,82.05,10.6666666666667,28.1666666666667,102.833333333333,3.55,0.833333333333333,5.33333333333333,13.3333333333333,58.1666666666667,39.1666666666667,19,2.33333333333333,16.3333333333333,1.33333333333333,0,0.833333333333333,0.5,0,5.5,0,5.66666666666667,1.33333333333333,1.83333333333333,75,30.3333333333333,1.66666666666667,1.66666666666667,100,1,19.8333333333333,20.075,0,14.8333333333333,3.16666666666667,21.6666666666667,7.81666666666667,0,14.1666666666667,5.5,255.666666666667,45.65,17.8333333333333,5.33333333333333,14,37.9,0.5,1,22.2166666666667,9.66666666666667,76.8333333333333,308.666666666667,0.666666666666667,0.5,"LA"
2019-09-29,"TB",20.7142857142857,33.8571428571429,61.1,212.714285714286,6.42857142857143,10.7285714285714,1.14285714285714,0.857142857142857,1,5.71428571428571,81.7142857142857,11.4285714285714,27.5714285714286,101,3.58571428571429,0.714285714285714,5,13.2857142857143,58,38,20,2.42857142857143,16.8571428571429,1.28571428571429,0,0.857142857142857,0.428571428571429,0,5.85714285714286,0,6,1.42857142857143,2,73.6166666666667,33.5714285714286,1.71428571428571,1.71428571428571,100,0.857142857142857,17,20.075,0,12.7142857142857,3,18.5714285714286,6.7,0,12.1428571428571,5,230.428571428571,44.7714285714286,18.1428571428571,5.42857142857143,14,38.6142857142857,0.428571428571429,0.857142857142857,19.0428571428571,9.28571428571429,72.8571428571429,313.714285714286,0.285714285714286,0.571428571428571,"LA"
2019-10-03,"SEA",23.75,38.125,61.7375,247.375,6.525,10.825,1.25,1.125,1.125,8.375,81.5375,13.375,25.5,91.875,3.45,0.875,4.75,18.5,60,38.125,21.875,2.375,15.875,1.25,0.125,0.75,0.375,0,5.75,0,6.5,1.5,2,77.3857142857143,36.625,2,2,100,0.875,17.625,20.46,0,13.875,2.625,16.25,6.7,0,10.625,4.5,206.75,44.3,20.375,5.25,13.625,38.3375,0.375,0.875,16.6625,9.75,77,339.25,-0.125,0.625,"LA"
2019-10-13,"SF",24.3333333333333,39.3333333333333,61.4555555555556,263.777777777778,6.7,11.1333333333333,1.22222222222222,1.11111111111111,1,7.44444444444444,81.7333333333333,13.8888888888889,24.6666666666667,90.7777777777778,3.57777777777778,1,4.77777777777778,19.7777777777778,61.5555555555556,38.6666666666667,22.8888888888889,2.22222222222222,14.7777777777778,1.11111111111111,0.111111111111111,0.777777777777778,0.444444444444444,0,5.22222222222222,0,7,1.66666666666667,2.22222222222222,77.0875,37.7777777777778,2,2,100,0.777777777777778,15.6666666666667,20.46,0,12.3333333333333,2.55555555555556,16.2222222222222,6.8625,0,11.1111111111111,4.33333333333333,200.777777777778,45.0444444444444,20.7777777777778,5,13.3333333333333,37.1111111111111,0.333333333333333,0.777777777777778,14.8111111111111,9.33333333333333,73.4444444444444,354.555555555556,-0.222222222222222,0.666666666666667,"LA"
2019-10-20,"ATL",23.2,37.8,60.73,242.2,6.23,10.62,1.1,1,1.3,9.7,79.64,12.6,24.4,92.6,3.72,1,5.2,19.8,64.6,39.9,24.7,2.2,14.4,1.1,0.1,0.8,0.5,0,5,0,6.4,1.5,2,77.0875,34,1.9,1.9,100,1,21.5,21.1666666666667,0,13.8,2.4,15.4,6.98888888888889,0,10.8,4.4,207.6,45.92,19.7,4.5,12.9,33.4,0.3,1.1,13.33,9.2,72,334.8,-0.1,0.7,"LA"
2019-10-27,"CIN",23.1818181818182,37.8181818181818,60.7090909090909,246.636363636364,6.36363636363636,10.8090909090909,1.18181818181818,0.909090909090909,1.18181818181818,8.81818181818182,81.6727272727273,12.6363636363636,25.4545454545455,92.3636363636364,3.60909090909091,1,5.54545454545455,18.9090909090909,63.4545454545455,39.8181818181818,23.6363636363636,2.45454545454545,16.5454545454545,1.09090909090909,0.0909090909090909,1.09090909090909,0.636363636363636,0.0909090909090909,4.72727272727273,0,7,1.63636363636364,2.18181818181818,76.8555555555556,35.9090909090909,2.09090909090909,2.09090909090909,100,0.909090909090909,19.5454545454545,21.1666666666667,0,12.5454545454545,2.54545454545455,17.2727272727273,7.19,0,13,4.27272727272727,197.363636363636,44.6272727272727,20,4.81818181818182,13.1818181818182,34.9090909090909,0.363636363636364,1.09090909090909,21.2090909090909,8.81818181818182,67.6363636363636,339,0.181818181818182,0.636363636363636,"LA"
2019-11-10,"PIT",22.6666666666667,37.25,60.2166666666667,257.083333333333,6.83333333333333,11.7333333333333,1.25,0.833333333333333,1.08333333333333,8.08333333333333,84.8083333333333,12.6666666666667,25.5,92.8333333333333,3.625,1,5.58333333333333,18.1666666666667,63.5,40.8333333333333,22.6666666666667,2.66666666666667,17.8333333333333,1,0.0833333333333333,1,0.583333333333333,0.0833333333333333,4.83333333333333,0,6.91666666666667,1.58333333333333,2.08333333333333,79.17,34.8333333333333,2.16666666666667,2.16666666666667,100,0.916666666666667,19.0833333333333,20.1428571428571,0,12.6666666666667,2.33333333333333,15.8333333333333,7.19,0,11.9166666666667,4.33333333333333,199.416666666667,44.6083333333333,19.9166666666667,5,13.1666666666667,36.4833333333333,0.333333333333333,1,19.4416666666667,8.83333333333333,66.9166666666667,349.916666666667,0.166666666666667,0.583333333333333,"LA"
