"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"2/12","@PHI
      W",21,27,77.8,182,6.7,8.7,3,0,0,0,131.8,12,0,0,26,158,6.1,1,7,35,64,46,18,2,2,0,0,1,1,1,3,0,8,1,2,"50.0",27,5,5,100,0,0,"-",0,0,2,77,"38.5",0,65,2,98,49,21,7,12,4,8,50,0,0,0,3,14,340,158,6.1,1,182,6.7,8.7,3,0,77,14,1,0,1,0,0
"1/29","CIN
      W",29,43,67.4,315,7.3,11.2,2,0,3,11,105.4,17,0,0,20,42,2.1,0,3,20,52,40,12,5,32,2,0,0,0,0,7,0,11,3,3,"100.0",45,2,2,100,3,63,"21.0",0,23,3,41,"13.7",0,29,4,151,37.8,23,3,17,7,14,50,1,1,100,4,55,357,42,2.1,0,315,7.3,11.2,2,63,41,55,1,0,0,2,1
"1/21","JAX
      W",27,37,73,218,5.9,8.1,3,0,0,0,114.5,14,0,0,30,144,4.8,0,7,20,48,35,13,2,12,1,0,0,1,0,5,0,9,2,2,"100.0",50,3,3,100,0,0,"-",0,0,3,23,"7.7",0,11,4,203,50.8,23,7,14,6,12,50,0,0,0,3,30,362,144,4.8,0,218,5.9,8.1,3,0,23,30,2,0,1,1,0
"1/7","@LV
      W",18,26,69.2,181,7,11.2,1,0,2,21,105,9,0,0,28,168,6,3,11,13,65,43,22,6,39,1,0,2,1,0,6,0,7,1,1,"100.0",44,4,4,100,0,0,"-",0,0,1,5,"5.0",0,5,4,196,49,21,11,9,5,9,55.6,0,0,0,5,43,349,168,6,3,181,7,11.2,1,0,5,43,2,0,1,1,0
"1/1","DEN
      W",29,42,69,328,7.8,11.3,3,1,0,0,106.1,18,0,0,16,46,2.9,1,3,24,63,40,23,4,32,1,0,1,1,0,6,0,3,0,1,"0.0",0,3,3,100,0,0,"-",0,0,2,14,"7.0",0,7,5,263,52.6,22,3,18,2,9,22.2,1,1,100,5,31,374,46,2.9,1,328,7.8,11.3,3,0,14,31,0,1,1,1,1
"12/24","SEA
      W",16,28,57.1,220,7.9,14,2,0,1,4,106.8,9,0,0,22,77,3.5,1,3,10,77,42,35,2,15,1,0,0,0,0,5,0,6,1,1,"100.0",47,3,3,100,1,19,"19.0",0,19,3,18,"6.0",0,9,6,246,41,14,3,9,3,11,27.3,0,1,0,5,39,297,77,3.5,1,220,7.9,14,2,19,18,39,1,0,0,1,0
"12/18","@HOU
      W",36,41,87.8,313,7.6,9.3,2,0,2,23,117.1,20,0,0,33,189,5.7,2,11,24,51,34,17,1,4,0,0,1,1,0,6,0,4,1,2,"50.0",27,1,2,50,3,47,"15.7",0,17,2,8,"4.0",0,5,4,193,48.3,33,11,20,6,12,50,0,0,0,10,102,502,189,5.7,2,313,7.6,9.3,2,47,8,102,-1,0,1,0,2
"12/11","@DEN
      W",28,42,66.7,342,8.1,12.6,3,3,2,10,86.6,15,0,0,23,89,3.9,0,5,28,65,37,28,6,49,2,1,0,0,0,7,0,10,2,2,"100.0",45,4,4,100,0,0,"-",0,0,4,22,"5.5",0,7,3,199,66.3,20,5,15,6,12,50,0,0,0,4,70,431,89,3.9,0,342,8.1,12.6,3,0,22,70,-1,3,0,2,0
"12/4","@CIN
      L",16,27,59.3,211,7.8,13.9,1,0,2,12,98.2,11,0,0,25,138,5.5,2,9,27,75,45,30,1,7,0,0,0,0,0,1,0,6,1,2,"50.0",26,3,3,100,5,116,"23.2",0,44,0,0,"-",0,0,1,55,55,20,9,11,6,11,54.5,2,2,100,4,35,349,138,5.5,2,211,7.8,13.9,1,116,0,35,-1,0,0,0,1
"11/27","LAR
      W",27,42,64.3,320,7.6,11.9,1,1,0,0,85.4,20,0,0,30,117,3.9,1,6,10,53,31,22,3,24,2,0,0,0,0,8,0,14,4,4,"100.0",32,2,2,100,0,0,"-",0,0,1,0,"0.0",0,0,1,49,49,29,6,20,5,11,45.5,0,0,0,3,25,437,117,3.9,1,320,7.6,11.9,1,0,0,25,0,1,0,2,1
