"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/29","@KC
      L",26,41,63.4,238,5.8,10.4,1,2,5,32,70.2,11,0,0,17,71,4.2,1,6,23,65,37,28,3,11,0,0,0,1,0,2,0,8,2,2,"100.0",30,2,2,"100.0",3,56,"18.7",0,29,1,5,"5.0",0,5,4,196,49,18,6,11,6,14,42.9,1,1,100,9,71,309,71,4.2,1,238,5.8,10.4,1,56,5,71,-1,2,1,0,0
"1/22","@BUF
      W",23,36,63.9,240,6.7,10.5,2,0,1,2,101.9,14,0,0,34,172,5.1,1,13,10,53,39,14,1,3,1,0,0,0,0,8,0,9,2,2,"100.0",28,3,3,"100.0",1,21,"21.0",0,21,2,25,"12.5",0,14,2,73,36.5,30,13,14,6,10,60,0,0,0,2,9,412,172,5.1,1,240,6.7,10.5,2,21,25,9,1,0,0,1,0
"1/15","BAL
      W",23,32,71.9,183,5.7,9.1,1,0,4,26,99.6,11,0,0,18,51,2.8,1,5,17,64,42,22,2,17,1,0,1,1,1,6,0,4,1,1,"100.0",39,1,2,"50.0",2,42,"21.0",0,26,2,9,"4.5",0,5,3,151,50.3,18,5,11,7,13,53.8,0,0,0,7,42,234,51,2.8,1,183,5.7,9.1,1,42,9,42,1,0,1,1,1
"1/8","BAL
      W",25,42,59.5,202,4.8,8.6,1,0,2,13,81,12,0,0,20,55,2.8,1,2,16,69,36,33,4,10,2,0,2,2,1,9,0,9,2,2,"100.0",34,3,3,"100.0",2,48,"24.0",0,29,2,12,"6.0",0,9,7,362,51.7,15,2,12,5,15,33.3,0,1,0,3,35,257,55,2.8,1,202,4.8,8.6,1,48,12,35,3,0,2,2,1
"12/24","@NE
      W",40,52,76.9,369,7.1,9.4,3,2,2,6,99.4,18,0,0,24,73,3,0,6,18,50,33,17,4,16,0,0,2,1,0,4,0,4,1,2,"50.0",28,1,2,"50.0",4,95,"23.8",0,33,3,35,"11.7",0,18,3,130,43.3,28,6,18,8,16,50,1,1,100,8,62,442,73,3,0,369,7.1,9.4,3,95,35,62,-2,2,1,0,1
"12/18","@TB
      W",27,39,69.2,184,4.7,7.4,4,1,2,16,104.6,14,0,0,21,53,2.5,0,3,23,73,34,39,1,8,2,0,1,2,0,8,0,8,2,2,"100.0",41,2,2,"100.0",2,48,"24.0",0,28,0,0,"-",0,0,4,180,45,20,3,14,5,13,38.5,0,0,0,4,27,237,53,2.5,0,184,4.7,7.4,4,48,0,27,3,1,2,2,0
"12/11","CLE
      W",18,33,54.5,227,6.9,13.3,2,1,2,12,85.3,11,0,0,26,136,5.2,1,8,10,63,50,13,2,3,1,0,0,0,0,7,0,5,1,1,"100.0",30,2,3,"66.7",0,0,"-",0,0,3,14,"4.7",0,7,5,205,41,23,8,11,6,15,40,0,0,0,4,36,363,136,5.2,1,227,6.9,13.3,2,0,14,36,0,1,0,1,0
"12/4","KC
      W",25,31,80.6,279,9,11.4,2,0,1,7,126.6,15,0,0,34,152,4.5,1,8,24,49,36,13,2,12,0,0,1,1,0,4,0,9,2,2,"100.0",41,3,3,"100.0",2,27,"13.5",0,16,1,10,"10.0",0,10,1,40,40,26,8,15,7,11,63.6,0,1,0,6,65,431,152,4.5,1,279,9,11.4,2,27,10,65,1,0,1,0,0
"11/27","@TEN
      W",22,37,59.5,266,7.2,12.3,1,0,1,4,91,11,0,0,28,108,3.9,1,7,16,63,36,27,1,10,0,0,1,0,0,6,0,8,2,2,"100.0",47,2,2,"100.0",1,14,"14.0",0,14,2,10,"5.0",0,10,5,259,51.8,21,7,11,5,14,35.7,0,0,0,9,80,374,108,3.9,1,266,7.2,12.3,1,14,10,80,0,0,0,0,0
"11/20","@PIT
      W",24,39,61.5,346,8.9,14.8,4,2,2,9,104.1,18,0,0,24,62,2.6,0,3,30,66,40,26,2,16,0,0,0,0,0,3,0,13,3,3,"100.0",54,4,4,"100.0",5,124,"24.8",0,42,4,22,"5.5",0,11,3,162,54,22,3,18,3,9,33.3,0,0,0,6,44,408,62,2.6,0,346,8.9,14.8,4,124,22,44,-2,2,0,0,0
