"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/8","DET
      L",17,27,63,188,7,12.1,1,1,2,17,83.1,9,0,0,28,103,3.7,0,6,20,57,43,14,1,5,0,0,1,0,0,2,0,10,3,4,"75.0",49,1,1,"100.0",4,79,"19.8",0,30,4,38,"9.5",0,16,1,37,37,17,6,9,4,12,33.3,1,2,50,4,35,291,103,3.7,0,188,7,12.1,1,79,38,35,-2,1,0,0,1
"1/1","MIN
      W",17,27,63,152,5.6,9.9,1,0,1,16,92.8,10,0,0,33,163,4.9,2,9,17,56,30,26,2,18,3,1,1,1,0,10,0,11,2,2,"100.0",56,5,5,"100.0",1,105,"105.0",1,105,2,25,"12.5",0,15,3,81,27,20,9,10,7,12,58.3,0,1,0,3,30,315,163,4.9,2,152,5.6,9.9,1,105,25,30,4,0,1,3,0
"12/25","@MIA
      W",24,38,63.2,222,5.8,9.9,1,1,2,16,78.6,11,0,0,25,79,3.2,1,4,20,45,30,15,2,16,3,0,2,1,0,6,0,14,4,4,"100.0",46,2,2,"100.0",5,152,"30.4",0,93,1,2,"2.0",0,2,1,46,46,17,4,11,2,14,14.3,3,5,60,5,40,301,79,3.2,1,222,5.8,9.9,1,152,2,40,3,1,1,3,0
"12/19","LAR
      W",22,30,73.3,207,6.9,10.4,1,1,3,22,92.2,15,0,0,35,138,3.9,2,9,12,39,33,6,5,27,1,0,1,0,0,5,0,6,1,1,"100.0",34,3,3,"100.0",4,95,"23.8",0,52,2,36,"18.0",0,19,1,37,37,27,9,15,4,9,44.4,2,2,100,4,80,345,138,3.9,2,207,6.9,10.4,1,95,36,80,-1,1,0,1,1
"12/4","@CHI
      W",18,31,58.1,182,5.9,10.1,1,0,0,0,85.7,11,0,0,32,175,5.5,2,8,19,54,34,20,0,0,2,0,1,1,0,2,0,8,2,2,"100.0",32,2,2,"100.0",4,102,"25.5",0,35,1,15,"15.0",0,15,3,134,44.7,21,8,11,6,13,46.2,1,2,50,2,20,357,175,5.5,2,182,5.9,10.1,1,102,15,20,3,0,1,2,0
"11/27","@PHI
      L",17,25,68,236,9.4,14.9,3,2,3,17,107.2,12,0,0,21,106,5,1,5,40,81,49,32,2,16,0,0,1,1,0,3,0,9,2,2,"100.0",33,3,4,"75.0",5,172,"34.4",0,53,0,0,"-",0,0,2,83,41.5,19,5,12,1,7,14.3,1,1,100,4,35,342,106,5,1,236,9.4,14.9,3,172,0,35,-1,2,1,0,0
"11/17","TEN
      L",24,39,61.5,215,5.5,9.5,2,0,1,12,94.7,11,0,0,19,56,2.9,0,4,27,72,40,32,3,17,1,0,0,0,0,1,0,3,1,1,"100.0",39,0,1,"0.0",5,108,"21.6",0,32,3,42,"14.0",0,24,4,189,47.3,15,4,11,7,14,50,0,2,0,5,40,271,56,2.9,0,215,5.5,9.5,2,108,42,40,1,0,0,1,0
"11/13","DAL
      W",14,20,70,208,10.4,16,3,0,2,16,146.7,8,0,0,39,207,5.3,1,9,28,71,48,23,2,3,2,0,1,0,0,6,0,7,1,2,"50.0",28,4,4,"100.0",5,103,"20.6",0,26,4,32,"8.0",0,13,4,160,40,20,9,8,6,13,46.2,1,1,100,6,40,415,207,5.3,1,208,10.4,16,3,103,32,40,0,0,0,2,2
"11/6","@DET
      L",23,43,53.5,283,6.6,12.7,1,3,1,8,53.5,11,0,0,25,106,4.2,0,6,15,57,34,23,0,0,1,0,0,0,0,4,0,3,1,1,"100.0",25,0,0,"-",1,33,"33.0",0,33,1,10,"10.0",0,10,1,31,31,19,6,11,8,15,53.3,1,4,25,8,81,389,106,4.2,0,283,6.6,12.7,1,33,10,81,-2,3,0,1,0
"10/30","@BUF
      L",19,30,63.3,190,6.3,10.7,2,1,2,13,91.4,8,0,0,31,208,6.7,0,12,27,50,36,14,2,2,2,0,1,0,0,6,0,5,1,2,"50.0",38,2,2,"100.0",4,67,"16.8",0,20,1,3,"3.0",0,3,2,89,44.5,21,12,8,6,12,50,0,2,0,8,58,398,208,6.7,0,190,6.3,10.7,2,67,3,58,1,1,0,2,0
"10/23","@WAS
      L",23,35,65.7,194,5.5,8.4,2,0,0,0,99,10,0,0,12,38,3.2,0,2,23,81,37,44,1,3,1,1,0,0,0,6,0,3,0,0,"-",0,3,3,"100.0",0,0,"-",0,0,2,16,"8.0",0,16,5,208,41.6,16,2,10,0,6,0,0,1,0,9,69,232,38,3.2,0,194,5.5,8.4,2,0,16,69,0,0,0,1,1
"10/16","NYJ
      L",28,45,62.2,218,4.8,9.1,1,0,4,36,84.9,9,0,0,20,60,3,0,3,27,53,36,17,2,11,0,0,0,0,0,5,0,4,1,2,"50.0",29,1,1,"100.0",1,32,"32.0",0,32,5,22,"4.4",0,8,6,244,40.7,15,3,9,4,16,25,1,4,25,7,42,278,60,3,0,218,4.8,9.1,1,32,22,42,-1,0,0,0,1
"10/9","NYG
      L",25,39,64.1,207,5.3,8.9,2,0,2,15,96.3,15,0,0,20,94,4.7,0,5,27,53,42,11,1,4,0,0,0,0,0,1,1,8,2,2,"100.0",48,2,2,"100.0",3,53,"17.7",0,18,1,11,"11.0",0,11,3,124,41.3,22,5,15,4,10,40,0,1,0,7,37,301,94,4.7,0,207,5.3,8.9,2,53,11,37,0,0,0,0,0
"10/2","NE
      W",21,35,60,244,7,12,2,1,1,7,89.1,12,0,0,35,199,5.7,1,10,24,65,42,23,4,32,0,0,1,1,0,0,0,9,2,2,"100.0",38,3,3,"100.0",3,66,"22.0",0,34,2,11,"5.5",0,7,5,210,42,24,10,12,6,14,42.9,1,1,100,4,40,443,199,5.7,1,244,7,12,2,66,11,40,-1,1,1,0,1
"9/25","@TB
      W",27,35,77.1,248,7.1,9.4,2,1,1,7,103.9,11,0,0,25,67,2.7,0,3,12,50,35,15,3,20,0,0,2,2,0,3,0,2,0,0,"-",0,2,2,"100.0",0,0,"-",0,0,2,21,"10.5",0,14,7,339,48.4,14,3,11,6,15,40,0,0,0,8,65,315,67,2.7,0,248,7.1,9.4,2,0,21,65,0,1,2,0,1
