"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/13","@NO
      L",18,31,58.1,201,6.5,11.2,1,2,0,0,61.4,11,0,0,16,49,3.1,1,2,20,71,49,22,2,18,1,0,1,0,0,3,0,2,0,0,"-",0,2,2,"100.0",1,19,"19.0",0,19,0,0,"-",0,0,5,241,48.2,15,2,11,2,7,28.6,0,0,0,4,30,250,49,3.1,1,201,6.5,11.2,1,19,0,30,0,2,0,1,0
"1/6","@CHI
      W",25,40,62.5,258,6.4,10.6,2,2,1,8,77.7,17,0,0,23,42,1.8,0,2,15,47,44,3,2,12,0,0,0,0,0,10,0,4,1,1,"100.0",0,1,1,"100.0",2,35,"17.5",0,21,1,-1,"-1.0",0,-1,5,226,45.2,21,2,17,6,13,46.2,1,1,100,3,25,300,42,1.8,0,258,6.4,10.6,2,35,-1,25,0,2,0,0,0
"12/30","@WAS
      W",29,34,85.3,231,6.8,8.4,3,1,3,12,113.6,15,0,0,34,129,3.8,0,10,0,33,27,6,4,30,1,0,1,0,0,6,0,6,1,1,"100.0",0,3,3,"100.0",0,0,"-",0,0,1,2,"2.0",0,2,3,123,41,25,10,15,8,14,57.1,1,1,100,5,25,360,129,3.8,0,231,6.8,8.4,3,0,2,25,0,1,0,1,0
"12/23","HOU
      W",35,50,70,462,9.2,13.5,4,1,1,9,118,18,0,0,22,57,2.6,0,4,30,49,38,11,4,30,0,0,1,1,0,2,0,8,2,2,"100.0",0,2,3,"66.7",4,96,"24.0",0,35,1,11,"11.0",0,11,2,96,48,25,4,18,9,16,56.3,4,4,100,11,105,519,57,2.6,0,462,9.2,13.5,4,96,11,105,0,1,1,0,2
"12/16","@LAR
      W",24,31,77.4,270,8.7,11.3,0,1,0,0,89.4,9,0,0,30,111,3.7,3,7,23,62,43,19,2,14,1,0,1,2,0,4,0,12,3,4,"75.0",0,3,3,"100.0",2,16,"8.0",0,14,1,13,"13.0",0,13,3,155,51.7,17,7,9,4,13,30.8,0,1,0,6,49,381,111,3.7,3,270,8.7,11.3,0,16,13,49,0,1,2,1,0
"12/9","@DAL
      L",22,32,68.8,222,6.9,10.4,3,0,2,6,120.3,12,0,0,14,34,2.4,0,1,29,89,61,28,3,21,2,0,1,1,0,3,0,5,1,1,"100.0",0,2,3,"66.7",1,36,"36.0",0,36,1,9,"9.0",0,9,6,276,46,16,1,12,1,9,11.1,1,1,100,5,49,256,34,2.4,0,222,6.9,10.4,3,36,9,49,0,0,1,2,1
"12/3","WAS
      W",27,39,69.2,306,7.8,11.3,2,1,0,0,98.9,18,0,0,33,130,3.9,1,8,13,36,34,2,3,19,1,0,2,0,0,2,0,8,2,2,"100.0",0,2,2,"100.0",1,22,"22.0",0,22,3,19,"6.3",0,14,2,93,46.5,28,8,18,7,13,53.8,0,1,0,5,38,436,130,3.9,1,306,7.8,11.3,2,22,19,38,0,1,0,1,0
"11/25","NYG
      W",20,28,71.4,214,7.6,11.8,1,0,3,22,108.6,11,0,0,29,127,4.4,1,6,22,47,37,10,2,21,1,0,1,0,0,1,0,9,3,3,"100.0",0,0,0,"-",2,51,"25.5",0,26,2,4,"2.0",0,7,4,201,50.3,19,6,11,3,11,27.3,1,1,100,7,46,341,127,4.4,1,214,7.6,11.8,1,51,4,46,0,0,0,1,0
"11/18","@NO
      L",19,33,57.6,138,4.2,8.2,0,3,3,18,31.9,9,0,0,12,58,4.8,1,2,48,62,53,9,0,0,0,0,0,0,0,0,0,1,0,0,"-",0,1,1,"100.0",4,114,"28.5",0,48,1,-2,"-2.0",0,-2,4,159,39.8,13,2,9,3,10,30,0,2,0,6,49,196,58,4.8,1,138,4.2,8.2,0,114,-2,49,0,3,0,0,0
"11/11","DAL
      L",32,44,72.7,350,8,11.3,2,1,2,10,102.5,20,0,0,16,71,4.4,0,3,27,64,42,22,4,31,0,0,1,0,0,2,0,8,2,2,"100.0",0,2,2,"100.0",4,93,"23.3",0,26,2,11,"5.5",0,12,2,88,44,23,3,20,4,10,40,0,2,0,0,0,421,71,4.4,0,350,8,11.3,2,93,11,0,0,1,0,0,0
"10/28","@JAX
      W",21,30,70,262,8.7,13.6,3,1,4,24,119.6,15,0,0,28,133,4.8,0,7,18,49,40,9,4,21,0,0,1,1,0,6,0,6,1,1,"100.0",0,3,3,"100.0",2,28,"14.0",0,17,1,0,"0.0",0,0,3,155,51.7,22,7,15,7,12,58.3,0,0,0,4,36,395,133,4.8,0,262,8.7,13.6,3,28,0,36,0,1,1,0,1
"10/21","CAR
      L",30,37,81.1,284,7.7,10.3,2,0,4,26,119.6,14,0,0,24,58,2.4,0,6,21,47,32,15,2,19,0,0,0,0,0,5,0,5,1,2,"50.0",0,2,2,"100.0",3,73,"24.3",0,30,2,14,"7.0",0,13,3,135,45,21,6,14,3,12,25,3,4,75,4,35,342,58,2.4,0,284,7.7,10.3,2,73,14,35,0,0,0,0,1
"10/11","@NYG
      W",26,36,72.2,271,7.5,10.7,3,0,1,7,122.2,15,0,0,31,108,3.5,1,5,13,62,42,20,4,27,1,0,1,0,0,9,0,10,2,3,"66.7",0,4,4,"100.0",2,34,"17.0",0,20,5,47,"9.4",0,23,5,240,48,23,5,15,9,16,56.3,0,0,0,4,25,379,108,3.5,1,271,7.5,10.7,3,34,47,25,0,0,0,1,0
"10/7","MIN
      L",24,35,68.6,283,8.1,13,2,0,3,28,115.3,15,0,0,17,81,4.8,0,4,23,48,44,4,1,3,0,0,0,1,0,4,0,7,2,2,"100.0",0,1,1,"100.0",4,86,"21.5",0,24,0,0,"-",0,0,4,187,46.8,21,4,15,2,9,22.2,1,1,100,8,52,364,81,4.8,0,283,8.1,13,2,86,0,52,0,0,1,0,2
"9/30","@TEN
      L",33,50,66,315,6.3,10.5,2,0,4,33,99.4,18,0,0,22,117,5.3,0,6,26,58,46,12,3,17,1,0,0,0,0,3,0,11,3,3,"100.0",0,2,2,"100.0",0,0,"-",0,0,2,42,"21.0",0,42,6,308,51.3,25,6,18,5,15,33.3,0,0,0,8,77,432,117,5.3,0,315,6.3,10.5,2,0,42,77,0,0,0,1,1
