"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"2/7","@TB
      L",26,49,53.1,243,5,10.4,0,2,3,27,52.3,12,0,0,17,107,6.3,0,7,31,63,32,31,1,6,0,0,0,0,0,1,0,9,3,3,"100.0",52,0,0,"-",3,87,"29.0",0,41,1,0,"0.0",0,0,3,107,"35.7",22,7,12,3,13,23.1,1,3,33.3,11,120,350,107,6.3,0,243,5,10.4,0,87,0,120,-2,2,0,0,0
"1/24","BUF
      W",29,38,76.3,325,8.6,11.2,3,0,1,0,127.6,19,0,0,25,114,4.6,2,8,24,56,41,15,4,53,1,0,0,0,0,7,0,8,1,1,"100.0",45,5,5,"100.0",3,68,"22.7",0,26,1,0,"0.0",0,0,1,44,"44.0",29,8,19,6,10,60,1,1,100,3,32,439,114,4.6,2,325,8.6,11.2,3,68,0,32,0,0,0,1,1
"1/17","CLE
      W",27,38,71.1,315,8.3,11.9,1,1,1,6,94.3,16,0,0,24,123,5.1,1,7,17,54,35,19,1,8,1,0,1,0,0,5,0,10,3,4,"75.0",50,1,2,"50.0",0,0,"-",0,0,1,8,"8.0",0,8,0,0,"-",24,7,16,5,10,50,2,2,100,7,55,438,123,5.1,1,315,8.3,11.9,1,0,8,55,1,1,0,1,0
"1/3","LAC
      L",23,32,71.9,217,6.8,9.5,2,0,1,1,111.2,13,0,0,17,51,3,1,4,38,60,44,16,3,21,0,0,0,0,0,3,0,3,0,0,"-",0,3,3,"100.0",6,166,"27.7",0,44,1,0,"0.0",0,0,2,82,"41.0",18,4,13,6,9,66.7,0,1,0,5,69,268,51,3,1,217,6.8,9.5,2,166,0,69,-1,0,0,0,1
"12/27","ATL
      W",24,45,53.3,278,6.2,11.6,2,2,0,0,68.6,14,0,0,21,117,5.6,0,9,14,51,47,4,4,23,0,0,4,1,0,1,0,5,1,1,"100.0",53,2,2,"100.0",1,21,"21.0",0,21,4,20,"5.0",0,11,4,165,"41.3",23,9,14,5,13,38.5,1,2,50,6,41,395,117,5.6,0,278,6.2,11.6,2,21,20,41,-1,2,1,0,0
"12/20","@NO
      W",26,47,55.3,232,4.9,9.8,3,0,4,22,92,16,0,0,41,179,4.4,1,13,29,37,21,16,1,9,1,0,0,0,0,9,0,6,1,1,"100.0",22,3,3,"100.0",0,0,"-",0,0,5,-15,"-3.0",0,1,6,243,"40.5",34,13,16,9,18,50,0,0,0,5,54,411,179,4.4,1,232,4.9,9.8,3,0,-15,54,0,0,0,1,1
"12/13","@MIA
      W",24,34,70.6,354,10.4,16.4,2,3,3,39,91.9,15,0,0,24,94,3.9,1,5,27,60,49,11,4,29,1,0,1,0,0,9,1,7,1,1,"100.0",46,4,4,"100.0",2,15,"7.5",0,15,1,67,"67.0",1,67,4,198,"49.5",22,5,15,5,11,45.5,1,1,100,8,56,448,94,3.9,1,354,10.4,16.4,2,15,67,56,-3,3,0,1,1
"12/6","DEN
      W",25,40,62.5,313,7.8,12.7,1,0,1,5,95.6,18,0,0,22,134,6.1,0,6,16,58,35,23,0,0,2,0,0,0,0,4,0,16,5,5,"100.0",48,1,1,"100.0",0,0,"-",0,0,1,5,"5.0",0,5,3,112,"37.3",25,6,18,3,10,30,0,0,0,5,44,447,134,6.1,0,313,7.8,12.7,1,0,5,44,2,0,0,2,0
"11/29","@TB
      W",37,50,74,456,9.1,12.5,3,0,2,6,122.2,19,0,0,20,87,4.3,0,5,24,49,25,24,1,3,2,0,0,0,0,3,0,9,2,2,"100.0",29,3,3,"100.0",0,0,"-",0,0,4,20,"5.0",0,12,4,159,"39.8",26,5,19,6,12,50,0,0,0,10,82,543,87,4.3,0,456,9.1,12.5,3,0,20,82,1,0,0,2,1
"11/22","@LV
      W",35,46,76.1,352,7.7,10.1,2,1,0,0,102.8,22,0,0,27,108,4,3,10,31,54,34,20,0,0,1,0,0,0,0,2,0,5,0,0,"-",0,5,5,"100.0",3,67,"22.3",0,29,1,0,"0.0",0,0,2,107,"53.5",36,10,22,5,9,55.6,2,2,100,10,89,460,108,4,3,352,7.7,10.1,2,67,0,89,0,1,0,1,0
