"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/3","DAL
      W",17,25,68,211,8.4,13.5,2,1,2,18,106.9,13,0,0,28,125,4.5,1,6,19,77,49,28,6,45,1,0,0,0,0,6,0,5,1,1,"100.0",50,2,3,"66.7",3,63,"21.0",0,23,2,39,"19.5",0,20,5,226,45.2,22,6,13,0,7,0,0,0,0,6,45,336,125,4.5,1,211,8.4,13.5,2,63,39,45,-1,1,0,1,1
"12/27","@BAL
      L",24,41,58.5,215,5.2,10.5,1,0,6,37,84.6,16,0,0,12,54,4.5,0,4,27,68,40,28,0,0,0,0,0,1,0,0,0,7,2,2,"100.0",42,1,1,"100.0",4,80,"20.0",0,23,1,6,"6.0",0,6,3,141,47,24,4,16,1,10,10,1,3,33.3,5,35,269,54,4.5,0,215,5.2,10.5,1,80,6,35,1,0,1,0,0
"12/20","CLE
      L",19,32,59.4,214,6.7,11.6,0,0,1,7,80.3,10,0,0,21,74,3.5,0,4,20,77,40,37,1,11,0,0,0,0,0,1,0,6,2,2,"100.0",39,0,0,"-",2,67,"33.5",0,48,1,12,"12.0",0,12,2,69,34.5,14,4,10,5,11,45.5,0,2,0,2,25,288,74,3.5,0,214,6.7,11.6,0,67,12,25,0,0,0,0,0
"12/13","ARI
      L",13,24,54.2,81,3.4,11.2,0,0,8,64,72.4,7,0,0,17,78,4.6,1,3,26,81,49,32,1,13,0,0,2,0,0,2,0,1,0,0,"-",0,1,1,"100.0",5,104,"20.8",0,25,0,0,"-",0,0,8,390,48.8,10,3,7,3,12,25,1,1,100,2,10,159,78,4.6,1,81,3.4,11.2,0,104,0,10,-3,0,0,0,3
"12/6","@SEA
      W",13,22,59.1,100,4.5,8.1,1,1,2,5,67.4,6,0,0,31,190,6.1,1,7,12,64,43,21,5,47,1,0,2,1,0,7,0,3,1,1,"100.0",48,0,1,"0.0",1,23,"23.0",0,23,0,0,"-",0,0,7,261,37.3,13,7,6,3,12,25,0,0,0,6,35,290,190,6.1,1,100,4.5,8.1,1,23,0,35,1,1,1,1,0
"11/29","@CIN
      W",22,38,57.9,244,6.4,11.1,0,0,0,0,77.1,11,0,0,42,142,3.4,1,8,17,40,24,16,2,21,1,0,2,2,0,7,0,13,4,4,"100.0",49,1,1,"100.0",2,25,"12.5",0,17,1,8,"8.0",0,8,5,233,46.6,19,8,11,9,21,42.9,3,3,100,5,51,386,142,3.4,1,244,6.4,11.1,0,25,8,51,2,0,2,1,1
"11/15","PHI
      W",21,28,75,231,8.3,11.6,0,0,3,13,100.9,12,0,0,36,151,4.2,3,7,17,49,38,11,3,18,0,0,0,0,0,5,0,9,2,2,"100.0",44,3,3,"100.0",2,35,"17.5",0,18,4,47,"11.8",0,20,4,213,53.3,22,7,12,5,14,35.7,1,2,50,7,64,382,151,4.2,3,231,8.3,11.6,0,35,47,64,0,0,0,0,0
"11/8","@WAS
      W",23,34,67.6,184,5.4,9.2,1,0,5,28,94.2,9,0,0,35,166,4.7,1,12,20,49,28,21,2,22,3,0,2,2,0,8,0,11,3,3,"100.0",48,2,2,"100.0",1,26,"26.0",0,26,1,6,"6.0",0,6,4,158,39.5,22,12,9,6,15,40,0,1,0,4,40,350,166,4.7,1,184,5.4,9.2,1,26,6,40,5,0,2,3,0
"11/2","TB
      L",26,42,61.9,256,6.1,10.5,2,2,3,18,76.9,17,0,0,24,101,4.2,1,6,25,62,38,24,2,16,0,0,1,1,0,6,0,5,1,1,"100.0",33,2,2,"100.0",3,98,"32.7",0,44,1,11,"11.0",0,11,4,144,36,24,6,17,4,11,36.4,2,2,100,7,73,357,101,4.2,1,256,6.1,10.5,2,98,11,73,-1,2,1,0,0
"10/22","@PHI
      L",20,30,66.7,165,5.5,9.4,2,1,3,22,91.9,8,0,0,22,160,7.3,1,6,22,55,43,12,3,13,1,0,0,0,0,7,0,3,0,0,"-",0,3,3,"100.0",3,66,"22.0",0,28,2,19,"9.5",0,14,6,265,44.2,17,6,8,3,10,30,0,0,0,9,62,325,160,7.3,1,165,5.5,9.4,2,66,19,62,-2,1,0,1,2
