"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/3","@LAR
      L",19,27,70.4,166,6.1,10.1,1,1,4,26,87.3,10,0,0,18,48,2.7,0,4,18,68,49,19,2,8,1,0,1,1,0,5,0,1,0,1,"0.0",0,1,1,"100.0",1,28,"28.0",0,28,2,3,"1.5",0,3,6,300,50,15,4,10,2,9,22.2,0,0,0,6,38,214,48,2.7,0,166,6.1,10.1,1,28,3,38,1,1,1,1,0
"12/26","SF
      L",31,50,62,230,4.6,8,0,1,3,17,66,9,0,0,27,120,4.4,1,9,20,54,32,22,3,11,0,0,1,1,0,3,0,6,2,2,"100.0",43,0,0,"-",1,21,"21.0",0,21,0,0,"-",0,0,4,178,44.5,20,9,9,4,16,25,4,6,66.7,4,20,350,120,4.4,1,230,4.6,8,0,21,0,20,-1,1,1,0,1
"12/20","PHI
      W",28,37,75.7,423,11.4,15.4,3,1,1,9,129.6,19,0,0,30,103,3.4,1,4,26,65,47,18,6,33,0,0,3,0,0,6,1,7,1,1,"100.0",40,4,4,"100.0",1,20,"20.0",0,20,2,0,"0.0",0,5,3,143,47.7,26,4,19,3,10,30,1,2,50,9,83,526,103,3.4,1,423,11.4,15.4,3,20,0,83,-3,1,0,0,2
"12/13","@NYG
      W",24,35,68.6,231,6.6,10.2,1,0,1,13,97.8,12,0,0,43,159,3.7,1,10,7,48,30,18,8,64,0,0,5,3,0,5,0,14,4,4,"100.0",37,2,2,"100.0",1,22,"22.0",0,22,6,77,"12.8",0,24,4,159,39.8,22,10,12,7,18,38.9,1,2,50,4,22,390,159,3.7,1,231,6.6,10.2,1,22,77,22,3,0,3,0,0
"12/6","LAR
      L",21,39,53.8,140,3.6,8.2,3,1,2,33,80.4,11,0,0,21,92,4.4,1,5,38,72,59,13,1,7,0,0,1,1,0,1,0,4,0,1,"0.0",0,4,4,"100.0",1,54,"54.0",0,54,0,0,"-",0,0,5,238,47.6,18,5,11,4,12,33.3,2,2,100,5,21,232,92,4.4,1,140,3.6,8.2,3,54,0,21,-1,1,1,0,1
"11/29","@NE
      L",23,34,67.6,160,4.7,7.4,0,1,2,10,67,12,0,0,34,138,4.1,2,9,20,51,37,14,3,15,2,0,0,0,0,4,0,5,1,2,"50.0",47,2,2,"100.0",1,18,"18.0",0,18,1,7,"7.0",0,7,3,126,42,23,9,12,6,14,42.9,0,1,0,6,50,298,138,4.1,2,160,4.7,7.4,0,18,7,50,1,1,0,2,0
"11/19","@SEA
      L",29,42,69,257,6.1,9.3,2,0,3,12,102.2,17,0,0,18,57,3.2,1,5,28,60,43,17,3,15,0,0,0,0,0,0,0,3,0,0,"-",0,3,3,"100.0",5,100,"20.0",0,25,2,8,"4.0",0,6,4,182,45.5,24,5,17,6,11,54.5,0,1,0,10,115,314,57,3.2,1,257,6.1,9.3,2,100,8,115,0,0,0,0,0
"11/15","BUF
      W",22,32,68.8,236,7.4,11.1,1,1,3,9,88.7,11,0,0,35,217,6.2,2,14,30,58,40,18,0,0,2,0,0,0,0,4,0,14,4,4,"100.0",45,2,2,"100.0",2,39,"19.5",0,22,2,15,"7.5",0,23,3,132,44,26,14,11,5,13,38.5,1,1,100,7,40,453,217,6.2,2,236,7.4,11.1,1,39,15,40,0,1,0,2,1
"11/8","MIA
      L",21,26,80.8,264,10.2,13.5,3,0,1,19,150.5,17,0,0,37,178,4.8,1,6,34,48,37,11,3,27,0,0,0,0,0,2,0,7,1,2,"50.0",37,4,4,"100.0",2,30,"15.0",0,15,1,-4,"-4.0",0,-4,1,42,42,26,6,17,5,12,41.7,2,3,66.7,7,71,442,178,4.8,1,264,10.2,13.5,3,30,-4,71,-1,0,0,0,1
"10/25","SEA
      W",34,48,70.8,360,7.5,10.6,3,1,0,0,104.5,17,0,0,33,159,4.8,1,11,34,71,49,22,2,16,3,0,0,0,0,5,0,13,3,4,"75.0",49,4,4,"100.0",1,21,"21.0",0,21,1,10,"10.0",0,10,2,95,47.5,31,11,17,5,12,41.7,1,2,50,6,40,519,159,4.8,1,360,7.5,10.6,3,21,10,40,1,1,0,3,1
"10/19","@DAL
      W",9,24,37.5,177,7.4,20.9,2,0,1,11,93.8,7,0,0,35,261,7.5,3,13,10,70,56,14,3,19,2,0,2,2,0,7,0,8,1,1,"100.0",26,5,5,"100.0",0,0,"-",0,0,1,-1,"-1.0",0,-1,4,151,37.8,22,13,7,7,13,53.8,1,1,100,7,43,438,261,7.5,3,177,7.4,20.9,2,0,-1,43,4,0,2,2,0
"10/11","@NYJ
      W",27,37,73,369,10,14.1,1,1,1,11,103.4,17,0,0,30,127,4.2,3,9,10,52,45,7,3,33,0,0,0,0,0,3,0,6,1,1,"100.0",47,3,3,"100.0",1,31,"31.0",0,31,3,8,"2.7",0,5,4,167,41.8,28,9,17,5,12,41.7,1,1,100,10,59,496,127,4.2,3,369,10,14.1,1,31,8,59,-1,1,0,0,0
"10/4","@CAR
      L",24,31,77.4,133,4.3,5.5,3,0,1,0,116.7,11,0,0,23,129,5.6,0,6,31,67,42,25,0,0,1,0,0,0,0,4,0,3,0,0,"-",0,3,3,"100.0",0,0,"-",0,0,0,0,"-",0,0,5,207,41.4,21,6,11,3,9,33.3,0,0,0,5,29,262,129,5.6,0,133,4.3,5.5,3,0,0,29,0,0,0,1,1
"9/27","DET
      L",23,35,65.7,268,7.7,11.7,2,3,1,2,72.3,16,0,0,27,109,4,1,10,26,58,44,14,4,38,0,0,0,0,0,2,0,5,1,1,"100.0",54,2,3,"66.7",5,99,"19.8",0,32,0,0,"-",0,0,2,92,46,28,10,16,4,10,40,1,1,100,7,38,377,109,4,1,268,7.7,11.7,2,99,0,38,-3,3,0,0,0
"9/20","WAS
      W",26,38,68.4,278,7.3,11,1,1,3,8,88.3,13,0,0,32,160,5,2,8,15,49,40,9,4,24,0,0,2,2,0,2,0,12,3,3,"100.0",49,3,3,"100.0",1,0,"0.0",0,0,2,5,"2.5",0,4,4,197,49.3,22,8,13,7,17,41.2,2,2,100,11,97,438,160,5,2,278,7.3,11,1,0,5,97,1,1,2,0,0
"9/13","@SF
      W",26,40,65,224,5.6,8.8,1,1,2,6,78.1,12,0,0,36,180,5,2,13,20,54,38,16,3,16,0,0,0,0,0,4,0,6,1,3,"33.3",56,3,3,"100.0",1,42,"42.0",0,42,2,8,"4.0",0,8,4,191,47.8,29,13,12,7,14,50,0,0,0,9,102,404,180,5,2,224,5.6,8.8,1,42,8,102,-1,1,0,0,0
