"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/3","NO
      L",18,37,48.6,246,6.6,15.1,0,5,3,25,33.6,9,0,0,20,74,3.7,1,7,33,69,27,42,2,10,0,0,2,0,0,2,0,1,0,0,"-",0,1,1,100,1,21,"21.0",0,21,1,8,"8.0",0,8,3,139,46.3,17,7,9,1,9,11.1,2,4,50,1,5,320,74,3.7,1,246,6.6,15.1,0,21,8,5,-5,5,0,0,0
"12/27","@WAS
      W",19,28,67.9,167,6,10.4,1,1,4,30,85,11,0,0,35,113,3.2,1,7,13,54,39,15,3,13,2,0,1,2,1,8,0,2,0,0,"-",0,2,3,66.7,1,29,"29.0",0,29,0,0,"-",0,0,5,235,47,19,7,11,6,15,40,2,3,66.7,3,35,280,113,3.2,1,167,6,10.4,1,29,0,35,2,1,2,2,1
"12/19","@GB
      L",21,35,60,249,7.1,12.3,0,0,3,9,82.8,8,0,0,27,115,4.3,1,10,24,57,40,17,5,47,0,0,0,0,0,1,0,10,3,3,"100.0",36,1,1,100,3,72,"24.0",0,28,3,20,"6.7",0,19,4,183,45.8,20,10,8,4,12,33.3,1,2,50,7,66,364,115,4.3,1,249,7.1,12.3,0,72,20,66,-1,0,0,0,1
"12/13","DEN
      L",30,40,75,245,6.1,9.4,0,0,4,38,94.1,13,0,0,21,125,6,3,8,32,57,35,22,1,11,0,0,1,1,0,2,0,9,2,2,"100.0",35,3,3,100,1,16,"16.0",0,16,2,0,"0.0",0,0,4,174,43.5,22,8,13,6,14,42.9,0,1,0,7,48,370,125,6,3,245,6.1,9.4,0,16,0,48,1,0,1,0,0
"11/29","@MIN
      L",19,36,52.8,267,7.4,14.1,1,1,0,0,74.7,10,0,0,28,107,3.8,0,10,28,71,39,32,2,16,0,0,2,3,2,2,0,9,2,4,"50.0",40,3,3,100,1,9,"9.0",0,9,2,20,"10.0",0,20,3,116,38.7,21,10,10,6,14,42.9,1,1,100,7,58,374,107,3.8,0,267,7.4,14.1,1,9,20,58,2,1,3,0,0
"11/22","DET
      W",24,35,68.6,258,7.4,10.8,1,2,1,0,75.7,12,0,0,34,116,3.4,1,7,0,49,27,22,5,33,0,0,0,1,0,6,0,8,2,2,"100.0",56,2,2,100,0,0,"-",0,0,3,21,"7.0",0,14,4,189,47.3,20,7,12,5,15,33.3,0,0,0,7,45,374,116,3.4,1,258,7.4,10.8,1,0,21,45,-1,2,1,0,0
"11/15","TB
      L",20,28,71.4,122,4.4,7.4,2,1,3,26,92.6,7,0,0,16,65,4.1,1,5,46,77,39,38,1,7,0,0,1,1,0,1,0,5,1,1,"100.0",46,2,2,100,3,151,"50.3",0,98,0,0,"-",0,0,4,217,54.3,13,5,7,1,9,11.1,1,3,33.3,5,40,187,65,4.1,1,122,4.4,7.4,2,151,0,40,0,1,1,0,0
"11/8","@KC
      L",37,50,74,331,6.6,9.1,2,0,2,7,105.3,18,0,0,24,104,4.3,2,7,33,44,32,12,2,11,0,0,1,1,0,1,0,7,1,3,"33.3",47,4,4,100,2,46,"23.0",0,23,0,0,"-",0,0,2,65,32.5,30,7,18,7,16,43.8,3,3,100,12,82,435,104,4.3,2,331,6.6,9.1,2,46,0,82,1,0,1,0,0
"10/29","ATL
      L",16,27,59.3,157,5.8,11.2,1,1,3,22,76,9,0,0,22,147,6.7,1,6,25,68,42,26,2,11,1,0,0,0,0,5,0,5,1,1,"100.0",39,2,2,100,2,46,"23.0",0,26,0,0,"-",0,0,2,78,39,18,6,9,2,10,20,1,3,33.3,6,30,304,147,6.7,1,157,5.8,11.2,1,46,0,30,0,1,0,1,0
"10/25","@NO
      L",23,28,82.1,246,8.8,11,2,0,1,8,128.3,11,0,0,14,37,2.6,1,4,27,68,41,27,1,10,0,0,1,1,0,2,0,6,1,2,"50.0",43,3,3,100,2,22,"11.0",0,16,0,0,"-",0,0,1,51,51,18,4,11,6,9,66.7,0,0,0,1,5,283,37,2.6,1,246,8.8,11,2,22,0,5,1,0,1,0,0
