"Date","Game","Comp","PassAtt","CompPCT","PassYds","PassYPA","PassYPR","PassTD","OINT","OSCK","OSCKYDS","QBR","P1st","FUM","FUML","RushAtt","RushYds","RushYPA","RushTD","R1st","PA","Tckl","Solo","AstTckl","DSck","DSCKYds","INT","INTTD","FF","FumRec","FumTD","PassDef","Sfty","KPts","FGM","FGA","FGPct","FGLng","XPM","XPA","XPPct","KR","KRYds","KRAvg","KRTD","KRLng","PR","PRYds","PRAvg","PRTD","PRLng","Punts","PuntYds","PuntAvg","1st","R1st.downs","P1st.downs","3rdCon","3rdAtt","3rdPct","4thCon","4thAtt","4thPct","Pen","PenYds","TotYds","RushYds.yardage","RushYPA.yardage","RushTD.yardage","PassYds.yardage","PassYPA.yardage","PassYPR.yardage","PassTD.yardage","KRYds.yardage","PRYds.yardage","PenYds.yardage","PlusMinus","OINT.turnovers","FumRec.turnovers","INT.turnovers","FUML.turnovers"
"1/9","@BUF
      L",27,46,58.7,309,6.7,11.4,2,0,0,0,93.5,17,0,0,30,163,5.4,1,10,27,53,39,14,2,23,0,0,1,0,0,2,0,4,1,2,"50.0",30,1,1,100,3,72,24,0,38,1,14,"14.0",0,14,2,73,"36.5",27,10,17,9,17,52.9,2,4,50,2,10,472,163,5.4,1,309,6.7,11.4,2,72,14,10,0,0,0,0,0
"1/3","JAX
      W",17,27,63,164,6.1,9.6,1,1,0,0,76.8,9,0,0,37,273,7.4,2,12,14,57,46,11,6,31,0,0,1,1,0,5,0,8,2,4,"50.0",24,2,2,100,1,23,23,0,23,4,40,"10.0",0,14,4,173,"43.3",23,12,9,3,10,30,0,0,0,1,15,437,273,7.4,2,164,6.1,9.6,1,23,40,15,0,1,1,0,0
"12/27","@PIT
      L",21,34,61.8,238,7,12.9,1,1,5,32,84.2,10,0,0,28,127,4.5,2,10,28,55,35,20,1,9,0,0,0,0,0,6,0,6,1,1,"100.0",28,3,3,100,5,103,20.6,0,28,3,63,"21.0",0,26,5,212,"42.4",21,10,10,5,13,38.5,0,1,0,9,83,365,127,4.5,2,238,7,12.9,1,103,63,83,-2,1,0,0,1
"12/20","HOU
      W",22,29,75.9,223,7.7,10.4,2,0,1,5,121,10,0,0,23,127,5.5,1,10,20,68,52,16,5,31,0,0,3,2,0,1,0,9,2,2,"100.0",53,3,3,100,1,19,19,0,19,1,13,"13.0",0,13,2,91,"45.5",20,10,10,6,11,54.5,1,1,100,4,35,350,127,5.5,1,223,7.7,10.4,2,19,13,35,2,0,2,0,0
"12/13","@LV
      W",19,28,67.9,244,8.7,12.8,2,0,0,0,118.8,10,0,0,31,212,6.8,2,10,27,60,43,17,0,0,2,1,1,1,0,5,0,14,3,3,"100.0",35,5,5,100,2,59,29.5,0,31,1,2,"2.0",0,2,1,41,"41.0",25,10,10,8,11,72.7,0,0,0,6,50,456,212,6.8,2,244,8.7,12.8,2,59,2,50,3,0,1,2,0
"12/6","@HOU
      W",27,35,77.1,262,7.5,10.6,2,0,3,23,119.3,15,0,0,29,109,3.8,1,8,20,54,41,13,5,33,1,0,1,1,0,7,1,6,1,1,"100.0",42,3,3,100,4,96,24,0,32,2,22,"11.0",0,13,5,235,"47.0",25,8,15,3,11,27.3,1,2,50,7,50,371,109,3.8,1,262,7.5,10.6,2,96,22,50,2,0,1,1,0
"11/29","TEN
      L",24,44,54.5,280,6.4,12.3,2,1,2,15,81.2,17,0,0,21,56,2.7,2,6,45,64,47,17,1,1,0,0,0,0,0,3,0,2,0,0,"-",0,2,2,100,2,49,24.5,0,27,0,0,"-",0,0,5,254,"50.8",27,6,17,5,13,38.5,1,2,50,6,50,336,56,2.7,2,280,6.4,12.3,2,49,0,50,-1,1,0,0,0
"11/22","GB
      W",24,36,66.7,280,7.8,12,3,1,1,8,107.2,12,0,0,37,140,3.8,0,10,31,44,38,6,1,10,1,0,2,3,0,2,0,14,4,5,"80.0",43,2,2,100,3,73,24.3,0,33,2,9,"4.5",0,5,2,71,"35.5",23,10,12,6,16,37.5,2,2,100,8,116,420,140,3.8,0,280,7.8,12,3,73,9,116,2,1,3,1,1
"11/12","@TEN
      W",29,39,74.4,297,7.6,10.6,1,0,1,11,105.5,14,0,0,29,133,4.6,2,11,17,60,35,25,1,10,0,0,0,0,0,4,0,10,2,2,"100.0",43,4,4,100,3,67,22.3,0,24,0,0,"-",0,0,1,46,"46.0",26,11,14,4,12,33.3,3,5,60,9,73,430,133,4.6,2,297,7.6,10.6,1,67,0,73,0,0,0,0,0
"11/8","BAL
      L",25,44,56.8,227,5.2,9.1,0,1,0,0,61.5,11,0,0,21,112,5.3,1,7,24,69,55,14,2,14,0,0,2,1,0,3,0,4,1,1,"100.0",43,1,1,100,4,103,25.8,0,37,4,21,"5.3",0,11,4,204,"51.0",20,7,11,2,12,16.7,2,4,50,4,30,339,112,5.3,1,227,5.2,9.1,0,103,21,30,-1,1,1,0,1
"11/1","@DET
      W",23,34,67.6,247,7.3,11.4,3,0,2,15,120,15,0,0,39,119,3.1,2,9,21,46,36,10,5,39,1,1,2,1,0,5,0,3,0,0,"-",0,3,5,60,4,101,25.3,0,31,1,12,"12.0",0,12,5,184,"36.8",26,9,15,7,14,50,1,1,100,3,19,366,119,3.1,2,247,7.3,11.4,3,101,12,19,2,0,1,1,0
"10/18","CIN
      W",29,44,65.9,371,8.4,12.8,3,1,1,0,105.4,18,0,0,15,59,3.9,1,5,27,63,53,10,2,13,1,0,1,0,0,11,0,7,1,1,"100.0",40,4,4,100,1,25,25,0,25,2,17,"8.5",0,10,3,137,"45.7",23,5,18,7,11,63.6,0,0,0,6,55,430,59,3.9,1,371,8.4,12.8,3,25,17,55,-1,1,0,1,1
