"Date","Underdog","Favorite","UD.Comp","UD.PassAtt","UD.CompPCT","UD.PassYds","UD.PassYPA","UD.PassYPR","UD.PassTD","UD.OINT","UD.OSCK","UD.OSCKYDS","UD.QBR","UD.P1st","UD.RushAtt","UD.RushYds","UD.RushYPA","UD.RushTD","UD.R1st","UD.PA","UD.Tckl","UD.Solo","UD.AstTckl","UD.DSck","UD.DSCKYds","UD.INT","UD.INTTD","UD.FF","UD.FumRec","UD.FumTD","UD.PassDef","UD.Sfty","UD.KPts","UD.FGM","UD.FGA","UD.FGPct","UD.FGLng","UD.XPM","UD.XPA","UD.XPPct","UD.KR","UD.KRYds","UD.KRAvg","UD.KRTD","UD.KRLng","UD.PR","UD.PRYds","UD.PRAvg","UD.PRTD","UD.PRLng","UD.Punts","UD.PuntYds","UD.PuntAvg","UD.X1st","UD.X3rdCon","UD.X3rdAtt","UD.X3rdPct","UD.X4thCon","UD.X4thAtt","UD.X4thPct","UD.Pen","UD.PenYds","UD.TotYds","UD.PlusMinus","UD.FUML.turnovers","UD.PF"
2022-09-08,"LA","BUF",16.3333333333333,23.6666666666667,67.9666666666667,157.666666666667,6.7,11.3666666666667,0.666666666666667,0,3.33333333333333,22.6666666666667,103.633333333333,7.66666666666667,28.6666666666667,90.6666666666667,3.06666666666667,1.33333333333333,6.66666666666667,20.6666666666667,58,39.6666666666667,18.3333333333333,2,19.6666666666667,0.333333333333333,0,1.66666666666667,0.666666666666667,0.333333333333333,4,0,4,0.666666666666667,0.666666666666667,100,14.3333333333333,2,2,100,1.33333333333333,24.3333333333333,18.3333333333333,0,19,1.66666666666667,5.33333333333333,3.9,0,5.66666666666667,4.33333333333333,212.333333333333,49.7333333333333,18,5,12.3333333333333,41.5,1.66666666666667,1.66666666666667,100,3.66666666666667,42,248.333333333333,0,1,NA
2022-09-11,"ATL","NO",14.6666666666667,25,58.5666666666667,192.666666666667,7.6,13.5,1.33333333333333,0.666666666666667,1.33333333333333,9.66666666666667,89.7,10,32.6666666666667,139.333333333333,4.4,1.33333333333333,7.33333333333333,19.6666666666667,54.3333333333333,37,17.3333333333333,1,3.66666666666667,1.33333333333333,0,0,0.333333333333333,0,7,0,7.66666666666667,1.66666666666667,1.66666666666667,100,25.6666666666667,2.66666666666667,2.66666666666667,100,2,42,18.2333333333333,0,20,2,15,10.1,0,14,4,185.333333333333,46.3666666666667,18.6666666666667,4.33333333333333,12,35,0.666666666666667,1.33333333333333,50,9.33333333333333,80.3333333333333,332,0.666666666666667,0.333333333333333,NA
2022-09-11,"CLE","CAR",22,38,59.2,213.333333333333,5.8,9.86666666666667,0.666666666666667,0.333333333333333,0,0,79.5666666666667,11.3333333333333,29,111.666666666667,3.76666666666667,1.33333333333333,6.33333333333333,18.3333333333333,62.6666666666667,42.3333333333333,20.3333333333333,2.66666666666667,18.6666666666667,0.666666666666667,0.333333333333333,1,1,0,3.66666666666667,0,6.66666666666667,1.66666666666667,2.33333333333333,77.8,46,1.66666666666667,1.66666666666667,100,1.33333333333333,24,18.8333333333333,0,19.3333333333333,2,11.6666666666667,5,0,4.33333333333333,3.33333333333333,165,48.5666666666667,20,4.66666666666667,14,33.3,2,3.33333333333333,71.6666666666667,9,80.3333333333333,325,0.666666666666667,0.666666666666667,NA
2022-09-11,"CHI","SF",19,30,63.6666666666667,187,6.36666666666667,10.8,2,0,3,17,107.8,11.3333333333333,30,111.333333333333,3.66666666666667,0.333333333333333,5.66666666666667,15,58,45.6666666666667,12.3333333333333,2.33333333333333,19.6666666666667,0.666666666666667,0,1.33333333333333,0.666666666666667,0.333333333333333,5.66666666666667,0,6.33333333333333,1.33333333333333,1.66666666666667,66.6666666666667,31.3333333333333,2.33333333333333,2.33333333333333,100,2,57.3333333333333,28.6666666666667,0,37,3.66666666666667,29.6666666666667,6.86666666666667,0,23,6.66666666666667,301.333333333333,45.5333333333333,18.6666666666667,3.66666666666667,13.3333333333333,25,0.666666666666667,1,66.6666666666667,4.33333333333333,39.3333333333333,298.333333333333,0.333333333333333,1,NA
2022-09-11,"PIT","CIN",26.3333333333333,36.3333333333333,72.5,239.666666666667,6.63333333333333,9.7,2.33333333333333,0,2,15,112.866666666667,12.6666666666667,20.3333333333333,88.6666666666667,3.8,0,4.33333333333333,16.3333333333333,62,42.6666666666667,19.3333333333333,2.66666666666667,17.6666666666667,0.666666666666667,0,0.666666666666667,0.333333333333333,0,6.66666666666667,0,7.66666666666667,2,2.66666666666667,76.6666666666667,37.6666666666667,1.66666666666667,1.66666666666667,100,2,50.3333333333333,25.5,0,29.3333333333333,1.33333333333333,15.3333333333333,14,0,16.6666666666667,4,183.333333333333,45.8666666666667,18.3333333333333,4.66666666666667,12.3333333333333,37.3,0.333333333333333,1,16.6666666666667,6.33333333333333,52.6666666666667,328.333333333333,0.666666666666667,0.333333333333333,NA
2022-09-11,"DET","PHI",26.6666666666667,44,61.6666666666667,217,4.9,8.83333333333333,1.33333333333333,1,2.33333333333333,15.6666666666667,76.4,14.3333333333333,28.3333333333333,129.666666666667,4.56666666666667,0.666666666666667,7,24,51,33.6666666666667,17.3333333333333,1.66666666666667,8,0,0,0,0,0,3.33333333333333,0,7.66666666666667,2,2.33333333333333,88.9,40.6666666666667,1.66666666666667,1.66666666666667,100,4.33333333333333,119.666666666667,27.8,0,39.6666666666667,2,12.3333333333333,6.6,0,8.66666666666667,2.66666666666667,138,55.8333333333333,23.3333333333333,7.33333333333333,16.3333333333333,45.2,1.66666666666667,2.33333333333333,83.3333333333333,5.66666666666667,49.6666666666667,346.666666666667,-1.33333333333333,0.333333333333333,NA
2022-09-11,"HOU","IND",16.3333333333333,25,63.8,139,5.66666666666667,9.86666666666667,2,1.33333333333333,2,13.3333333333333,84.0333333333333,8,29,123.333333333333,4.23333333333333,0.333333333333333,6.33333333333333,11,68.6666666666667,44.3333333333333,24.3333333333333,4.66666666666667,30.3333333333333,1,0,1.33333333333333,1,0,4,0,5.33333333333333,1,1.66666666666667,66.6666666666667,45.3333333333333,2.33333333333333,2.33333333333333,100,2,42.6666666666667,21.8333333333333,0,24.6666666666667,3.66666666666667,29.6666666666667,8.03333333333333,0,18.3333333333333,5.33333333333333,275,51.2333333333333,17,4.66666666666667,12.6666666666667,36.5333333333333,0.333333333333333,0.333333333333333,33.3333333333333,8.66666666666667,71.3333333333333,262.333333333333,0,0.666666666666667,NA
2022-09-11,"NE","MIA",23.6666666666667,36.6666666666667,64.8666666666667,225,6.1,10.3666666666667,0.666666666666667,1.33333333333333,2.33333333333333,18.3333333333333,73.8,11,21.3333333333333,94,4.43333333333333,0.666666666666667,5,18.6666666666667,61.3333333333333,40.6666666666667,20.6666666666667,2.66666666666667,17.3333333333333,0.666666666666667,0,1.33333333333333,1,0.333333333333333,5,0,5.66666666666667,1.33333333333333,1.66666666666667,83.35,28.6666666666667,1.66666666666667,1.66666666666667,100,2.33333333333333,56.6666666666667,24.5,0,25,3.66666666666667,36,11,0,22.3333333333333,6,285.333333333333,47.5666666666667,17,3.66666666666667,12.3333333333333,29.7333333333333,0.333333333333333,1,33.3333333333333,9.66666666666667,82.6666666666667,319,0,0.333333333333333,NA
2022-09-11,"NYJ","BAL",23,34.6666666666667,66.2333333333333,244.666666666667,7,10.4666666666667,2.33333333333333,1,0,0,95.1666666666667,12.3333333333333,25.3333333333333,92.6666666666667,3.63333333333333,0.666666666666667,5.33333333333333,21.3333333333333,65,41.6666666666667,23.3333333333333,2.66666666666667,15.6666666666667,0.333333333333333,0,1,0.666666666666667,0.333333333333333,2,0,6.33333333333333,1,1,100,39.6666666666667,3.33333333333333,3.33333333333333,100,3,78.3333333333333,25.1,0,37.3333333333333,2.66666666666667,23,9.26666666666667,0,12.6666666666667,4.33333333333333,202.666666666667,46.5,19.3333333333333,4.66666666666667,11.6666666666667,37.9666666666667,0.666666666666667,1,50,6,53.6666666666667,337.333333333333,-0.333333333333333,0.333333333333333,NA
2022-09-11,"JAC","WAS",22.5,40.25,55.775,217.75,5.4,10.225,0.75,1.25,2.5,12.25,65.3,10.5,22,71.75,3.275,0.25,3,23.75,58.5,36.75,21.75,2,15,0.5,0,1,0.75,0,2,0.25,5.75,1.75,2.75,66.675,47.75,0.5,0.5,100,2.25,43.5,19.2666666666667,0,16.5,2.75,17.25,6.75,0,12.5,4.25,197.5,46.475,17,4.5,14.25,28.7,0.75,1.75,37.5,4.5,43.5,289.5,-0.5,0.5,NA
