"Date","Favorite","Underdog","Fav.Comp","Fav.PassAtt","Fav.CompPCT","Fav.PassYds","Fav.PassYPA","Fav.PassYPR","Fav.PassTD","Fav.OINT","Fav.OSCK","Fav.OSCKYDS","Fav.QBR","Fav.P1st","Fav.RushAtt","Fav.RushYds","Fav.RushYPA","Fav.RushTD","Fav.R1st","Fav.PA","Fav.Tckl","Fav.Solo","Fav.AstTckl","Fav.DSck","Fav.DSCKYds","Fav.INT","Fav.INTTD","Fav.FF","Fav.FumRec","Fav.FumTD","Fav.PassDef","Fav.Sfty","Fav.KPts","Fav.FGM","Fav.FGA","Fav.FGPct","Fav.FGLng","Fav.XPM","Fav.XPA","Fav.XPPct","Fav.KR","Fav.KRYds","Fav.KRAvg","Fav.KRTD","Fav.KRLng","Fav.PR","Fav.PRYds","Fav.PRAvg","Fav.PRTD","Fav.PRLng","Fav.Punts","Fav.PuntYds","Fav.PuntAvg","Fav.X1st","Fav.X3rdCon","Fav.X3rdAtt","Fav.X3rdPct","Fav.X4thCon","Fav.X4thAtt","Fav.X4thPct","Fav.Pen","Fav.PenYds","Fav.TotYds","Fav.PlusMinus","Fav.FUML.turnovers","Fav.PF"
2020-10-04,"ARI","CAR",25,37.6666666666667,66.3666666666667,256.666666666667,6.86666666666667,10.5,1.33333333333333,1.66666666666667,2,5.33333333333333,79.5666666666667,13.6666666666667,31.6666666666667,149.666666666667,4.66666666666667,1.66666666666667,10.3333333333333,20.3333333333333,53.6666666666667,40.6666666666667,13,3.66666666666667,26,0,0,0.666666666666667,0.666666666666667,0,2.66666666666667,0,7.66666666666667,1.66666666666667,2.33333333333333,77.7666666666667,53,2.66666666666667,3,88.9,2.33333333333333,47,20.6,0,24.6666666666667,1.33333333333333,4.33333333333333,3.25,0,4,3.33333333333333,160,47.7,26.3333333333333,6,13.6666666666667,43.7333333333333,1,1,66.6666666666667,9,79,406.333333333333,-1,0,25.6666666666667
2020-10-04,"IND","CHI",24.6666666666667,32,76.7666666666667,264.666666666667,8.43333333333333,11.2333333333333,1,1,1,5.66666666666667,101.433333333333,13.6666666666667,31,119.333333333333,3.86666666666667,1,7.33333333333333,15,48,36,12,3,19.3333333333333,2,0.666666666666667,0,0,0,5,0.666666666666667,10.6666666666667,2.66666666666667,3.33333333333333,77.8,41.3333333333333,2.66666666666667,2.66666666666667,100,2,41.6666666666667,17.1666666666667,0,24.3333333333333,2,21.3333333333333,11,0,9.33333333333333,2,87.3333333333333,43.65,24,3.33333333333333,11,30.2,1,1.66666666666667,77.7666666666667,6,71,384,1,0,28
2020-10-04,"CIN","JAC",30.3333333333333,47,65.0333333333333,238,5.1,9,1.66666666666667,0.333333333333333,4.66666666666667,35.6666666666667,87.4,17.6666666666667,23.3333333333333,79.3333333333333,3.3,0.333333333333333,4.66666666666667,24.6666666666667,70,39.3333333333333,30.6666666666667,1.66666666666667,6.66666666666667,1,0,0.333333333333333,0,0,4.33333333333333,0,10,2.66666666666667,3,88.9,47,2,2,100,1.66666666666667,56.6666666666667,35.6666666666667,0,38,2,22,11.9,0,13.6666666666667,5,242,48.8666666666667,24.3333333333333,5.66666666666667,15,36.8,1.66666666666667,1.66666666666667,33.3333333333333,6.66666666666667,54,317.333333333333,0,0.666666666666667,22
2020-10-04,"DAL","CLE",32,48.3333333333333,66.1333333333333,383.333333333333,7.83333333333333,12.2,1.66666666666667,0.666666666666667,2,12.6666666666667,97.0333333333333,18,26.3333333333333,107.333333333333,3.96666666666667,2,7.66666666666667,32.3333333333333,67.3333333333333,42.6666666666667,24.6666666666667,2,10.6666666666667,0.333333333333333,0,0.333333333333333,0,0,3.66666666666667,0,7.33333333333333,1.66666666666667,2,83.3333333333333,40.6666666666667,2.33333333333333,3,77.7666666666667,2.66666666666667,51.3333333333333,15.0666666666667,0,19.3333333333333,2,18.6666666666667,10.4333333333333,0,14,2.66666666666667,112.666666666667,42.7666666666667,28,5.66666666666667,13.3333333333333,41.8333333333333,1,2.33333333333333,44.4333333333333,8,61.3333333333333,490.666666666667,-1.33333333333333,1.33333333333333,29.3333333333333
2020-10-04,"NO","DET",24.6666666666667,35,70.1,258.666666666667,7.3,10.7666666666667,2,0.333333333333333,1,7.33333333333333,106.733333333333,13.6666666666667,24.3333333333333,105.333333333333,4.8,1,6,31.3333333333333,60,42.6666666666667,17.3333333333333,2.33333333333333,16.6666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0,3,0,9.33333333333333,2,2,100,35,3.33333333333333,3.33333333333333,100,1.66666666666667,47.3333333333333,29,0,21.6666666666667,1.66666666666667,24.3333333333333,14.4,0,10.6666666666667,4,162.666666666667,39.5333333333333,21.6666666666667,5.66666666666667,12.3333333333333,47.4666666666667,0.333333333333333,0.666666666666667,33.3333333333333,8,110.333333333333,364,0.666666666666667,0.333333333333333,29.3333333333333
2020-10-04,"HOU","MIN",21.3333333333333,31.6666666666667,67.4333333333333,242,7.73333333333333,12.5,1.33333333333333,1,4.33333333333333,22,94.9,13.3333333333333,18,66,3.43333333333333,1,3.66666666666667,31.6666666666667,66,46.3333333333333,19.6666666666667,2.33333333333333,18,0,0,0.333333333333333,0,0,2.66666666666667,0,5,1,1.33333333333333,50,15,2,2,100,2.33333333333333,46.6666666666667,19.3333333333333,0,22.3333333333333,1.66666666666667,15.3333333333333,11.5666666666667,0,12.3333333333333,4,184.666666666667,45.4,17.3333333333333,4,10.3333333333333,38.3333333333333,0.333333333333333,0.666666666666667,33.3333333333333,4.33333333333333,36,308,-1.33333333333333,0.333333333333333,19
2020-10-04,"SEA","MIA",26.3333333333333,34.3333333333333,77.0333333333333,289.666666666667,8.56666666666667,11.9333333333333,4.66666666666667,0.333333333333333,3,18.6666666666667,135.3,13.6666666666667,25.3333333333333,118.333333333333,4.6,0.333333333333333,6.66666666666667,28.6666666666667,62.3333333333333,44.6666666666667,17.6666666666667,1.66666666666667,9,1.33333333333333,0,0.666666666666667,0.666666666666667,0,6.33333333333333,0.333333333333333,5.66666666666667,0.333333333333333,0.333333333333333,100,14,4.66666666666667,4.66666666666667,100,2.33333333333333,52.6666666666667,21.4,0,28.3333333333333,1,11.6666666666667,11.6666666666667,0,11.6666666666667,5,258,50.8333333333333,22.3333333333333,3.66666666666667,9.66666666666667,38.2333333333333,0.666666666666667,0.666666666666667,66.6666666666667,6.66666666666667,48,408,1.33333333333333,0.333333333333333,37
2020-10-04,"TB","LAC",23.6666666666667,36.3333333333333,65.1333333333333,242,6.63333333333333,10.5666666666667,2,1,1.66666666666667,9,91.5,11,24.3333333333333,92,3.83333333333333,1.33333333333333,5.66666666666667,20.3333333333333,63,42.6666666666667,20.3333333333333,4,27,1.33333333333333,0,1,0.666666666666667,0,4.33333333333333,0.333333333333333,6.66666666666667,1.33333333333333,1.66666666666667,83.3333333333333,38,2.66666666666667,3,88.9,0.666666666666667,5.66666666666667,8.5,0,5.66666666666667,1.66666666666667,7,2.33333333333333,0,4.33333333333333,4.66666666666667,207.666666666667,44.3333333333333,20,6,13.3333333333333,44.6666666666667,0.666666666666667,0.666666666666667,66.6666666666667,7.66666666666667,70.3333333333333,334,0.333333333333333,0.666666666666667,27.3333333333333
2020-10-04,"BAL","WAS",18,26,69.8,172.333333333333,6.76666666666667,10.4333333333333,1.66666666666667,0,3.33333333333333,22.6666666666667,112.533333333333,10.6666666666667,29.3333333333333,166.333333333333,5.8,1,8.66666666666667,18.6666666666667,62.3333333333333,40,22.3333333333333,2,14.3333333333333,0.666666666666667,0,1.66666666666667,1.33333333333333,0.333333333333333,4.66666666666667,0,10.3333333333333,2.33333333333333,2.33333333333333,100,43.3333333333333,3.33333333333333,3.33333333333333,100,2.33333333333333,79.3333333333333,36.6,0.333333333333333,50.6666666666667,1.33333333333333,16.6666666666667,12.3333333333333,0,13.6666666666667,2.66666666666667,122,45.9,20.6666666666667,4.66666666666667,11.3333333333333,41.1666666666667,0.666666666666667,1,33.3333333333333,5.33333333333333,44,338.666666666667,1.33333333333333,0.666666666666667,30.3333333333333
2020-10-04,"LA","NYG",21,30,70.1666666666667,279.333333333333,9.33333333333333,13.7333333333333,1.66666666666667,0.666666666666667,1.33333333333333,8.33333333333333,111.033333333333,14.6666666666667,37,170.333333333333,4.63333333333333,2,11.6666666666667,23.6666666666667,59.6666666666667,40.6666666666667,19,2.33333333333333,19.6666666666667,1,0,0.666666666666667,0.666666666666667,0,3.66666666666667,0,7,1.33333333333333,2,72.2333333333333,31.6666666666667,3,3.33333333333333,93.3333333333333,1,18,18,0,18,0.333333333333333,2.66666666666667,8,0,2.66666666666667,1.66666666666667,79.3333333333333,47.65,27,7.33333333333333,13,57.0666666666667,0.666666666666667,1,66.6666666666667,4,29.3333333333333,449.666666666667,0.333333333333333,0.666666666666667,29.6666666666667
2020-10-04,"BUF","LV",27,38,71,330.333333333333,8.9,13.2666666666667,3.33333333333333,0.333333333333333,2.66666666666667,15.6666666666667,126.733333333333,15.3333333333333,25.3333333333333,103.666666666667,4.26666666666667,0.666666666666667,7.66666666666667,25.6666666666667,58,41.6666666666667,16.3333333333333,2.66666666666667,13.3333333333333,0.666666666666667,0,0.666666666666667,0.666666666666667,0,4.66666666666667,0,7,1,1.66666666666667,75,20.3333333333333,4,4,100,1.33333333333333,34.3333333333333,22.1666666666667,0,23,2.33333333333333,28.6666666666667,11.3,0,11.3333333333333,2.33333333333333,111,50.6666666666667,25.6666666666667,5.66666666666667,11.3333333333333,50,0.666666666666667,0.666666666666667,66.6666666666667,6,63,434,-0.333333333333333,1.33333333333333,31
2020-10-04,"SF","PHI",22,32,69.5,249,7.7,12.1666666666667,1.66666666666667,0.333333333333333,2.66666666666667,19,106.333333333333,13.6666666666667,29.6666666666667,132.666666666667,4.63333333333333,1.66666666666667,5.33333333333333,15.3333333333333,58,37.3333333333333,20.6666666666667,1.66666666666667,8.66666666666667,0.666666666666667,0,1.33333333333333,0.666666666666667,0,5.33333333333333,0,9,2,2.33333333333333,91.6666666666667,50,3,3,100,1.33333333333333,29,19.85,0,15,1,9.66666666666667,9.7,0,4,3,125.666666666667,42.7,21.3333333333333,5.66666666666667,12,46.2333333333333,0,0.666666666666667,0,5.33333333333333,52.3333333333333,381.666666666667,1,0,29
2020-10-05,"KC","NE",27.3333333333333,40.3333333333333,68.7333333333333,292.333333333333,7.2,10.8,3,0,0.666666666666667,7,115.9,17.6666666666667,29,141,4.96666666666667,0.666666666666667,7.33333333333333,20,59.3333333333333,37.6666666666667,21.6666666666667,3.33333333333333,17.6666666666667,0.666666666666667,0,1,0.333333333333333,0,2.66666666666667,0,7.66666666666667,1.66666666666667,2,66.6666666666667,29,2.66666666666667,3.33333333333333,60,1.33333333333333,32.6666666666667,24.6666666666667,0,26,0.666666666666667,7.66666666666667,11.5,0,7.66666666666667,3,138.333333333333,49.1666666666667,26.6666666666667,8,13.6666666666667,59.1333333333333,0.666666666666667,1.33333333333333,66.6666666666667,6,44.3333333333333,433.333333333333,0.666666666666667,0.333333333333333,30.3333333333333
2020-10-05,"GB","ATL",23.6666666666667,35.3333333333333,66.1,288,8.13333333333333,12.7333333333333,3,0,0.666666666666667,7.66666666666667,120,14.6666666666667,31,171.666666666667,5.36666666666667,1.33333333333333,8.66666666666667,28.3333333333333,52.3333333333333,34.3333333333333,18,2.66666666666667,16.6666666666667,0.666666666666667,0.333333333333333,1,0.333333333333333,0,2.66666666666667,0.333333333333333,11.3333333333333,2.33333333333333,2.33333333333333,100,46,4.33333333333333,4.33333333333333,100,1.66666666666667,27.3333333333333,16.6666666666667,0,18,1,2,1.5,0,2,1.66666666666667,68.6666666666667,40.2333333333333,27,5.66666666666667,11.3333333333333,50,1,1.66666666666667,66.6666666666667,5.33333333333333,44.3333333333333,459.666666666667,1,0,40.6666666666667
2020-10-08,"TB","CHI",25.25,38.75,65.15,273.75,6.975,11,2.75,1,1.25,6.75,97.875,13.25,25,97.75,3.95,1,5.75,23,59.5,40.75,18.75,3.5,23.25,1.25,0,1,0.75,0,4,0.25,7,1.25,1.75,75,35,3.25,3.5,91.675,1,18.5,15.1666666666667,0,12.5,2,12,4,0,6.75,4.25,198.5,47.5,22,5.75,12.75,44.875,0.5,0.5,50,7.75,75.25,371.5,0.5,0.5,30
2020-10-11,"ATL","CAR",27,42,63.8,294.25,6.9,11.575,1.75,0.5,2.25,17.25,95.375,16.5,26.25,101.75,3.9,1.25,5.75,34.5,63.75,41.5,22.25,1.75,12.25,0.5,0,1.5,0.75,0,3.25,0,8.5,2.25,2.5,91.675,37.5,1.75,2.5,66.675,1.75,31.75,17.7333333333333,0,16.25,1,10,9.35,0,5.5,3.75,153.25,42.25,24,5.5,14,38.225,1,2.5,37.5,6,55.25,396,0.5,0.25,26.5
2020-10-11,"BAL","CIN",17.25,25.25,68.65,180.75,7.325,11.3,1.75,0.5,2.75,17.5,106.125,10.5,30,160.75,5.475,1.25,8.25,18.25,62.75,41.75,21,2.25,20.75,0.5,0,1.5,1.25,0.25,4.75,0,9.5,2,2,100,44,3.5,3.5,100,1.75,59.5,36.6,0.25,38,1.75,19.5,11.575,0,13.5,2.75,126.75,46.175,20,4.75,11.25,42.25,1,1.25,50,5.25,40.5,341.5,0.75,0.5,30.5
2020-10-11,"HOU","JAC",21,32,65.725,254,8,13.125,1.5,0.75,4,19,98.85,13,20,73.5,3.5,0.75,4,31.5,67.5,45.25,22.25,2.5,16.5,0,0,0.25,0,0,2.5,0,6.5,1.5,1.75,66.6666666666667,23.75,2,2,100,2.25,47.75,20.875,0,24,1.75,15,10.425,0,12.5,4,188.75,46.625,18,3.75,10.75,35,0.5,1,37.5,3.75,30.75,327.5,-1.25,0.5,20
2020-10-11,"KC","LV",25.25,37.5,67.925,276.5,7.375,11.2,2.75,0,0.75,7,115.325,16.25,28,129.25,4.675,0.5,6.75,17.5,60.75,40.25,20.5,3,17.75,1.25,0.25,1,0.5,0,3.75,0,7.75,1.75,2,75,31.5,2.5,3.25,61.675,1,24.5,24.6666666666667,0,19.5,0.75,5.75,7.66666666666667,0,5.75,3.25,164.5,52.075,24.75,7,13,53.45,0.5,1,50,5.5,42.75,405.75,1.25,0.5,29.25
2020-10-11,"ARI","NYJ",24.75,36,69.125,225.75,6.225,9.25,1.75,1.25,1.75,4,88.85,13,29.5,144.5,4.9,1.25,9.25,23,57,41,16,2.75,19.5,0.25,0,0.5,0.5,0,3,0,6.5,1.25,1.75,77.7666666666667,39.75,2.75,3,91.675,1.75,35.25,20.6,0,18.5,1,3.25,3.25,0,3,3.75,171.75,46.125,25,5.25,12.5,41.125,0.75,0.75,50,8,66.5,370.25,-0.75,0.25,24.5
2020-10-11,"PIT","PHI",24.3333333333333,36.3333333333333,66.7333333333333,242.333333333333,6.63333333333333,10.6333333333333,2.33333333333333,0.333333333333333,1.66666666666667,16.6666666666667,105.933333333333,14,30,139.666666666667,4.7,0.666666666666667,6.33333333333333,19.3333333333333,49.3333333333333,38.3333333333333,11,5,37,1.33333333333333,0,0.333333333333333,0.333333333333333,0,4.66666666666667,0.333333333333333,7.33333333333333,1.66666666666667,1.66666666666667,100,31.6666666666667,2.33333333333333,2.66666666666667,88.9,2,56,28.6,0,36.6666666666667,2.33333333333333,21,9.76666666666667,0,14.3333333333333,4.33333333333333,189.666666666667,43.9666666666667,21,6,15,38.1333333333333,1.33333333333333,1.66666666666667,83.3333333333333,5,41.3333333333333,382,0.666666666666667,0.666666666666667,26.6666666666667
2020-10-11,"LA","WAS",22,30.5,72.15,255,8.425,12.3,1.5,0.5,1.5,10.75,109.05,13,33.5,142.25,4.1,1.75,10.5,20,61.25,42.75,18.5,3,22.5,1,0,0.75,0.5,0,4,0,6.5,1.25,1.75,79.175,31.75,2.75,3,95,1.25,27.25,20.375,0,23.75,0.75,6,8,0,4.25,2.5,129.5,50.4333333333333,24,6.75,13,52.425,0.75,1,75,3.25,23.25,397.25,0.25,0.75,26.5
2020-10-11,"SF","MIA",24.5,35.25,69.9,262,7.45,11.775,1.5,0.75,3.25,23.5,100.125,15.25,27.25,128.5,4.925,1.75,5,17.75,56.5,37.5,19,2,11.25,0.75,0,1,0.5,0,5,0,7.25,1.5,1.75,91.6666666666667,37.5,2.75,2.75,100,1,21.75,19.85,0,11.25,1.25,8.75,6.35,0,4.5,3.25,138.5,43.2333333333333,22.25,5.5,11.75,46.05,0,0.75,0,5.5,49.75,390.5,0.25,0.25,26.75
2020-10-11,"CLE","IND",18.25,29,64.375,182.5,6.625,10.65,2,0.5,1.5,9,102.05,11.25,34.75,204.5,5.8,2,10.5,31.5,60,42,18,2.75,21,1,0,1.75,1.5,0,4.25,0,6.5,1,1.25,66.6666666666667,21.5,3.5,3.75,75,1.25,28,25.65,0,15.75,1.25,9.5,8.125,0,9.5,3.25,145,44.325,23.75,4.5,11.25,42.175,0.5,1.5,37.5,6.75,61.5,387,1.5,0.5,31
2020-10-11,"DAL","NYG",34.25,50.75,67.275,407.75,7.95,12.2,2.25,0.75,2.25,14.75,101,20.75,24.25,101.75,4.15,1.75,7.25,36.5,66.75,41.75,25,2,8.25,0.25,0,0.25,0,0,3,0,6,1.25,1.5,83.3333333333333,30.5,2.25,2.75,83.325,3,60.25,16.75,0,21.5,2.5,22,9.825,0,17.25,2.75,117.75,43.15,29.75,5.75,12.75,45,1,2.25,45.825,7.5,62.25,509.5,-1.75,1.5,31.5
2020-10-11,"SEA","MIN",25.75,34.25,75.425,303,8.95,12.7,4,0.5,2.75,18.25,129.575,14.5,25.5,113.25,4.4,0.75,7,27.25,61.5,43.75,17.75,1.5,7.5,1.5,0,0.75,0.5,0,7.75,0.25,6,0.5,0.5,100,24.25,4.5,4.5,100,2.25,48.25,20.425,0,28.5,0.75,8.75,11.6666666666667,0,8.75,4.25,216.5,49.625,23.25,3.75,9.75,38.675,0.5,0.75,50,5,36,416.25,1.25,0.25,35.5
2020-10-12,"NO","LAC",23.25,32.5,71.575,251,7.75,11.3,2,0.5,1.25,10,109.15,14,28.75,120,4.575,1.5,7.75,30.75,55.25,40.75,14.5,2.5,16.25,0.75,0.25,0.25,0.5,0,3,0,8.25,1.5,1.5,100,26.25,3.75,3.75,100,1.75,42.25,23.8333333333333,0,19.75,2,26.5,13.2666666666667,0,13.5,3.5,138.5,37.9,23.5,6.75,12.75,53.45,0.5,0.75,50,7,99.5,371,0.5,0.25,30.75
2020-10-13,"BUF","TEN",26.25,37,70.9,316.25,8.7,12.95,3,0.25,2.25,15.25,124,15,25,93.5,3.85,1,7,25,60.5,42.5,18,2.5,13.5,0.5,0,1.25,1,0,4.25,0,6.75,1,1.5,83.3333333333333,23.75,3.75,4,93.75,1,25.75,22.1666666666667,0,17.25,2,31,20.2,0,18,2.5,118,49.575,24.5,6,11.75,50.95,0.75,0.75,75,5.75,67.5,409.75,0.25,1,30.75
2020-10-18,"CAR","CHI",26,35.4,73.44,281.8,7.96,11.24,1.2,0.6,1.6,10.2,102.66,15.2,27.4,117.8,4.24,1.2,6.2,23.6,59,35.8,23.2,1,6,0.6,0,1,1,0,4,0,9.6,2.6,2.8,90,33.4,1.8,2.2,70,2,50,26.15,0,24.2,1.6,7.8,4.4,0,6,2.4,117.2,48.9,22.8,5.8,11.8,49.38,0.6,1,40,6.2,53.8,399.6,0.6,0.4,24.4
2020-10-18,"IND","CIN",22.2,31.6,69.82,244,7.8,11.44,0.8,1,1,4.8,90.34,12,29.8,105.8,3.62,0.8,6.2,17.6,51.8,37.2,14.6,2.2,14,1.8,0.4,0.2,0,0,5.2,0.4,11.2,3,3.4,86.68,41,2.2,2.2,100,2.6,78.6,24.38,0.2,41.2,2.2,22.6,9.875,0,11.2,2.4,113.6,47.925,21,4.4,12.6,33.82,1,1.6,76.66,6.2,64.6,349.8,0.8,0,25.2
2020-10-18,"DET","JAC",20.75,34.25,60.875,232.25,6.8,12.25,2,0.75,3,22,95.375,13,24.75,101.75,4.1,0.75,5.25,31.75,59.5,40.5,19,1.25,14.75,1,0,0.5,0,0,4.25,0,7.75,1.75,2.25,58.3333333333333,20.75,2.5,2.5,100,1.75,48,27.375,0,28.5,0.5,8.75,17.5,0,8.75,4.25,227,53.375,21,5.75,13.5,42.7,1,1.25,50,6.75,60.5,334,0.25,0,24.75
2020-10-18,"MIN","ATL",17.8,27.8,63.9,215.4,8.02,13.02,1.6,1.4,2.6,11,90.16,11,30.8,160.6,5.26,1.6,9.8,30.4,60.8,43.6,17.2,2.2,11.8,0.6,0,0.8,0.2,0,2.8,0,5.6,1.2,1.6,80,36,2,2,100,2.4,53,22.66,0,25.8,0.8,2.6,4.15,0,2.6,3,128.4,43.1,22.8,4,10.2,39.36,0.6,1.2,33.34,4.8,35.2,376,-1,0.4,26.4
2020-10-18,"NE","DEN",20.5,32,65.475,216.25,6.65,10.625,0.75,1.25,1.75,9.75,78.225,12.5,35,179.75,4.95,1.75,11.25,23,58.25,38,20.25,1.5,10.25,1,0.25,1,1,0.25,3.75,0,6.25,1.25,1.75,62.5,25.25,2.5,2.75,93.75,1.25,29,20.9,0,11.75,1,5.75,5.75,0,5.75,2.5,121,49,26,5.25,12,43.9,1,1.25,66.675,2.75,33.75,396,0.25,0.5,24.25
2020-10-18,"NYG","WAS",22.2,36.4,60.7,203.4,5.58,10.04,0.4,1,3.2,18.8,70.2,12.2,21,79,3.76,0.6,4.6,26.6,62.4,41.2,21.2,2.4,17.6,0.6,0.2,0.8,0.6,0,4.4,0,8.6,2.6,2.8,93.34,40.8,0.8,0.8,100,1.8,37.8,23.45,0,20.8,1.4,16,11.3333333333333,0,9.2,3.2,148.2,49.16,18.8,5.2,12.8,40.2,1.2,1.6,60,4.8,32.8,282.4,-0.6,0.8,16.2
2020-10-18,"BAL","PHI",17.6,27.6,65.2,178.8,6.78,10.94,1.8,0.6,2.4,15.8,99.28,10.4,28.8,160.8,5.72,1,7.8,15.2,63.4,42,21.4,3.2,26.2,0.6,0,1.8,1.4,0.4,4.2,0,9.4,2,2.2,93.34,44.4,3.4,3.4,100,1.6,53.6,34.95,0.2,36.4,2,17.6,9.92,0,12.8,3,136.8,45.8,19.4,5.2,12,43.14,0.8,1.2,40,5,37.4,339.6,1,0.4,29.8
2020-10-18,"PIT","CLE",25,35.75,69.9,239.5,6.675,10.2,2.5,0.25,1.5,14.5,110.8,13.75,30.5,138.75,4.6,1,6.5,21.75,48.75,37.5,11.25,5,36.25,1.5,0,0.25,0.25,0,4.75,0.25,7.5,1.5,1.5,100,34,3,3.25,91.675,2,54,27.45,0,33.5,2.25,18.75,8.825,0,12.25,3.75,163,43.35,22,7.25,15,46.925,1,1.25,62.5,5.75,52.5,378.25,0.75,0.75,29.5
2020-10-18,"TEN","HOU",22.75,33,69.9,245.75,7.675,11.3,2.25,0.25,1,5.25,112.925,14,34,131.5,3.85,1.25,8,22.5,58.5,42.25,16.25,1.25,11.75,1.5,0,1.25,0.75,0,7,0,9.5,2.25,3,75,32.75,2.75,3.25,81.25,2,34.5,20,0,23.5,2,16,7.2,0,13.5,3.25,149.25,45.525,24.25,5.75,12.5,47.625,0.75,0.75,75,4.75,39.5,377.25,2,0,30.5
2020-10-18,"MIA","NYJ",24,34,73.14,260.6,7.92,11.18,1.4,1,1.6,8.2,99.82,13.8,28,104.2,3.8,1.2,7.2,22.6,58.8,37.6,21.2,2.8,21.6,0.8,0,1.2,0.6,0,3.6,0,10.4,2.8,2.8,100,44.6,2,2,100,0.8,10.2,11.8333333333333,0,7.8,1.8,11.2,6.1,0,7.6,3,142.6,47.42,23.6,5.4,12.2,43.8,0.6,0.8,40,4.6,39,364.8,0.6,0,27.2
2020-10-18,"GB","TB",24.5,34.75,70.025,294.75,8.475,12.575,3.25,0,0.75,8.75,126.875,15.25,29.75,150.75,4.875,1,7.5,25.25,56.25,37.5,18.75,3,21.5,0.5,0.25,0.75,0.25,0,3,0.25,10,2,2,100,46.5,4,4.25,93.75,1.75,34,19.25,0,22,1,4.25,4.66666666666667,0,4.25,1.75,71.75,40.3,25.75,5.75,11.25,51.125,1,1.75,62.5,4.75,40.75,445.5,0.75,0,38
2020-10-18,"LA","SF",21.8,30.4,71.72,264,8.74,12.78,1.6,0.6,1.4,10.4,109.58,12.6,33.8,139.6,4.02,1.8,9.8,18,58.8,40.4,18.4,4,26.2,0.8,0,0.8,0.4,0,4.2,0,6.4,1.2,1.6,83.34,31,2.8,3.2,91,1,21.8,20.375,0,19,2,11,6.8,0,5.4,3,144.6,48.075,23.2,6.6,13.4,49.94,0.6,1,60,3.6,30.6,403.6,0,0.6,27.2
2020-10-19,"KC","BUF",24.6,38.6,64.58,287.8,7.44,12.06,2.6,0.2,1.2,7,108.96,16,26.4,119.4,4.54,0.8,6,22,61,40.2,20.8,2.6,14.4,1.2,0.2,0.8,0.4,0,3.8,0,7.4,1.6,1.8,80,31.6,2.6,3.2,69.34,1.2,28.6,24.125,0,20.2,0.8,4.6,5.75,0,4.6,3.6,180.4,51.42,24,6.8,13.2,51.34,0.6,1.2,50,6.4,53,407.2,1,0.4,29.8
2020-10-19,"DAL","ARI",32.2,47.2,68.36,381.4,8.04,12.16,2,0.8,2.2,14.2,100.1,19.6,25.2,106.6,4.18,1.8,7.6,36,64,41,23,2,8.8,0.2,0,0.4,0.2,0.2,2.8,0,7.4,1.6,1.8,87.5,32.4,2.6,3,86.66,2.8,53.8,16.2,0,20.2,2.2,18.2,8.46,0,14.4,2.6,111.6,43.22,29.4,5.6,12,47.12,0.8,1.8,36.66,6.6,54.8,488,-1.6,1.4,32.6
2020-10-22,"PHI","NYG",23.1666666666667,39.3333333333333,59.0666666666667,207,5.36666666666667,10.3833333333333,1.33333333333333,1.5,4.16666666666667,29.5,72.65,11.6666666666667,23.5,122.333333333333,5.5,1.16666666666667,7,29.1666666666667,62.6666666666667,44.1666666666667,18.5,3.5,23.6666666666667,0.333333333333333,0.166666666666667,1,0.5,0,3.33333333333333,0,5.16666666666667,1.16666666666667,1.66666666666667,58.3333333333333,27.5,1.66666666666667,1.66666666666667,100,1.5,27.8333333333333,18.2,0,13.1666666666667,1.66666666666667,7.5,4.28,0,4.83333333333333,4.5,229.166666666667,51.9666666666667,21.3333333333333,6.5,14.3333333333333,44.8,0.5,1.5,22.2166666666667,5.66666666666667,45.3333333333333,329.333333333333,-1.16666666666667,0.5,23.5
2020-10-25,"ATL","DET",26.5,40.8333333333333,64.5,291.166666666667,7.05,11.5833333333333,1.83333333333333,0.5,2.16666666666667,16,96.95,15.6666666666667,27.6666666666667,112,4.2,1,6.33333333333333,30.6666666666667,60.5,39,21.5,1.33333333333333,9.83333333333333,0.833333333333333,0,1,0.5,0,3.83333333333333,0,10,2.66666666666667,2.83333333333333,94.45,42.3333333333333,2,2.5,77.7833333333333,1.83333333333333,37,20.14,0,19.6666666666667,1.33333333333333,13.1666666666667,8.425,0,8.16666666666667,3.33333333333333,136.666666666667,41.55,23.5,6.16666666666667,14.3333333333333,42,1.33333333333333,2.33333333333333,58.3333333333333,5.33333333333333,47.6666666666667,403.166666666667,0.5,0.333333333333333,27
2020-10-25,"CLE","CIN",18.3333333333333,30.3333333333333,61.5,189.333333333333,6.43333333333333,10.9333333333333,1.83333333333333,1,1.83333333333333,10,89.4333333333333,11.3333333333333,32.3333333333333,169.5,5.06666666666667,1.33333333333333,8.5,31.1666666666667,58.1666666666667,39.6666666666667,18.5,2.33333333333333,17.8333333333333,1,0.166666666666667,1.16666666666667,1,0,4.5,0.166666666666667,6.5,1.16666666666667,1.33333333333333,75,22,3,3.16666666666667,83.3333333333333,2.5,52.1666666666667,22.875,0,19.5,1.33333333333333,8.16666666666667,6.75,0,7.83333333333333,3.5,152.5,44.0166666666667,21.5,4.83333333333333,12.3333333333333,39.3,0.5,1.66666666666667,41.6666666666667,6,51.8333333333333,358.833333333333,0.666666666666667,0.333333333333333,27.1666666666667
