"","Date","Time (ET)","Where","Favorite","FavDiv","Underdog","UDDiv","Spread","OULine","FavScore","UDogScore","OT","Differential","Total","OverUnder","SpreadWin","Winner","SpreadWinTeam","WinTeam","Fav.Comp","Fav.PassAtt","Fav.CompPCT","Fav.PassYds","Fav.PassYPA","Fav.PassYPR","Fav.PassTD","Fav.OINT","Fav.OSCK","Fav.OSCKYDS","Fav.QBR","Fav.P1st","Fav.RushAtt","Fav.RushYds","Fav.RushYPA","Fav.RushTD","Fav.R1st","Fav.PA","Fav.Tckl","Fav.Solo","Fav.AstTckl","Fav.DSck","Fav.DSCKYds","Fav.INT","Fav.INTTD","Fav.FF","Fav.FumRec","Fav.FumTD","Fav.PassDef","Fav.Sfty","Fav.KPts","Fav.FGM","Fav.FGA","Fav.FGPct","Fav.FGLng","Fav.XPM","Fav.XPA","Fav.XPPct","Fav.KR","Fav.KRYds","Fav.KRAvg","Fav.KRTD","Fav.KRLng","Fav.PR","Fav.PRYds","Fav.PRAvg","Fav.PRTD","Fav.PRLng","Fav.Punts","Fav.PuntYds","Fav.PuntAvg","Fav.X1st","Fav.X3rdCon","Fav.X3rdAtt","Fav.X3rdPct","Fav.X4thCon","Fav.X4thAtt","Fav.X4thPct","Fav.Pen","Fav.PenYds","Fav.TotYds","Fav.PlusMinus","Fav.FUML.turnovers","UD.Comp","UD.PassAtt","UD.CompPCT","UD.PassYds","UD.PassYPA","UD.PassYPR","UD.PassTD","UD.OINT","UD.OSCK","UD.OSCKYDS","UD.QBR","UD.P1st","UD.RushAtt","UD.RushYds","UD.RushYPA","UD.RushTD","UD.R1st","UD.PA","UD.Tckl","UD.Solo","UD.AstTckl","UD.DSck","UD.DSCKYds","UD.INT","UD.INTTD","UD.FF","UD.FumRec","UD.FumTD","UD.PassDef","UD.Sfty","UD.KPts","UD.FGM","UD.FGA","UD.FGPct","UD.FGLng","UD.XPM","UD.XPA","UD.XPPct","UD.KR","UD.KRYds","UD.KRAvg","UD.KRTD","UD.KRLng","UD.PR","UD.PRYds","UD.PRAvg","UD.PRTD","UD.PRLng","UD.Punts","UD.PuntYds","UD.PuntAvg","UD.X1st","UD.X3rdCon","UD.X3rdAtt","UD.X3rdPct","UD.X4thCon","UD.X4thAtt","UD.X4thPct","UD.Pen","UD.PenYds","UD.TotYds","UD.PlusMinus","UD.FUML.turnovers"
"84",2018-10-14,01:00:00,"Away","CHI","NFC North","MIA","AFC East",-7.5,40.5,28,31,"Yes",-3,59,"O","Underdog","Underdog","MIA","MIA",23.5555555555556,35.4444444444444,67.8,233.222222222222,6.98888888888889,10.6555555555556,1.66666666666667,1,2,12,91.2777777777778,11.7777777777778,27.5555555555556,114.333333333333,4.08888888888889,0.777777777777778,6.55555555555556,20.3333333333333,48.5555555555556,39.1111111111111,9.44444444444444,4.22222222222222,22.8888888888889,1.44444444444444,0.444444444444444,1.11111111111111,0.444444444444444,0,4.11111111111111,0,8.44444444444444,1.88888888888889,2.33333333333333,84.2666666666667,2.44444444444444,2.77777777777778,2.77777777777778,100,1.66666666666667,35.2222222222222,20.625,0,19.6666666666667,2.66666666666667,24.6666666666667,8.725,0,14.2222222222222,3.66666666666667,176.333333333333,48.3444444444444,21.7777777777778,5.33333333333333,13.1111111111111,41.3222222222222,0.555555555555556,1.11111111111111,48.1444444444444,7.66666666666667,70.2222222222222,347.555555555556,-0.222222222222222,0.555555555555556,21.7777777777778,33.3333333333333,66.0666666666667,205.222222222222,6.42222222222222,10.5666666666667,1.55555555555556,1.11111111111111,2.55555555555556,18.7777777777778,88.4777777777778,10.6666666666667,22.3333333333333,98.3333333333333,4.42222222222222,0.555555555555556,4.66666666666667,22.6666666666667,65.3333333333333,38.8888888888889,26.4444444444444,2,12,1.55555555555556,0,0.333333333333333,0.222222222222222,0,4.44444444444444,0,6.33333333333333,1.44444444444444,1.66666666666667,90.2833333333333,0,2,2.11111111111111,95.8375,2.44444444444444,71.6666666666667,31.75,0.111111111111111,34.6666666666667,2.33333333333333,24.7777777777778,10.9714285714286,0.111111111111111,15.7777777777778,5.11111111111111,240.333333333333,47.2111111111111,17.3333333333333,3.33333333333333,12.1111111111111,26.4777777777778,0.666666666666667,1.22222222222222,37.0444444444444,7,56.3333333333333,303.555555555556,0,0.666666666666667
"85",2018-10-14,01:00:00,"Home","MIN","NFC North","ARI","NFC West",-10,43.5,27,17,"No",10,44,"O","Push","Favorite","Push","MIN",28.1111111111111,41,68.1333333333333,264.888888888889,6.46666666666667,10.2,2,0.333333333333333,2.88888888888889,20.3333333333333,100.666666666667,14.3333333333333,24,84.2222222222222,3.4,0.333333333333333,4.55555555555556,21.7777777777778,53.3333333333333,40.5555555555556,12.7777777777778,3.11111111111111,25.3333333333333,0.777777777777778,0.111111111111111,0.888888888888889,0.333333333333333,0.111111111111111,3.77777777777778,0,5.88888888888889,1.33333333333333,2.22222222222222,63.75,0,1.88888888888889,1.88888888888889,100,1.55555555555556,40.4444444444444,26.3,0,22,2.66666666666667,18.6666666666667,7.9375,0,11.3333333333333,4.88888888888889,215.888888888889,43.8333333333333,20.7777777777778,6,14.8888888888889,38.4111111111111,0.555555555555556,1,33.3333333333333,6.11111111111111,50.7777777777778,349.111111111111,0,0.888888888888889,15.1111111111111,26.8888888888889,55.6888888888889,133.444444444444,4.91111111111111,9.88888888888889,0.777777777777778,0.666666666666667,1.77777777777778,11,71.6666666666667,6.44444444444444,21.5555555555556,74.8888888888889,3.47777777777778,0.777777777777778,3.88888888888889,18.6666666666667,64.7777777777778,50.5555555555556,14.2222222222222,3.11111111111111,22.6666666666667,1.22222222222222,0.111111111111111,1.77777777777778,1.66666666666667,0.333333333333333,4.11111111111111,0,4.22222222222222,0.777777777777778,1.22222222222222,73.34,0,1.88888888888889,1.88888888888889,100,1.44444444444444,31.5555555555556,21.82,0,13.6666666666667,1.88888888888889,20,9.15,0,14.3333333333333,6.55555555555556,310,47.8111111111111,11.8888888888889,2.77777777777778,11.5555555555556,23.3666666666667,0.222222222222222,0.444444444444444,22.2222222222222,8,64.2222222222222,208.333333333333,0,0.444444444444444
"86",2018-10-14,01:00:00,"Home","NYJ","AFC East","IND","AFC South",-2.5,47.5,42,34,"No",8,76,"O","Favorite","Favorite","NYJ","NYJ",16.8888888888889,29,58.7444444444444,180.444444444444,6.33333333333333,11.8333333333333,1.22222222222222,1,2.33333333333333,13.4444444444444,79.8777777777778,9.44444444444444,26.5555555555556,106.444444444444,3.62222222222222,0.666666666666667,4.55555555555556,16.8888888888889,58.8888888888889,42.7777777777778,16.1111111111111,2.55555555555556,17.7777777777778,1.33333333333333,0.111111111111111,1.33333333333333,0.666666666666667,0,4.88888888888889,0,7.11111111111111,1.77777777777778,1.88888888888889,96.3,0,1.77777777777778,2,78.5714285714286,1.66666666666667,33.3333333333333,21,0,20.8888888888889,2.22222222222222,36.4444444444444,15.1,0.111111111111111,22.5555555555556,5.33333333333333,259.111111111111,47.9444444444444,15.3333333333333,4.77777777777778,13.3333333333333,35.4222222222222,0.444444444444444,1,24.0777777777778,7.22222222222222,59.4444444444444,286.888888888889,0,0.777777777777778,27.8888888888889,43,64.8333333333333,267.777777777778,6.28888888888889,10.3777777777778,2,0.888888888888889,2.11111111111111,16.6666666666667,90.2222222222222,14,24,78.2222222222222,3.41111111111111,0.333333333333333,4.77777777777778,24.2222222222222,65.7777777777778,44.1111111111111,21.6666666666667,3.11111111111111,19.1111111111111,0.777777777777778,0,1.11111111111111,0.666666666666667,0,4.33333333333333,0,8,2,2.22222222222222,89.2857142857143,0,2,2,100,2,41.8888888888889,18.9222222222222,0,21.6666666666667,1.66666666666667,12.3333333333333,8.75,0,10,4.22222222222222,189.555555555556,45.0444444444444,20.8888888888889,7.33333333333333,15.7777777777778,45.8777777777778,0.888888888888889,1.44444444444444,48.1555555555556,8,72.1111111111111,346,0,0.888888888888889
"87",2018-10-14,01:00:00,"Neutral","SEA","NFC West","LV","AFC West",-3,48,27,3,"No",24,30,"U","Favorite","Favorite","SEA","SEA",19.2222222222222,31.3333333333333,62.5444444444444,212.777777777778,6.77777777777778,12.2666666666667,1.66666666666667,0.555555555555556,3.11111111111111,21.2222222222222,96.0222222222222,9.55555555555556,25.6666666666667,110,4.23333333333333,0.666666666666667,5.66666666666667,23.1111111111111,59.1111111111111,40.4444444444444,18.6666666666667,2.33333333333333,17,1,0,0.444444444444444,0.333333333333333,0.111111111111111,4.77777777777778,0,5.77777777777778,1.22222222222222,1.55555555555556,87.5,0,2.11111111111111,2.33333333333333,91.6625,3,71.5555555555556,23.5375,0,27.2222222222222,2.77777777777778,16.6666666666667,5.24444444444444,0,9.66666666666667,5.66666666666667,266.888888888889,46.9777777777778,17.2222222222222,4.55555555555556,12.8888888888889,33.7222222222222,0.333333333333333,0.777777777777778,27.7777777777778,8.11111111111111,61,322.777777777778,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2018-10-14,01:00:00,"Away","CAR","NFC South","WAS","NFC East",-1,44.5,17,23,"No",-6,40,"U","Underdog","Underdog","WAS","WAS",22.375,34.375,64.75,233.5,6.825,11.075,1.625,0.625,1.75,11,93.425,13,29,135.5,4.6625,1.375,7.75,23.375,53.625,37.125,16.5,1.75,10.875,1.125,0,0.75,0.375,0.125,4,0,7.25,1.5,1.625,85.7142857142857,0,2.75,2.75,100,1.75,35.875,21.36,0,16.625,1.875,18.375,7.0875,0,11.875,4.125,187.375,45.3625,23.25,5.5,12.5,44,0.5,0.75,43.75,6.875,58.25,369,0,0.375,20.875,32.25,64.3,225.25,7.225,12.0875,1.375,0.625,2.625,16.375,96.2125,11.25,27.375,116.875,4.1375,0.625,6,23.125,57.625,37.875,19.75,2,10.5,0.75,0,0.625,0.5,0,4,0,7,1.75,2.125,78.125,0,1.75,1.75,100,2,34.5,17.7571428571429,0,18.625,1.875,15.875,7.44285714285714,0,10,4.375,198.125,45.125,20.375,4.125,12.5,32.5125,0.75,1.5,33.3375,7,59.375,342.125,0,0.625
"89",2018-10-14,04:04:00,"Away","LA","NFC West","DEN","AFC West",-7,50,23,20,"No",3,43,"U","Underdog","Favorite","DEN","LA",20.5555555555556,31,65.5333333333333,230.222222222222,7.14444444444444,11.2222222222222,1.55555555555556,1,1.88888888888889,14.1111111111111,88.2222222222222,11.4444444444444,28.7777777777778,117.111111111111,4.14444444444444,1.11111111111111,6.88888888888889,21.5555555555556,55.5555555555556,34.4444444444444,21.1111111111111,2.11111111111111,13.7777777777778,0.777777777777778,0.111111111111111,0.666666666666667,0.666666666666667,0,5.11111111111111,0,6.44444444444444,1.33333333333333,1.77777777777778,68.3333333333333,0,2.44444444444444,2.55555555555556,96.875,3.33333333333333,77.2222222222222,23.3111111111111,0,27.5555555555556,2.44444444444444,30.7777777777778,9.75555555555556,0,18.5555555555556,3.77777777777778,154.333333333333,43.1666666666667,20.7777777777778,4.88888888888889,12.4444444444444,37.7222222222222,0.333333333333333,0.888888888888889,25.9222222222222,6.66666666666667,56.1111111111111,347.333333333333,0,0.444444444444444,23.4444444444444,36.7777777777778,63.5333333333333,240.333333333333,6.5,10.8777777777778,1.11111111111111,1.11111111111111,2.33333333333333,14.3333333333333,80.8666666666667,11.5555555555556,25.1111111111111,127.222222222222,5.16666666666667,1.11111111111111,7.33333333333333,24.8888888888889,53.2222222222222,39,14.2222222222222,2.55555555555556,17.7777777777778,0.555555555555556,0,0.555555555555556,0.333333333333333,0,4.11111111111111,0.111111111111111,7.66666666666667,1.88888888888889,2,95.2428571428571,0,2,2,100,1.77777777777778,39.8888888888889,23.0714285714286,0,21.2222222222222,2.11111111111111,20.3333333333333,8.77777777777778,0.111111111111111,14,5.11111111111111,225.777777777778,44.6,20.8888888888889,5.33333333333333,13.5555555555556,38.5888888888889,0.333333333333333,0.777777777777778,18.5222222222222,8.44444444444444,76.5555555555556,367.555555555556,0,0.111111111111111
"90",2018-10-14,04:25:00,"Away","JAC","AFC South","DAL","NFC East",-3,39,7,40,"No",-33,47,"O","Underdog","Underdog","DAL","DAL",24,37.6666666666667,64.3555555555556,255.777777777778,6.75555555555556,11.2222222222222,1,1.11111111111111,3.22222222222222,18,82.6222222222222,13.6666666666667,27,113.888888888889,4.3,1,6.22222222222222,15.1111111111111,49.5555555555556,41.3333333333333,8.22222222222222,2.77777777777778,19.4444444444444,0.444444444444444,0.111111111111111,0.555555555555556,0.555555555555556,0.111111111111111,3.55555555555556,0.111111111111111,6.22222222222222,1.44444444444444,1.66666666666667,81.25,0,1.88888888888889,1.88888888888889,100,2.33333333333333,43.1111111111111,19.4555555555556,0,25.4444444444444,2.44444444444444,18.4444444444444,5.61111111111111,0,13,4.33333333333333,179.888888888889,41.4,21.2222222222222,6.22222222222222,14.2222222222222,43.7333333333333,0.888888888888889,1.44444444444444,47.4111111111111,7.77777777777778,75.4444444444444,369.666666666667,0,0.666666666666667,21.3333333333333,34,62.8777777777778,187.111111111111,5.67777777777778,9.91111111111111,0.888888888888889,1,3.11111111111111,19.3333333333333,78.5444444444444,9.44444444444444,24.5555555555556,108.555555555556,4.44444444444444,0.333333333333333,6.22222222222222,20.2222222222222,59.3333333333333,40.6666666666667,18.6666666666667,2.22222222222222,15,0.444444444444444,0,0.777777777777778,0.555555555555556,0,4.55555555555556,0,6.44444444444444,1.77777777777778,2,77.7777777777778,0,1.11111111111111,1.11111111111111,100,1.22222222222222,33.2222222222222,25.84,0,16,2.33333333333333,10.4444444444444,4.2875,0,9.77777777777778,5.33333333333333,241.111111111111,44.7444444444444,17.6666666666667,4.11111111111111,13.3333333333333,30.6222222222222,0.555555555555556,1.11111111111111,50,7.88888888888889,66.6666666666667,295.666666666667,0,0.777777777777778
"91",2018-10-14,04:25:00,"Away","BAL","AFC North","TEN","AFC South",-2.5,43.5,21,0,"No",21,21,"U","Favorite","Favorite","BAL","BAL",22.5,37.6,60.08,234.2,6.16,11.1,1.6,0.6,3,14.7,87.98,12,31,126.7,3.99,1,8.2,14.9,53,38.8,14.2,3.6,26.2,1.4,0.1,1,0.6,0,6.9,0,9.7,2.4,3.1,82.51,3.1,2.5,2.5,100,2,46.3,24.0666666666667,0,25,3.1,23.8,6.15,0,12.9,5.2,241.4,47.61,22.3,5,14.6,33.07,0.8,1,65,6.7,53.9,360.9,0.2,0.6,18.8888888888889,31.2222222222222,60.3444444444444,185.111111111111,5.78888888888889,10.4,1,0.777777777777778,2.33333333333333,15.2222222222222,79.8222222222222,9.77777777777778,26.2222222222222,91.2222222222222,3.44444444444444,0.222222222222222,4.44444444444444,19.5555555555556,61,43.7777777777778,17.2222222222222,2.11111111111111,14.7777777777778,0.666666666666667,0,1.11111111111111,0.333333333333333,0,4.22222222222222,0,6.11111111111111,1.66666666666667,1.77777777777778,96.4285714285714,0,1.11111111111111,1.11111111111111,100,1.66666666666667,50.4444444444444,32.2,0.111111111111111,30.4444444444444,2.22222222222222,15.2222222222222,6.83333333333333,0,11.4444444444444,5.22222222222222,245.222222222222,47.1777777777778,16.6666666666667,5.11111111111111,14.2222222222222,36.2222222222222,0.777777777777778,1.66666666666667,29.6333333333333,7.88888888888889,68.8888888888889,276.333333333333,0,0.444444444444444
"92",2018-10-14,08:20:00,"Home","NE","AFC East","KC","AFC West",-3.5,59.5,43,40,"No",3,83,"O","Underdog","Favorite","KC","NE",23.2222222222222,35.6666666666667,64.3777777777778,215.333333333333,5.95555555555556,9.53333333333333,1.77777777777778,0.888888888888889,1.11111111111111,6.44444444444444,86.7888888888889,10.8888888888889,28.2222222222222,122.666666666667,4.34444444444444,1,7.55555555555556,20.2222222222222,62.4444444444444,37.5555555555556,24.8888888888889,2.33333333333333,16.1111111111111,1,0,0.777777777777778,0.666666666666667,0.111111111111111,4.77777777777778,0,7.22222222222222,1.55555555555556,1.77777777777778,92.6,0,2.55555555555556,2.55555555555556,100,1.88888888888889,38.7777777777778,21.0285714285714,0,20.2222222222222,1.88888888888889,10.1111111111111,3.87142857142857,0,6.11111111111111,4.77777777777778,229.777777777778,47.6333333333333,21.1111111111111,5.11111111111111,13,38.5888888888889,0.444444444444444,0.666666666666667,27.7777777777778,5.55555555555556,52.2222222222222,338,0,0.555555555555556,23.7777777777778,36.6666666666667,65.4555555555555,287,8.06666666666667,12.5666666666667,2.33333333333333,0.555555555555556,1.22222222222222,4.66666666666667,103.711111111111,14.6666666666667,24.3333333333333,92,3.7,0.666666666666667,5.11111111111111,23.1111111111111,52.6666666666667,39.1111111111111,13.5555555555556,2,10.5555555555556,1.11111111111111,0.333333333333333,0.666666666666667,0.333333333333333,0,4.44444444444444,0,8.66666666666667,1.77777777777778,1.77777777777778,100,0,3.33333333333333,3.33333333333333,100,2.11111111111111,49.5555555555556,21.9,0,22.5555555555556,1.88888888888889,30.4444444444444,16.3555555555556,0.111111111111111,29,3.11111111111111,143.111111111111,46.4111111111111,22.3333333333333,5.77777777777778,11.8888888888889,46.9,0.555555555555556,0.777777777777778,29.6333333333333,8.22222222222222,76.8888888888889,379,0,0.111111111111111
"93",2018-10-15,08:15:00,"Home","GB","NFC North","SF","NFC West",-9,46.5,33,30,"No",3,63,"O","Underdog","Favorite","SF","GB",24.2222222222222,41.1111111111111,58.8222222222222,274.444444444444,6.65555555555556,12.3222222222222,2,0.666666666666667,3.44444444444444,23.2222222222222,90.6,13.5555555555556,24,90.8888888888889,3.92222222222222,0.444444444444444,5.77777777777778,23.4444444444444,53.6666666666667,38.5555555555556,15.1111111111111,2.33333333333333,15.1111111111111,0.888888888888889,0.222222222222222,0.777777777777778,0.444444444444444,0,3.11111111111111,0,8,1.88888888888889,2.44444444444444,87.9125,0,2.33333333333333,2.55555555555556,81.25,2.88888888888889,56.3333333333333,18.3,0,19.5555555555556,2.22222222222222,14.2222222222222,4.28888888888889,0,7.11111111111111,4,185.333333333333,46.1,21.7777777777778,6,14.3333333333333,40.6111111111111,0.555555555555556,1.44444444444444,24.0777777777778,8.66666666666667,79.3333333333333,365.333333333333,0,0.777777777777778,22,34.8888888888889,63.3444444444444,251.888888888889,7.21111111111111,12.7,1.22222222222222,1.33333333333333,2.66666666666667,22.5555555555556,84.8,13,27.4444444444444,120.222222222222,4.33333333333333,1,6.77777777777778,25.4444444444444,54.5555555555556,40.2222222222222,14.3333333333333,1.66666666666667,10.7777777777778,0.222222222222222,0.111111111111111,0.666666666666667,0.333333333333333,0,3.77777777777778,0,6.77777777777778,1.77777777777778,1.88888888888889,87.5,0,1.44444444444444,1.55555555555556,92.8571428571429,2.77777777777778,72.1111111111111,24.65,0,33.3333333333333,2.66666666666667,17.1111111111111,5.66666666666667,0,12.5555555555556,4.33333333333333,184.111111111111,42.6333333333333,22.7777777777778,5.44444444444444,12.6666666666667,41.3666666666667,0.666666666666667,1,44.4444444444444,8.33333333333333,75.4444444444444,372.111111111111,0,0.888888888888889
"94",2018-10-18,08:20:00,"Away","DEN","AFC West","ARI","NFC West",-1,42.5,45,10,"No",35,55,"O","Favorite","Favorite","DEN","DEN",23.6,37.2,63.28,246,6.57,11.08,1.2,1.1,2.3,15.4,81.95,11.8,24.3,120.5,5,1,6.9,24.7,54.1,39.6,14.5,2.8,18.7,0.6,0,0.5,0.3,0,4.2,0.1,7.7,1.9,2,95.8375,0,2,2,100,1.8,40.7,23.1875,0,21.6,1.9,18.3,8.77777777777778,0.1,12.6,5,220.1,44.37,21.1,5.1,13.2,37.73,0.3,0.8,16.67,8.2,75,366.5,0,0.1,15.7,27.3,56.89,140.9,5.09,10.04,0.7,0.7,2,13.1,72.24,6.7,21.4,73.4,3.43,0.8,4,19.5,65.3,49.6,15.7,3.2,22.1,1.2,0.1,1.7,1.6,0.4,4.4,0,4.3,0.8,1.2,77.7833333333333,0,1.9,1.9,100,1.6,34.4,21.5166666666667,0,15,2,19.7,8.76666666666667,0,13.9,6.5,307.8,47.83,12.3,2.5,11.4,21.03,0.2,0.6,20,7.7,60.8,214.3,0,0.5
"95",2018-10-21,09:29:00,"Neutral","LAC","AFC West","TEN","AFC South",-6.5,46,20,19,"No",1,39,"U","Underdog","Favorite","TEN","LAC",20.2,30.2,68.03,220.3,7.22,11.53,1.8,0.5,2.2,15.3,104.44,10.9,27.9,133.9,4.84,1,7.4,23.9,52.9,36.5,16.4,2.5,14.5,1,0,0.6,0.5,0,4.7,0,6.6,1.5,1.9,84.2666666666667,0,2.1,2.5,81.4888888888889,2,50.9,26.6666666666667,0,29.5,2.9,29.4,9.66,0.1,23.2,4.3,191.9,44.4,20.3,4.6,12.1,36.82,0.4,0.8,30,7.9,71.4,354.2,0,0.6,18,29.6,60.98,171.7,5.55,10.53,0.9,0.7,3.2,20.3,80.85,9.3,25,87.6,3.49,0.2,4.1,19.7,61.6,43.9,17.7,1.9,13.3,0.7,0,1,0.3,0,4.4,0,5.5,1.5,1.6,96.4285714285714,0,1,1,100,1.6,47.4,30.4571428571429,0.1,29.4,2.1,13.7,6.15,0,10.3,5.6,258.2,46.63,15.7,4.7,13.8,33.6,0.7,1.5,26.67,7.5,65.5,259.3,0,0.4
"96",2018-10-21,01:00:00,"Away","NE","AFC East","CHI","NFC North",-1,48.5,38,31,"No",7,69,"O","Favorite","Favorite","NE","NE",23.3,35.6,64.8,226.5,6.29,10,1.7,0.8,1.2,7.1,89.03,11.2,29.2,127.7,4.37,1.2,8.3,22.2,60.7,36.3,24.4,2.1,14.5,1.1,0,0.7,0.6,0.1,4.8,0,8.4,1.9,2.1,93.34,0,2.7,2.7,100,1.8,37.9,22.15,0,21.2,1.7,9.1,3.87142857142857,0,5.5,4.3,206.8,47.6333333333333,22.1,5.3,13,40.11,0.4,0.7,25,5,47,354.2,0,0.6,23.4,35,68.12,240.2,7.27,11.03,1.8,1,2,12.1,94.4,11.7,27.9,119.3,4.21,0.8,6.7,21.4,51.1,39.9,11.2,3.8,20.6,1.5,0.4,1.1,0.5,0,4.1,0,8,1.7,2.2,75.84,2.2,2.9,2.9,100,1.6,33.3,20.1111111111111,0,19.3,2.5,22.7,8.31111111111111,0,13.3,3.5,166.6,47.46,21.9,5.6,13,43.86,0.5,1.1,43.33,7.5,69,359.5,-0.2,0.7
"97",2018-10-21,01:00:00,"Home","IND","AFC South","BUF","AFC East",-7,43.5,37,5,"No",32,42,"U","Favorite","Favorite","IND","IND",27.4,43,63.7,271.1,6.36,10.65,2.2,1.1,1.9,15,88.98,14.1,23.9,83.1,3.62,0.3,5,26,65.9,44.1,21.8,3,18.5,0.8,0,1.2,0.7,0,4.1,0,8.2,2,2.2,90.625,0,2.2,2.2,100,2,42.7,19.53,0,22.2,1.5,11.1,8.75,0,9,4,179.9,45.19,21.2,7.1,15.4,45.46,0.8,1.4,43.34,8,71.5,354.2,0,0.9,16.6,30.5,54.77,155.9,5.07,10.82,1.1,1.2,4,28.3,68.33,7.9,27.6,113.4,4.17,0.7,6.2,23.6,57.5,42.1,15.4,2.3,12.8,0.7,0,1.6,0.7,0,5.2,0,5.1,1.3,1.5,89.5875,0,1.2,1.3,93.75,1.7,40,22.475,0,20.6,2.4,20.9,8.09,0,12.4,5.8,257.6,44.4,16.5,4.5,14,32.77,0.5,0.9,26.67,8.6,69.8,269.3,0,0.2
"98",2018-10-21,01:00:00,"Home","JAC","AFC South","HOU","AFC South",-3.5,42.5,7,20,"No",-13,27,"U","Underdog","Underdog","HOU","HOU",23.1,36.5,63.69,244.1,6.61,11.09,1,1.1,3.2,17.2,81.44,13,26.1,109,4.23,0.9,5.9,17.6,51.3,42.1,9.2,2.8,18.6,0.4,0.1,0.5,0.5,0.1,3.6,0.1,5.7,1.3,1.5,81.25,0,1.8,1.8,100,2.2,41.9,20.61,0,26,2.4,16.4,4.95,0,12.3,4.5,186.7,41.39,20.1,6,13.9,43,0.8,1.4,42.67,7.4,70.9,353.1,0,0.7,21.2,34.5,60.94,243,6.88,11.99,1.5,1,3,14.9,85.85,12.9,27.4,106.9,3.87,0.5,4.9,18.7,59.5,43.2,16.3,1.7,12.4,1.1,0.1,0.7,0.5,0.1,5.4,0,7,1.7,2.2,78.3333333333333,0,1.9,2,95,2,49.8,24.7857142857143,0,20.9,2.6,19.9,7.93,0,11.6,4.7,204.7,44.18,20.8,4.1,12.4,32.82,0.7,1.2,41.67,7.6,56.2,349.9,0,0.5
"99",2018-10-21,01:00:00,"Away","DET","NFC North","MIA","AFC East",-3,47,32,21,"No",11,53,"O","Favorite","Favorite","DET","DET",24.8888888888889,39.3333333333333,63.4666666666667,233.888888888889,6.05555555555556,10.1222222222222,1.55555555555556,0.888888888888889,2.33333333333333,14.4444444444444,87.4,12.6666666666667,23.3333333333333,94,3.97777777777778,0.777777777777778,5.11111111111111,27.5555555555556,52.3333333333333,39.8888888888889,12.4444444444444,2.11111111111111,15.3333333333333,0.333333333333333,0.111111111111111,0.777777777777778,0.666666666666667,0,4,0,7.11111111111111,1.55555555555556,2.11111111111111,77.7777777777778,0,2.44444444444444,2.44444444444444,100,2.11111111111111,46.8888888888889,24.1714285714286,0,22.3333333333333,2,17,8.58333333333333,0.111111111111111,12.8888888888889,4.55555555555556,212.111111111111,46.5111111111111,20.7777777777778,4.77777777777778,13.2222222222222,35.8111111111111,0.444444444444444,0.888888888888889,29.6333333333333,7,64.6666666666667,327.888888888889,0,0.222222222222222,22.4,34.4,65.82,222.7,6.64,10.87,1.7,1.2,2.3,16.9,89.12,11.1,23.2,104.6,4.5,0.5,4.8,23.2,65,39.3,25.7,2,12.1,1.5,0,0.5,0.4,0,4.3,0,6.8,1.6,1.8,91.6714285714286,0,2,2.1,96.3,2.2,64.5,31.75,0.1,31.2,2.1,22.3,10.9714285714286,0.1,14.2,5,232.5,46.54,17.9,3.8,12.6,28.54,0.6,1.1,33.34,7,57.4,327.3,0,0.7
"100",2018-10-21,01:00:00,"Away","MIN","NFC North","NYJ","AFC East",-3.5,45,37,17,"No",20,54,"O","Favorite","Favorite","MIN","MIN",27.7,40.3,68.38,260,6.46,10.15,1.9,0.4,3,20,99.3,14.1,24.8,95.3,3.67,0.5,4.9,21.3,53.2,40,13.2,3.2,26,0.8,0.1,0.9,0.4,0.1,4,0,6.2,1.4,2.2,67.7777777777778,0,2,2,100,1.5,38.1,24.9714285714286,0,21.5,2.7,19.4,8.02222222222222,0,12.2,4.9,216.8,43.95,20.7,5.9,14.8,38.14,0.5,1,30,6.4,50.9,355.3,0,0.9,17.6,29.1,60.87,189.1,6.59,11.82,1.3,1,2.3,13.4,83.28,9.7,27.5,106.5,3.56,0.6,4.6,18.6,57.2,42.2,15,2.3,16,1.5,0.2,1.3,0.7,0,5.6,0,8.8,2.3,2.4,96.67,0,1.9,2.1,81.25,1.8,36.9,21.2222222222222,0,21.6,2.1,33.4,14.0888888888889,0.1,20.9,4.9,237.5,47.45,15.6,4.9,13.5,35.88,0.4,0.9,21.67,7.2,58.4,295.6,0,0.8
