"Date","Favorite","Underdog","Fav.Comp","Fav.PassAtt","Fav.CompPCT","Fav.PassYds","Fav.PassYPA","Fav.PassYPR","Fav.PassTD","Fav.OINT","Fav.OSCK","Fav.OSCKYDS","Fav.QBR","Fav.P1st","Fav.RushAtt","Fav.RushYds","Fav.RushYPA","Fav.RushTD","Fav.R1st","Fav.PA","Fav.Tckl","Fav.Solo","Fav.AstTckl","Fav.DSck","Fav.DSCKYds","Fav.INT","Fav.INTTD","Fav.FF","Fav.FumRec","Fav.FumTD","Fav.PassDef","Fav.Sfty","Fav.KPts","Fav.FGM","Fav.FGA","Fav.FGPct","Fav.FGLng","Fav.XPM","Fav.XPA","Fav.XPPct","Fav.KR","Fav.KRYds","Fav.KRAvg","Fav.KRTD","Fav.KRLng","Fav.PR","Fav.PRYds","Fav.PRAvg","Fav.PRTD","Fav.PRLng","Fav.Punts","Fav.PuntYds","Fav.PuntAvg","Fav.X1st","Fav.X3rdCon","Fav.X3rdAtt","Fav.X3rdPct","Fav.X4thCon","Fav.X4thAtt","Fav.X4thPct","Fav.Pen","Fav.PenYds","Fav.TotYds","Fav.PlusMinus","Fav.FUML.turnovers","Fav.PF"
2021-09-09,"TB","DAL",22,40,55.3,207,5.2,10.2333333333333,0.666666666666667,1.66666666666667,3.66666666666667,23,60.9333333333333,11.6666666666667,18.6666666666667,32.6666666666667,1.66666666666667,0.666666666666667,2.33333333333333,23,64.6666666666667,42,22.6666666666667,2,16.6666666666667,1.66666666666667,0.333333333333333,1.33333333333333,1.33333333333333,0,4,0,2.66666666666667,0.666666666666667,1.33333333333333,50,28.3333333333333,0.666666666666667,1,66.7,3,50.3333333333333,16.4666666666667,0,24,1.66666666666667,19,11.4333333333333,0,14.6666666666667,5.33333333333333,243.333333333333,46.4333333333333,15.6666666666667,3.66666666666667,13.3333333333333,26.4,0,1,0,5.66666666666667,34.6666666666667,239.666666666667,0,1.33333333333333,NA
2021-09-12,"ATL","PHI",9.33333333333333,20.6666666666667,44.6,82.6666666666667,3.86666666666667,11.0666666666667,0.333333333333333,0.666666666666667,4.33333333333333,25.6666666666667,49.9,4.33333333333333,25,128,5.03333333333333,0.666666666666667,6,26.3333333333333,71,37,34,1.66666666666667,11.6666666666667,0.666666666666667,0,0.333333333333333,0,0,4,0,4,1,1.33333333333333,83.3333333333333,45.3333333333333,1,1,100,4.33333333333333,105.666666666667,24.6,0,31.6666666666667,1.33333333333333,12,7.35,0,5.33333333333333,3.66666666666667,189.666666666667,50.9,11.3333333333333,2.66666666666667,11,24.0666666666667,1,2.66666666666667,30.5666666666667,6.33333333333333,68,210.666666666667,-0.666666666666667,0.666666666666667,NA
2021-09-12,"BUF","PIT",26.6666666666667,40,66.4,227,5.56666666666667,9.16666666666667,1.33333333333333,0,2.66666666666667,19.6666666666667,93.7,12.6666666666667,24,90,3.66666666666667,1.33333333333333,8,10,56.6666666666667,37.3333333333333,19.3333333333333,3.33333333333333,19.6666666666667,1,0,0,0.333333333333333,0,5,0,6.66666666666667,1.66666666666667,1.66666666666667,100,30.3333333333333,1.66666666666667,1.66666666666667,100,2.66666666666667,61.6666666666667,23.5,0,25.3333333333333,3,58.3333333333333,14.4666666666667,0.333333333333333,33.3333333333333,3.66666666666667,155.666666666667,42.0666666666667,21.3333333333333,5.66666666666667,13.3333333333333,42.8666666666667,1.66666666666667,2,83.3333333333333,5.66666666666667,56.6666666666667,317,0.333333333333333,0.666666666666667,NA
2021-09-12,"CAR","NYJ",19.3333333333333,32.3333333333333,58.2666666666667,207.666666666667,6.4,11.6666666666667,1,0,1.66666666666667,9.66666666666667,87.5333333333333,10,23.3333333333333,94.3333333333333,3.86666666666667,0.666666666666667,3.66666666666667,16.6666666666667,64.6666666666667,42.3333333333333,22.3333333333333,1.33333333333333,11.3333333333333,1,0,1,1.66666666666667,0,5,0,8.33333333333333,2.33333333333333,3.33333333333333,65.5666666666667,44.6666666666667,1.33333333333333,1.66666666666667,50,1.66666666666667,40.6666666666667,23,0,25.3333333333333,2.66666666666667,17.3333333333333,6.85,0,5.66666666666667,5,229.333333333333,46.3,15,3.33333333333333,13.3333333333333,24.3,0.666666666666667,1.66666666666667,33.3333333333333,6,36.3333333333333,302,2.33333333333333,0.333333333333333,NA
2021-09-12,"MIN","CIN",17,32.6666666666667,50.9333333333333,172.333333333333,5,10.0666666666667,0,0.666666666666667,1.66666666666667,9,57.5666666666667,7,27.3333333333333,122,4.43333333333333,0.666666666666667,6.66666666666667,24.3333333333333,57.6666666666667,37.6666666666667,20,1,6.66666666666667,1,0.666666666666667,0.333333333333333,0.333333333333333,0,5.33333333333333,0,5,1.33333333333333,2,66.6666666666667,36.3333333333333,1,1,100,3.33333333333333,83.3333333333333,26.3333333333333,0,34,2,11,4.76666666666667,0,8.33333333333333,5.33333333333333,240.666666666667,44.8,15.3333333333333,3.33333333333333,13.3333333333333,25.1,0.333333333333333,1.66666666666667,16.6666666666667,7,58.3333333333333,294.333333333333,0.333333333333333,0.333333333333333,NA
2021-09-12,"SF","DET",14.3333333333333,26.3333333333333,54.1,158,5.93333333333333,11.9666666666667,1,1,2.33333333333333,15.6666666666667,71,7.33333333333333,38,188.333333333333,5,1.66666666666667,10,13,54,36,18,4,24.6666666666667,1,0,0.333333333333333,0,0,4.33333333333333,0.333333333333333,5,1,1,100,19,2,2.66666666666667,66.6666666666667,3.33333333333333,73,22.2333333333333,0,38.3333333333333,3.33333333333333,34,10.2666666666667,0,19,6.33333333333333,317,51.9,19.6666666666667,4.33333333333333,13.6666666666667,31.3,1,1.33333333333333,55.5666666666667,8.33333333333333,72.6666666666667,346.333333333333,-0.666666666666667,0.666666666666667,NA
2021-09-12,"JAC","HOU",33,48,69.8333333333333,328.333333333333,7,10.2333333333333,2.33333333333333,1,2,11,97.6666666666667,16.3333333333333,20,60,3,0.333333333333333,4.33333333333333,20,53,38.3333333333333,14.6666666666667,1,7.33333333333333,0,0,0.333333333333333,0,0,4.66666666666667,0,6,1.33333333333333,2,55.5666666666667,27,2,2,100,2.33333333333333,54.6666666666667,23.4333333333333,0,39,4,29.3333333333333,7.26666666666667,0,14.3333333333333,4,194.333333333333,48.4333333333333,22.6666666666667,7,14.6666666666667,46.4333333333333,0.333333333333333,1,16.6666666666667,6,44.6666666666667,388.333333333333,-1,0,NA
2021-09-12,"SEA","IND",21,32.3333333333333,65.3,153.666666666667,4.76666666666667,8.13333333333333,0.666666666666667,0.666666666666667,2,16.3333333333333,77.2,7.33333333333333,23.3333333333333,89.3333333333333,3.96666666666667,0.333333333333333,5.33333333333333,16.6666666666667,62,42.6666666666667,19.3333333333333,3.66666666666667,21.3333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0.333333333333333,2,0,4.33333333333333,1,1.33333333333333,66.6666666666667,24.3333333333333,1.33333333333333,1.33333333333333,100,2.66666666666667,73,28.1,0,27.6666666666667,1.33333333333333,3,1.5,0,3,3.66666666666667,173.333333333333,47.4666666666667,14.6666666666667,4.33333333333333,13,33.0666666666667,1,2.33333333333333,66.6666666666667,7.66666666666667,59,243,-0.333333333333333,0.333333333333333,NA
2021-09-12,"TEN","ARI",17.6666666666667,26.3333333333333,67.9333333333333,161,6,10.1666666666667,2,0.666666666666667,2.66666666666667,20,104.366666666667,8.66666666666667,38.3333333333333,135.333333333333,3.46666666666667,0.666666666666667,7.33333333333333,11,43.3333333333333,27.6666666666667,15.6666666666667,3,19,1,0,1.66666666666667,0.333333333333333,0.333333333333333,5,0,9,2,2,100,41,3,3,100,2,41.3333333333333,20.6666666666667,0,23,3.33333333333333,45.3333333333333,11.2666666666667,0,26.3333333333333,5,238.333333333333,47.0666666666667,18.3333333333333,4,14.3333333333333,26.5666666666667,1.33333333333333,2,72.2333333333333,8.33333333333333,79,296.333333333333,0.666666666666667,0,NA
2021-09-12,"WAS","LAC",22,36.3333333333333,59.8666666666667,189.333333333333,5.23333333333333,8.83333333333333,0.333333333333333,0.333333333333333,1.33333333333333,3.66666666666667,73.5666666666667,11.3333333333333,27.6666666666667,102.666666666667,3.6,0.666666666666667,7,24,61.6666666666667,38.6666666666667,23,1.33333333333333,6.33333333333333,0,0,0.666666666666667,0.333333333333333,0,2.33333333333333,0,4.33333333333333,1.33333333333333,2.33333333333333,50,27.3333333333333,0.333333333333333,0.333333333333333,100,2.33333333333333,58.6666666666667,24.4666666666667,0,30.3333333333333,1.66666666666667,21.3333333333333,10.65,0,9,5.66666666666667,240.666666666667,41.7,18.6666666666667,6,15,34.9333333333333,0,0.333333333333333,0,2.33333333333333,20.3333333333333,292,-0.333333333333333,0.333333333333333,NA
