"Date","Underdog","Favorite","UD.Comp","UD.PassAtt","UD.CompPCT","UD.PassYds","UD.PassYPA","UD.PassYPR","UD.PassTD","UD.OINT","UD.OSCK","UD.OSCKYDS","UD.QBR","UD.P1st","UD.RushAtt","UD.RushYds","UD.RushYPA","UD.RushTD","UD.R1st","UD.PA","UD.Tckl","UD.Solo","UD.AstTckl","UD.DSck","UD.DSCKYds","UD.INT","UD.INTTD","UD.FF","UD.FumRec","UD.FumTD","UD.PassDef","UD.Sfty","UD.KPts","UD.FGM","UD.FGA","UD.FGPct","UD.FGLng","UD.XPM","UD.XPA","UD.XPPct","UD.KR","UD.KRYds","UD.KRAvg","UD.KRTD","UD.KRLng","UD.PR","UD.PRYds","UD.PRAvg","UD.PRTD","UD.PRLng","UD.Punts","UD.PuntYds","UD.PuntAvg","UD.X1st","UD.X3rdCon","UD.X3rdAtt","UD.X3rdPct","UD.X4thCon","UD.X4thAtt","UD.X4thPct","UD.Pen","UD.PenYds","UD.TotYds","UD.PlusMinus","UD.FUML.turnovers","UD.PF"
2019-09-08,"ARI","DET",23.25,37.25,62.7,233.25,6.2,10.675,1.25,0.5,2.25,14.25,87.275,10,19.75,80.25,4.1,0.25,3.5,21.5,58,42,16,2,12.25,1,0,1,0.25,0,3.75,0,5.75,1.5,1.5,100,36.75,1.25,1.25,100,2,47.75,26.7333333333333,0,20.75,2.5,15.5,5.375,0,12,5.5,258,47.125,16,3.75,12.75,28.125,0.25,0.75,25,11.5,89.25,313.5,0.25,0.5,NA
2019-09-08,"NYG","DAL",24.75,38.75,65.35,305.5,8.15,13.1,2.25,0.75,2.25,13.75,104.35,13,25.25,87.5,3.3,1,6.25,21.75,57.75,37.75,20,3.25,21,0.75,0.25,0.75,0.75,0,5,0.25,6.25,1.25,1.25,100,35.75,2.5,2.5,100,2,56.75,28.8,0,28.25,3.5,41,11.125,0.25,30.5,3.75,155.75,41.325,20.25,7,14.5,47.775,0.75,1.75,25,7.75,76,393,-0.25,1,NA
2019-09-08,"SF","TB",17.25,28.25,58.325,180.75,6.175,11.275,1.25,1.25,1.5,8.75,73.275,8.75,31.75,140.25,4.425,1.5,8,17,49.25,39.5,9.75,3.75,20.25,0.75,0,0.25,0.25,0,4.25,0,6.5,1.25,1.25,100,38,2.75,2.75,100,1.75,57.25,35.925,0,38.75,2.25,12.25,4.5,0,7.25,4.25,210.75,50.625,19,5,12.5,38.3,0.25,1,8.325,10.5,96,321,-0.5,0.25,NA
2019-09-08,"PIT","NE",18.5,31.75,58.425,208.75,6.65,12.225,1.75,1,2,16.5,86.25,10.25,23.75,90.25,3.5,0.25,4.5,16.5,62.5,43.75,18.75,5,33,0.5,0,2.25,1.5,0.25,5.5,0.25,7,1.75,2,91.675,43.25,1.75,2,87.5,2,43.25,21.2333333333333,0,19,3.5,39.75,11.075,0,24.5,5.25,244,46.95,17,5,13.5,37.6,0.25,0.5,12.5,7.5,56.25,299,0.5,0.5,NA
2019-09-09,"HOU","NO",19.5,33.5,56.825,183,5.2,10.15,1,1.75,3.5,18.75,60.95,10.25,27.5,122,4.425,0.75,6.5,26.75,55.75,35.25,20.5,0.75,5.25,0.75,0,0.75,0.75,0,3.5,0,6,1.5,1.5,100,34.5,1.5,1.75,88.9,2.5,60,23.825,0,28.5,3.75,24.25,6.4,0,14.25,5,215.5,41.9,18.25,4.5,13.5,34.05,0.75,1.75,33.325,8,83,305,-1.5,1.25,NA
2019-09-09,"OAK","DEN",25.3333333333333,33.6666666666667,76.7666666666667,240.666666666667,7.56666666666667,10.1666666666667,1.33333333333333,0.666666666666667,2,12,104.966666666667,12.6666666666667,35,128.666666666667,3.76666666666667,1,6.33333333333333,15.3333333333333,44.3333333333333,31.6666666666667,12.6666666666667,2.33333333333333,17.3333333333333,0,0,0,0,0,3,0.333333333333333,6,1.33333333333333,1.66666666666667,87.5,22.6666666666667,2,2,100,1,15.6666666666667,15.7,0,6.33333333333333,4.33333333333333,16.3333333333333,3.8,0,7.66666666666667,5.66666666666667,263,46.9,21.3333333333333,5.66666666666667,15,39.7333333333333,1.33333333333333,1.66666666666667,58.3333333333333,8,77.6666666666667,369.333333333333,-1,0.333333333333333,NA
2019-09-12,"TB","CAR",23,38,60.84,219.6,5.64,10.82,1.2,1.2,4.4,31.6,76.46,12.2,26.8,93.4,3.52,0.6,5.8,20.4,50.6,34.8,15.8,3,24.6,0.8,0.2,0.8,0.8,0,4.6,0,6.2,1.6,1.8,93.34,42,1.4,1.4,100,3.6,66,18.1,0,22,1.4,10,5.56666666666667,0,5.6,5,208.8,39.2,21.4,6.2,14.6,42.68,0.8,1.4,35,9.8,88.2,313,-0.2,0.6,17
2019-09-15,"ARI","BAL",24.4,40.6,60.9,241.6,5.98,10.66,1.4,0.6,2.8,18,84.86,11.2,20.4,86.6,4.26,0.2,3.4,22.6,60.2,43.4,16.8,2.2,14.6,0.8,0,1.2,0.6,0,3.8,0,7.2,2,2,100,37.8,1.2,1.2,100,2.4,55.4,25.425,0,23,2.6,16,5.5,0,11.2,6,282.4,47.2,17,4.8,14.6,30.68,0.2,0.6,20,10.6,78.4,328.2,0.4,0.4,27
2019-09-15,"SF","CIN",17.4,28,60,176.2,6.12,10.86,1.2,1.2,1.4,8.6,74.66,8.4,31.8,131.8,4.16,1.2,7.6,17,50.2,39.4,10.8,3.6,20.2,1.2,0.4,0.6,0.4,0,5.2,0,7.4,1.6,1.8,95,39.8,2.6,2.6,100,1.4,45.8,35.925,0,31,1.8,9.8,4.5,0,5.8,3.8,186.8,49.6,18.6,5,12.6,38.34,0.2,0.8,6.66,10.6,94.2,308,0,0.4,31
2019-09-15,"DET","LAC",18,32.2,54.42,207.6,5.76,13.64,1.2,0.4,4.6,37,81.8,10,24,88.2,3.8,0.6,3.8,26.4,59,48.4,10.6,1.8,12.6,0.8,0,0.8,0.6,0.2,7,0.2,5.4,1.2,1.4,80,40.4,1.8,1.8,100,3.4,79.8,23.46,0,37.6,3.4,18.8,5.5,0,11.4,7.4,313.6,42.32,16,2.6,13.2,18.28,0.4,1.2,13.34,8.6,76.6,295.8,0.2,0.8,27
2019-09-15,"MIN","GB",18.8,27,70.54,198.8,7.72,11.32,1.6,0.6,1,5.2,107.86,11.8,34.4,169,5.18,1.6,7.6,18.4,52.6,39.2,13.4,1.8,15.4,0.8,0.2,0.6,0.4,0,5.4,0,5.2,0.8,1.4,58.3333333333333,15.6,2.8,2.8,100,2.8,66.6,22.825,0,24,1.4,8.6,4.05,0,5.6,4,182,44.54,21.8,6,12.6,49.12,0.8,0.8,60,8,80.8,367.8,0.4,0.2,28
2019-09-15,"JAC","HOU",19.6,34.2,56.8,172,4.96,8.86,0.8,0.8,2.8,13.2,67.86,8.2,20,86.4,4.34,0.4,3.8,29.2,54.2,43.6,10.6,0.8,3.8,0.4,0,0.2,0.2,0,2.6,0,3.8,1,1.2,75,24.8,0.8,0.8,100,3.6,76.2,20.6,0,25.2,2.2,13.8,5.625,0,10.4,6,266.2,44.98,14.4,3.6,13.4,26.86,0.4,1.6,16.66,10.2,97.6,258.4,-0.8,0.6,26
2019-09-15,"MIA","NE",18.8,31.4,60.88,203.2,6.62,11.46,1,0.8,2.4,11.6,82.62,10.8,26.4,88.2,3.26,0.8,5,24.4,60.6,37.8,22.8,2.8,14.8,0.2,0,0.8,0.4,0,2.6,0,8,2.2,2.2,100,48.6,1.4,1.6,87.5,2.6,48,18.05,0,17.8,3,8.2,3.36,0,5.8,4.8,233,48.34,19.2,4.6,13,36.18,0.2,0.4,20,9,75.2,291.4,-0.6,0.4,10
2019-09-15,"NYG","BUF",26.4,40.6,66.04,308.2,7.84,12.44,2,0.6,2,11.8,102.36,13.6,23.6,100.2,4.42,1,6.6,24.4,57.4,37.8,19.6,2.6,16.8,0.6,0.2,0.6,0.6,0,4.6,0.2,6,1.2,1.2,100,34.2,2.4,2.4,100,2,54.6,27.35,0,28.2,3.2,34.2,9.6,0.2,25.4,3.8,157.8,41.36,21.2,6,13.8,41.86,0.8,2,26.66,7.8,74.8,408.4,-0.6,1.2,17
2019-09-15,"SEA","PIT",12.4,22.4,54.28,143.4,6.42,14.32,1,0.2,2.2,19,92.62,6.6,30.4,123.6,3.96,1,6.4,17.8,66.6,43,23.6,2.4,15.2,0.4,0.2,1.2,0.8,0,3.8,0.2,6.8,1.6,1.8,91.675,41,2,2.2,93.34,3.2,64,20.12,0,28.4,1.6,8.6,4.425,0,4.8,5.6,257,45.76,15.2,4.6,12.8,34.96,0.4,0.6,13.34,9.8,91,267,0.8,0.2,21
2019-09-15,"IND","TEN",23.4,35.8,66.22,230.2,6.46,10.62,1,0.8,2.6,18.4,86.8,12,27.2,116.6,4.2,0.8,6.8,21.6,51,37,14,2.8,19.8,0.4,0,0.8,0.8,0,3.2,0,6,1.6,2.4,70,42.8,1.2,1.4,90,2.4,52.8,22.04,0,28,2,7.6,5.06,0,8,4.4,193.8,43.28,20.6,5.2,14,37.62,1,2,46.66,8.4,72,346.8,-0.2,0.6,24
2019-09-15,"WAS","DAL",17.6,30.6,56.12,198.2,6.28,11.94,1.2,0.8,2.2,14.2,78.3,8.4,21.4,70.2,3.18,0.2,2.6,22.4,62,42,20,1.2,5.2,0.2,0.2,0.8,1,0,4.8,0,5.6,1.4,1.6,75,26.2,1.4,1.6,90,2.8,57.2,20.7,0,26.2,1.4,15.6,10.9,0,12.8,5.8,284.4,50,12.4,3.6,12.6,27.08,0.4,0.6,20,8.8,75.4,268.4,-0.4,0.8,27
2019-09-15,"OAK","KC",24.5,31.75,78.725,245.25,8.175,10.575,1.25,0.5,1.5,9,108.975,12.25,33.25,121,3.7,1.25,6.75,15.5,49,32.25,16.75,2.5,17.75,0,0,0.25,0,0,3,0.25,6,1.25,1.5,91.6666666666667,24.25,2.25,2.25,100,1.25,37,33.1,0,22.75,3.5,14.5,5.1,0,8,5,230.75,46.35,20.75,6.75,14.75,47.65,1,1.25,43.75,8.25,73.75,366.25,-0.75,0.25,24
2019-09-15,"DEN","CHI",20.3333333333333,34.3333333333333,59.5,167.833333333333,4.93333333333333,9.08333333333333,0.666666666666667,1,2.83333333333333,18.5,69.4833333333333,8.83333333333333,25.1666666666667,98.5,3.95,0.5,4.66666666666667,16.1666666666667,54.1666666666667,34.3333333333333,19.8333333333333,1.83333333333333,11.1666666666667,0.5,0,0.5,0.5,0,4.33333333333333,0,6.83333333333333,2,2.33333333333333,88.34,34,0.833333333333333,0.833333333333333,100,1.66666666666667,33.3333333333333,20.825,0,15.3333333333333,3,13.8333333333333,4.74,0,8.33333333333333,5,235.5,46.9666666666667,17,4.66666666666667,14,33.1,0.333333333333333,1.33333333333333,13.8833333333333,7.33333333333333,62.8333333333333,266.333333333333,-0.333333333333333,0.333333333333333,16
2019-09-15,"NO","LA",23.8,35.6,66.74,245,6.7,10.62,1.6,0.6,1.8,11.2,95.28,13,26.2,131.2,5.08,0.4,7,21.6,54.6,35.6,19,2,10,0.6,0,0.2,0.4,0,3.4,0.2,9.4,2.6,3,88.75,36.6,1.6,1.6,100,3.6,83.8,22.2,0,28.8,3,34.6,8.26,0.2,24.8,3.8,185,47.68,22,5.8,12.6,46.04,0,0.4,0,8.6,77.4,376.2,0,0.4,30
2019-09-15,"ATL","PHI",21.6666666666667,36.5,58.9666666666667,197.666666666667,5.45,10.1166666666667,0.666666666666667,0.666666666666667,3.16666666666667,19.5,75.8333333333333,10.6666666666667,28.3333333333333,126.333333333333,4.28333333333333,1.33333333333333,7.33333333333333,21.5,53,32.5,20.5,1.66666666666667,7.66666666666667,0.166666666666667,0,1,0.666666666666667,0,2.66666666666667,0,3.83333333333333,0.833333333333333,1.83333333333333,43.32,22.5,1.33333333333333,1.33333333333333,100,1.83333333333333,39.5,21.9,0,21,3,17.1666666666667,5.9,0,10,5.16666666666667,214.166666666667,41.9666666666667,21,4.16666666666667,13.3333333333333,30.65,0.666666666666667,1.66666666666667,27.7833333333333,11,101.5,324,-0.833333333333333,1.16666666666667,12
2019-09-16,"NYJ","CLE",25.6,35.8,70.62,194.4,5.42,8.06,1.2,0.8,2.2,11,88.78,10.4,25,74.8,3.04,0.2,3.4,17.2,57.2,36.6,20.6,2.2,14.6,0.8,0.4,1.2,1.2,0,3.8,0.2,4.2,1.2,2,68,35.6,0.6,1.6,41.65,1.8,34.2,17.8,0,20.6,3.2,22.8,7.625,0,14.8,5.8,266.8,46.14,16.4,5.6,15.2,35.22,0.4,1,30,8.4,68.4,269.2,0.8,0.4,16
2019-09-19,"JAC","TEN",20.1666666666667,34,58.95,173,5.03333333333333,8.93333333333333,0.833333333333333,0.666666666666667,3,16.8333333333333,72.75,8.5,20.1666666666667,89.1666666666667,4.43333333333333,0.333333333333333,4,26.5,55.5,42.1666666666667,13.3333333333333,1.33333333333333,6.83333333333333,0.333333333333333,0,0.166666666666667,0.166666666666667,0,2.83333333333333,0,4.16666666666667,1.16666666666667,1.33333333333333,80,27.3333333333333,0.666666666666667,0.666666666666667,100,3.16666666666667,66.8333333333333,20.5,0,24.3333333333333,2.5,13,4.96,0,9.66666666666667,6,269.833333333333,45.4833333333333,14.6666666666667,3.5,13.3333333333333,26.2333333333333,0.666666666666667,1.66666666666667,30.55,10,93,262.166666666667,-0.833333333333333,0.666666666666667,19
2019-09-22,"CIN","BUF",29.5,44.1666666666667,66.8166666666667,289,6.5,10.4,1.66666666666667,0.666666666666667,3.33333333333333,18.6666666666667,92.9833333333333,13.3333333333333,18,47.6666666666667,2.46666666666667,0.166666666666667,2.5,25.1666666666667,51,32.3333333333333,18.6666666666667,2.16666666666667,15.5,0.5,0,0.666666666666667,0.833333333333333,0,2.83333333333333,0,5.66666666666667,1.33333333333333,2.16666666666667,69.45,44.6666666666667,1.66666666666667,1.83333333333333,93.34,3.16666666666667,78.5,24.54,0,27,2.83333333333333,27.5,7.88,0.166666666666667,16.5,5,215,43.1166666666667,18,6,15,39.6,0.166666666666667,1.33333333333333,8.33333333333333,7.5,65.3333333333333,336.666666666667,-0.333333333333333,1,18.5
2019-09-22,"MIA","DAL",18.6666666666667,32.6666666666667,58.4333333333333,193,6.11666666666667,11.2666666666667,0.833333333333333,1.33333333333333,3.16666666666667,17,72.3166666666667,10.1666666666667,24.5,80.5,3.18333333333333,0.666666666666667,4.66666666666667,27.5,61.6666666666667,37.6666666666667,24,2.66666666666667,13.8333333333333,0.166666666666667,0,0.833333333333333,0.5,0,2.66666666666667,0,6.66666666666667,1.83333333333333,1.83333333333333,100,40.5,1.16666666666667,1.33333333333333,87.5,2.33333333333333,46.5,22.24,0,21.3333333333333,2.83333333333333,7.66666666666667,3.21666666666667,0,5.66666666666667,5.16666666666667,243.833333333333,47.3833333333333,17.8333333333333,4.16666666666667,13.3333333333333,32.3666666666667,0.5,1,25,8.16666666666667,66.3333333333333,273.5,-1,0.333333333333333,5
2019-09-22,"DEN","GB",22.4285714285714,36.5714285714286,61,184.142857142857,5.02857142857143,8.97142857142857,0.714285714285714,1,2.71428571428571,17.2857142857143,71.4285714285714,10.2857142857143,25,97.2857142857143,3.92857142857143,0.428571428571429,4.71428571428571,16.1428571428571,53.5714285714286,34.5714285714286,19,1.57142857142857,9.57142857142857,0.428571428571429,0,0.428571428571429,0.428571428571429,0,4.42857142857143,0,6.71428571428571,2,2.28571428571429,90.2833333333333,35.2857142857143,0.714285714285714,0.714285714285714,100,1.42857142857143,28.5714285714286,20.825,0,13.1428571428571,3.14285714285714,16.8571428571429,5.41666666666667,0,9.57142857142857,5,230.428571428571,45.9714285714286,18.4285714285714,4.42857142857143,14,31.4285714285714,0.714285714285714,1.57142857142857,26.1857142857143,7.71428571428571,65.4285714285714,281.428571428571,-0.428571428571429,0.285714285714286,15
2019-09-22,"ATL","IND",22.4285714285714,37.4285714285714,59.5142857142857,213.714285714286,5.7,10.3714285714286,1,1,2.85714285714286,18.1428571428571,76.3714285714286,11.2857142857143,26.7142857142857,116.428571428571,4.15714285714286,1.14285714285714,6.71428571428571,21.2857142857143,53.7142857142857,34.2857142857143,19.4285714285714,1.85714285714286,9.14285714285714,0.428571428571429,0,1,0.714285714285714,0,3.14285714285714,0,4.14285714285714,0.857142857142857,1.85714285714286,44.4333333333333,26.4285714285714,1.57142857142857,1.57142857142857,100,1.57142857142857,33.8571428571429,21.9,0,18,3,16.4285714285714,5.62857142857143,0,9.42857142857143,4.85714285714286,200.428571428571,41.5857142857143,20.7142857142857,4,12.8571428571429,30.5571428571429,0.714285714285714,1.57142857142857,38.1,10.8571428571429,95.2857142857143,330.142857142857,-0.714285714285714,1,18
2019-09-22,"BAL","KC",19.6666666666667,31.1666666666667,64.0833333333333,229.5,7.61666666666667,11.85,2.16666666666667,0.333333333333333,1,6.66666666666667,99.0666666666667,10.3333333333333,35,156.5,4.25,0.833333333333333,8.5,10.3333333333333,41.3333333333333,30.8333333333333,10.5,3,15.6666666666667,0.833333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0,4.5,0,11.5,2.83333333333333,2.83333333333333,100,48.1666666666667,3,3,100,1.33333333333333,26.3333333333333,18.9166666666667,0,20.6666666666667,3,29.3333333333333,10.6,0,17.5,3.33333333333333,155.333333333333,48.2,20.6666666666667,6.66666666666667,14.3333333333333,47.5166666666667,1,1.5,44.45,7.16666666666667,60.6666666666667,386,0.833333333333333,0,41
2019-09-22,"OAK","MIN",24.2,33,75.08,231.8,7.48,10.18,1.2,0.8,1.8,11.2,99.4,12.2,30.4,122.6,4.32,1,6.4,18,50.6,35.2,15.4,2.4,15.6,0,0,0.4,0.2,0,2.8,0.2,5.6,1.2,1.4,93.75,25.2,2,2,100,1.2,35.6,32.0666666666667,0,24.2,3.2,13.6,5.08,0,8.6,5.2,237.4,45.88,20.4,6.6,14.6,46.7,1,1.2,55,8,69.4,354.4,-0.8,0.2,17
2019-09-22,"NYJ","NE",25.1666666666667,35,71.2166666666667,190.166666666667,5.43333333333333,8.16666666666667,1,0.666666666666667,2.5,14.5,89.1333333333333,9.66666666666667,24.8333333333333,77.8333333333333,3.18333333333333,0.166666666666667,3.5,18.1666666666667,56.6666666666667,35.1666666666667,21.5,2.33333333333333,15.5,0.833333333333333,0.333333333333333,1,1,0,4.33333333333333,0.166666666666667,4,1.16666666666667,1.83333333333333,73.3333333333333,37.3333333333333,0.5,1.33333333333333,41.65,2,36.8333333333333,17.6166666666667,0,20.5,2.83333333333333,19.8333333333333,7.1,0,13.1666666666667,6,277.166666666667,46.2833333333333,15.8333333333333,5,15,31.7333333333333,0.333333333333333,1.16666666666667,25,9,71.8333333333333,268,0.666666666666667,0.5,9.5
2019-09-22,"DET","PHI",18.6666666666667,31.8333333333333,57.5666666666667,213.833333333333,6.16666666666667,13.2166666666667,1.33333333333333,0.666666666666667,3.83333333333333,30.8333333333333,83.45,10.3333333333333,24.6666666666667,89.1666666666667,3.73333333333333,0.5,4.16666666666667,23.6666666666667,58,45.8333333333333,12.1666666666667,1.66666666666667,11.5,0.833333333333333,0,0.833333333333333,0.666666666666667,0.166666666666667,6.66666666666667,0.166666666666667,4.66666666666667,1,1.33333333333333,66.6666666666667,33.6666666666667,1.66666666666667,1.83333333333333,90,2.83333333333333,66.5,23.46,0,31.3333333333333,3.5,18.5,5.3,0,11.3333333333333,6.83333333333333,290.666666666667,42.6,16.5,2.83333333333333,12.6666666666667,21.9,0.5,1.16666666666667,27.7833333333333,8.5,75.6666666666667,303,0.166666666666667,0.666666666666667,20
2019-09-22,"CAR","ARI",20.8333333333333,36.8333333333333,57.0833333333333,197.666666666667,5.16666666666667,10.5666666666667,0.833333333333333,0.833333333333333,3.66666666666667,28,73.1333333333333,11.1666666666667,22,86.3333333333333,3.85,0.666666666666667,5,19.8333333333333,59.6666666666667,39.3333333333333,20.3333333333333,3.33333333333333,19.5,0.5,0,0.666666666666667,0.333333333333333,0,3.33333333333333,0.166666666666667,7.66666666666667,2.16666666666667,2.5,86.1166666666667,52.5,1.16666666666667,1.16666666666667,100,1.66666666666667,40.6666666666667,25.16,0,22.1666666666667,3.66666666666667,43,10.1166666666667,0,24,5.33333333333333,261.666666666667,48.2666666666667,17.8333333333333,4.16666666666667,13.1666666666667,31.3333333333333,0.5,1.16666666666667,41.6666666666667,6.33333333333333,56.8333333333333,284,-0.833333333333333,0.833333333333333,20.5
2019-09-22,"NYG","TB",26.3333333333333,41.3333333333333,64.6666666666667,297,7.43333333333333,11.9666666666667,1.83333333333333,0.833333333333333,1.83333333333333,11.3333333333333,95.6833333333333,13.6666666666667,23,105,4.75,1,6.66666666666667,25,59,38,21,2.66666666666667,16.6666666666667,0.5,0.166666666666667,0.5,0.5,0,4,0.166666666666667,5.33333333333333,1,1.16666666666667,83.3333333333333,28.5,2.33333333333333,2.33333333333333,100,2,52.1666666666667,25.88,0,27.3333333333333,3.16666666666667,41,12.1666666666667,0.166666666666667,31.1666666666667,4,171.833333333333,42.5333333333333,21.1666666666667,5.5,13.5,39.05,0.833333333333333,2,30.55,7.66666666666667,69,402,-0.833333333333333,1,15.5
