"Date","Favorite","Underdog","Fav.Comp","Fav.PassAtt","Fav.CompPCT","Fav.PassYds","Fav.PassYPA","Fav.PassYPR","Fav.PassTD","Fav.OINT","Fav.OSCK","Fav.OSCKYDS","Fav.QBR","Fav.P1st","Fav.RushAtt","Fav.RushYds","Fav.RushYPA","Fav.RushTD","Fav.R1st","Fav.PA","Fav.Tckl","Fav.Solo","Fav.AstTckl","Fav.DSck","Fav.DSCKYds","Fav.INT","Fav.INTTD","Fav.FF","Fav.FumRec","Fav.FumTD","Fav.PassDef","Fav.Sfty","Fav.KPts","Fav.FGM","Fav.FGA","Fav.FGPct","Fav.FGLng","Fav.XPM","Fav.XPA","Fav.XPPct","Fav.KR","Fav.KRYds","Fav.KRAvg","Fav.KRTD","Fav.KRLng","Fav.PR","Fav.PRYds","Fav.PRAvg","Fav.PRTD","Fav.PRLng","Fav.Punts","Fav.PuntYds","Fav.PuntAvg","Fav.X1st","Fav.X3rdCon","Fav.X3rdAtt","Fav.X3rdPct","Fav.X4thCon","Fav.X4thAtt","Fav.X4thPct","Fav.Pen","Fav.PenYds","Fav.TotYds","Fav.PlusMinus","Fav.FUML.turnovers","Fav.PF"
2019-09-15,"TEN","IND",19,31.2,60.24,203.4,6.62,12.66,2.2,0,3.6,26.6,106.46,10.2,26.6,120.8,4.64,0.2,5.6,15.6,50.6,39.4,11.2,2,16.8,1.4,0.2,0.4,0.2,0,4.2,0.4,5.2,1.2,1.4,75,22,1.6,2.2,70.825,2,41.8,21.74,0,26.4,2,21.8,10.9666666666667,0,10.2,5.8,278.6,47.86,18.8,5,13.2,34.98,0,1,0,8.4,72.6,324.2,1.4,0.2,43
2019-09-15,"DAL","WAS",25,40.2,63.2,257.8,6.72,10.92,1.6,0.4,2.2,15.2,94.22,11.8,24.2,78.2,3.18,0.6,4.4,12.2,53.8,39.6,14.2,2.8,14.2,1.6,0.2,1.4,1,0,5.2,0,5.8,1.2,1.6,68.75,21.6,2.2,2.4,75,1.2,22.4,18,0,15.2,2.6,15.8,7.325,0,10.6,5.8,263.2,44.86,19.8,4.8,14,35.54,0.4,1.4,13.34,9.2,76.6,336,1.4,0.8,35
2019-09-15,"KC","OAK",22.6,36.4,62.72,250.4,7.02,11.42,2,0.4,2,8.6,98.76,11,22.2,99.2,4.46,0.8,6.8,22.8,53.6,36.6,17,2,10.6,1,0,0.8,1,0,4.8,0,7.6,1.6,1.8,80,29.8,2.8,2.8,100,3.8,99,26,0,34.4,2.2,8.4,3.08,0,7.6,4,181.6,46,19.2,5.4,12.4,43.86,1,1,60,8.6,77.6,349.6,0.8,0.8,40
2019-09-15,"CHI","DEN",21,34.2,61.04,191.6,5.58,10.28,0.4,0.4,3.6,24.4,78.38,9.2,20.6,72.8,3.54,0.4,3.8,20.2,53.2,43,10.2,3.6,23.2,0.8,0.2,1,0.8,0.2,4.4,0,7,2,2.4,86.68,43.8,1,1.2,75,2.2,51.2,23.05,0,23.4,2.6,4.8,0.3,0,3.4,6,293.6,49.22,14.2,4.2,13.8,30.48,0.2,0.8,20,8.2,72.2,264.4,0.8,0.4,3
2019-09-15,"LA","NO",20.4,34.2,59.32,194,5.76,9.8,1,0.8,0.4,1.6,75.94,10.6,27.8,100.4,3.5,0.6,5,14.2,58.8,40.4,18.4,2.4,16.4,1.4,0,0.8,0.6,0,5.2,0,5,1.2,1.8,68.75,31.6,1.4,1.4,100,1.2,23.8,20.075,0,17.8,3.4,17.6,5.18,0,10.6,5.8,267,44.82,17.4,5.4,14.2,37.78,0.6,1.2,26.66,10,79.2,294.4,0.8,0.4,30
2019-09-15,"PHI","ATL",18.4,31.8,57,191.4,5.82,10.7,1.4,0.6,1.6,9.6,80.52,7.8,23.2,77,3.08,0.6,5.4,19.2,52.4,42.4,10,2,14.4,0.4,0,1,0.2,0,4,0,3.4,0.6,1,62.5,25.4,1.6,1.6,100,2,43,21.3,0,19.2,2,16.2,5.8,0,8.2,5.2,246.4,47.64,15.6,4.8,12.8,33.82,0.8,1.8,40,9,66.2,268.4,-0.4,0.4,32
2019-09-16,"CLE","NYJ",22.2,38.4,58.06,222,5.8,10.7,1.4,1.2,2.6,19.6,76.9,12.8,20.4,80.2,3.86,0.4,4,20,53.2,43,10.2,4.6,35,0.6,0.2,0.4,0.2,0,3.2,0,6,1.4,1.8,75,26.6,1.8,2.2,81.25,2.4,54.6,19.96,0,23.2,4,44,12.62,0.2,27.2,5.4,249.6,46.14,19,3,12.2,22.6,0.2,1,20,11,106.6,302.2,-0.8,0.4,13
2019-09-19,"TEN","JAC",19,30.6666666666667,61.5166666666667,189.333333333333,6.23333333333333,11.9,2,0,3.66666666666667,28,104.3,9.66666666666667,26.1666666666667,121.333333333333,4.73333333333333,0.333333333333333,6.16666666666667,16.1666666666667,52.1666666666667,40,12.1666666666667,2.16666666666667,18.1666666666667,1.33333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0,4.33333333333333,0.333333333333333,5.16666666666667,1.16666666666667,1.5,70,26.5,1.66666666666667,2.16666666666667,76.66,1.83333333333333,39.1666666666667,22.45,0,26.3333333333333,2,22.5,11.475,0,11.3333333333333,5.83333333333333,280.166666666667,47.8833333333333,18.6666666666667,4.33333333333333,12.6666666666667,30.8166666666667,0,1,0,7.83333333333333,73,310.666666666667,1.5,0.166666666666667,30
2019-09-22,"BUF","CIN",20,31.6666666666667,63.6666666666667,223.5,7.16666666666667,11.9833333333333,1,0.5,1.66666666666667,12.6666666666667,91.45,11.1666666666667,29.1666666666667,133.666666666667,4.65,1.66666666666667,7,17.1666666666667,60.6666666666667,41,19.6666666666667,2.16666666666667,17.3333333333333,1,0.166666666666667,0.666666666666667,0.333333333333333,0,6.5,0,6.5,1.16666666666667,1.5,83.34,34.6666666666667,3,3,100,1,18.8333333333333,18.85,0,8.33333333333333,2.5,33.5,20.1,0.166666666666667,27.8333333333333,4.5,200.833333333333,44.3,20.8333333333333,5.5,12.8333333333333,42.9166666666667,0.333333333333333,0.5,16.6666666666667,8.83333333333333,72.3333333333333,357.166666666667,-0.5,1.33333333333333,22.5
2019-09-22,"DAL","MIA",25.1666666666667,38.5,67.1166666666667,258.333333333333,7.05,10.8166666666667,1.83333333333333,0.5,2,14,99.1,11.8333333333333,25.8333333333333,100.666666666667,3.7,0.666666666666667,5.5,13.6666666666667,52.6666666666667,38.8333333333333,13.8333333333333,2.5,14,1.33333333333333,0.166666666666667,1.16666666666667,0.833333333333333,0,4.83333333333333,0,6,1.16666666666667,1.5,75,22.1666666666667,2.5,2.66666666666667,80,1.16666666666667,20.5,16.6,0,14.5,2.5,13.8333333333333,6.26,0,9.5,5.16666666666667,236.166666666667,45.8,20.6666666666667,5.16666666666667,13.5,40.2166666666667,0.333333333333333,1.16666666666667,11.1166666666667,9,75,359,1,0.666666666666667,33
2019-09-22,"GB","DEN",16.2,28,57.22,154.2,5.54,10.8,1.8,0.2,2.6,18,93.76,9.6,25.8,90.2,3.4,0.4,4,18.2,55.8,41.8,14,2.4,10.8,1.4,0.2,1.4,1,0.2,6,0,4.2,0.6,0.6,100,16.4,2.4,2.6,95,2,43.8,22.0333333333333,0,16.2,1.4,6.4,4.9,0,5,6.4,309.2,48.32,15.8,4.2,12.2,34.64,0,0.4,0,8.6,64.4,244.4,1.2,1,15.5
2019-09-22,"IND","ATL",22.3333333333333,34.5,65.3,212,6.1,10.2833333333333,1.33333333333333,0.833333333333333,2.66666666666667,19.5,88.2,11.3333333333333,28.3333333333333,125,4.31666666666667,0.666666666666667,7.5,20.8333333333333,51.6666666666667,37.3333333333333,14.3333333333333,3,22.3333333333333,0.333333333333333,0,1,0.666666666666667,0,2.83333333333333,0,5.16666666666667,1.33333333333333,2,70,35.6666666666667,1.16666666666667,1.66666666666667,80.55,2.33333333333333,50.3333333333333,21.5333333333333,0,26.8333333333333,2.33333333333333,13.3333333333333,5.96666666666667,0,9.66666666666667,4.5,202.833333333333,44.3333333333333,20.6666666666667,5.5,14,39.6833333333333,1,1.83333333333333,55.55,8.33333333333333,70.8333333333333,337,-0.5,0.666666666666667,21.5
2019-09-22,"KC","BAL",23.8333333333333,37.6666666666667,63.6333333333333,281.333333333333,7.5,11.9833333333333,2.33333333333333,0.333333333333333,2,8.33333333333333,104.166666666667,12.1666666666667,22.1666666666667,87.8333333333333,3.95,0.666666666666667,6,20.6666666666667,53.6666666666667,37.1666666666667,16.5,2.16666666666667,12.1666666666667,1.16666666666667,0,1.16666666666667,0.833333333333333,0,5,0,7,1.33333333333333,1.5,80,24.8333333333333,3,3,100,3.5,88.6666666666667,24.75,0,31.8333333333333,2.83333333333333,15,3.9,0,9.66666666666667,4.16666666666667,184,44.8666666666667,20,5.83333333333333,12.6666666666667,46.0666666666667,0.833333333333333,0.833333333333333,50,8.83333333333333,83.6666666666667,369.166666666667,0.833333333333333,0.833333333333333,34
2019-09-22,"MIN","OAK",18,27.8333333333333,66.0833333333333,202.833333333333,7.6,12.1666666666667,1.5,0.833333333333333,1,5.5,98.7,10.8333333333333,33.1666666666667,173.833333333333,5.53333333333333,1.5,7.66666666666667,18.8333333333333,54.1666666666667,40.1666666666667,14,1.83333333333333,15.8333333333333,0.666666666666667,0.166666666666667,0.666666666666667,0.666666666666667,0,5.16666666666667,0,5,0.833333333333333,1.5,56.25,18.1666666666667,2.5,2.66666666666667,91.6666666666667,2.33333333333333,55.5,22.825,0,20,1.83333333333333,11.3333333333333,4.5,0,7.16666666666667,4.33333333333333,195.666666666667,44.45,20.6666666666667,5.66666666666667,12.6666666666667,46.0666666666667,0.666666666666667,0.666666666666667,50,8,84,376.666666666667,0,0.5,22
2019-09-22,"NE","NYJ",22,31.5,70,262.666666666667,8.28333333333333,12.4333333333333,1.83333333333333,0.333333333333333,2.16666666666667,11.5,110.4,12.8333333333333,33.3333333333333,120.666666666667,3.61666666666667,1.16666666666667,8.5,9.5,47.5,34,13.5,4.33333333333333,32.6666666666667,1.33333333333333,0.333333333333333,0.166666666666667,0,0,7,0,7.33333333333333,1.66666666666667,2.33333333333333,58.3333333333333,27.6666666666667,2.33333333333333,2.66666666666667,94.45,1.33333333333333,30.1666666666667,22.0666666666667,0,13.6666666666667,3.16666666666667,34.6666666666667,10.95,0,15.6666666666667,3.5,160,45.8833333333333,23.6666666666667,7.16666666666667,13.5,53,0.166666666666667,0.666666666666667,8.33333333333333,8.33333333333333,80.5,383.333333333333,0.5,0.5,38
2019-09-22,"PHI","DET",20,34.5,57.2166666666667,199,5.66666666666667,10.4333333333333,1.33333333333333,0.833333333333333,1.83333333333333,11,77.5,8.33333333333333,22.8333333333333,72.3333333333333,2.95,0.666666666666667,5.33333333333333,20,51.5,41.1666666666667,10.3333333333333,1.83333333333333,13.6666666666667,0.833333333333333,0,1,0.166666666666667,0,5,0,3.83333333333333,0.833333333333333,1.16666666666667,70,28,1.33333333333333,1.33333333333333,100,2.5,56.6666666666667,22.04,0,20.8333333333333,1.83333333333333,14.8333333333333,6.24,0,8.16666666666667,5,240.166666666667,48.4166666666667,16,5.5,13.6666666666667,36.5166666666667,1,2,44.45,8.66666666666667,65.1666666666667,271.333333333333,-0.333333333333333,0.5,26
2019-09-22,"ARI","CAR",24.5,40.5,61.1666666666667,256.166666666667,6.35,11.2166666666667,1.16666666666667,0.5,2.83333333333333,18.3333333333333,85.8,11.3333333333333,18.8333333333333,75.5,3.85,0.333333333333333,3.16666666666667,22.6666666666667,61.6666666666667,44,17.6666666666667,2.16666666666667,14.5,0.666666666666667,0,1.16666666666667,0.5,0,4,0,7.5,2.16666666666667,2.16666666666667,100,35.1666666666667,1,1,100,2.66666666666667,56,23.3,0,23,2.33333333333333,13.3333333333333,4.58333333333333,0,9.33333333333333,5.83333333333333,279.833333333333,48.2333333333333,16.6666666666667,4.33333333333333,14,28.6,0.333333333333333,0.666666666666667,33.3333333333333,10.1666666666667,77,331.666666666667,0.333333333333333,0.333333333333333,22
2019-09-22,"TB","NYG",21.8333333333333,35.8333333333333,61.3666666666667,214.5,5.96666666666667,11.1833333333333,1.16666666666667,1,4.16666666666667,29.5,80.95,11.6666666666667,27.5,94.5,3.46666666666667,0.666666666666667,5.83333333333333,19.3333333333333,52.1666666666667,34.8333333333333,17.3333333333333,3,23.8333333333333,0.666666666666667,0.166666666666667,0.833333333333333,0.833333333333333,0,4.66666666666667,0,6.5,1.66666666666667,2,88.9,41.6666666666667,1.5,1.5,100,3,55,18.1,0,18.3333333333333,1.66666666666667,11.8333333333333,5.925,0,6.5,5.16666666666667,223.166666666667,40.8666666666667,20.5,5.5,14.1666666666667,38.35,0.666666666666667,1.16666666666667,29.1666666666667,10.1666666666667,84.5,309,0,0.5,18.5
2019-09-22,"LAC","HOU",20,30.3333333333333,66.2666666666667,222.5,7.31666666666667,11.9,0.833333333333333,1.16666666666667,2.16666666666667,13.6666666666667,81.0833333333333,10.6666666666667,25.6666666666667,134.666666666667,5.21666666666667,1.33333333333333,7.33333333333333,20,60.8333333333333,39.6666666666667,21.1666666666667,1.16666666666667,8.83333333333333,1,0,0.5,0.333333333333333,0,2.83333333333333,0,4.66666666666667,1,1.33333333333333,86.66,32.1666666666667,1.66666666666667,2,83.3333333333333,2,43.6666666666667,22.8333333333333,0,25.8333333333333,1.66666666666667,20.5,9,0.166666666666667,17.8333333333333,3.66666666666667,173.166666666667,48.15,20,5.16666666666667,11.5,45.4833333333333,0.166666666666667,0.833333333333333,4.16666666666667,7.5,65.8333333333333,357.166666666667,-0.333333333333333,0.5,20
2019-09-22,"SF","PIT",17.5,27.6666666666667,61.5333333333333,198.833333333333,7.1,11.9333333333333,1.5,1.16666666666667,1.16666666666667,7.16666666666667,84.25,9.33333333333333,33.5,153,4.5,1.33333333333333,8.5,17,51.8333333333333,38.1666666666667,13.6666666666667,3.66666666666667,20.1666666666667,1.16666666666667,0.333333333333333,0.5,0.333333333333333,0,5.66666666666667,0,8,1.66666666666667,2,90.2833333333333,39.5,3,3,100,1.33333333333333,40.3333333333333,31.34,0,28,1.83333333333333,8.83333333333333,4,0,5.5,3.5,168.166666666667,47.5833333333333,20,5,12,41.2166666666667,0.166666666666667,0.666666666666667,5.55,10.3333333333333,91,351.833333333333,0,0.333333333333333,36
