"Date","Underdog","Favorite","UD.Comp","UD.PassAtt","UD.CompPCT","UD.PassYds","UD.PassYPA","UD.PassYPR","UD.PassTD","UD.OINT","UD.OSCK","UD.OSCKYDS","UD.QBR","UD.P1st","UD.RushAtt","UD.RushYds","UD.RushYPA","UD.RushTD","UD.R1st","UD.PA","UD.Tckl","UD.Solo","UD.AstTckl","UD.DSck","UD.DSCKYds","UD.INT","UD.INTTD","UD.FF","UD.FumRec","UD.FumTD","UD.PassDef","UD.Sfty","UD.KPts","UD.FGM","UD.FGA","UD.FGPct","UD.FGLng","UD.XPM","UD.XPA","UD.XPPct","UD.KR","UD.KRYds","UD.KRAvg","UD.KRTD","UD.KRLng","UD.PR","UD.PRYds","UD.PRAvg","UD.PRTD","UD.PRLng","UD.Punts","UD.PuntYds","UD.PuntAvg","UD.X1st","UD.X3rdCon","UD.X3rdAtt","UD.X3rdPct","UD.X4thCon","UD.X4thAtt","UD.X4thPct","UD.Pen","UD.PenYds","UD.TotYds","UD.PlusMinus","UD.FUML.turnovers","UD.PF"
2020-10-04,"DET","NO",22,35.3333333333333,62.9,246,7,12.3,1.66666666666667,0.666666666666667,3,24.3333333333333,95.7333333333333,13.3333333333333,25.6666666666667,105.666666666667,4.1,0.666666666666667,6,30.6666666666667,56.6666666666667,39.3333333333333,17.3333333333333,1,13.6666666666667,1,0,0.333333333333333,0,0,4.66666666666667,0,9.33333333333333,2.33333333333333,3,58.3333333333333,27.6666666666667,2.33333333333333,2.33333333333333,100,1.66666666666667,47,28,0,29.3333333333333,0.666666666666667,11.6666666666667,17.5,0,11.6666666666667,4.33333333333333,230,53,22,5.33333333333333,13.3333333333333,40.2666666666667,0.333333333333333,0.666666666666667,33.3333333333333,7.33333333333333,64.3333333333333,351.666666666667,0.333333333333333,0,23.3333333333333
2020-10-04,"MIN","HOU",15.3333333333333,26,59.2,193.666666666667,7.46666666666667,13.2,1.66666666666667,2,2.33333333333333,14,76.9666666666667,9.33333333333333,24.3333333333333,146.666666666667,5.76666666666667,1.33333333333333,7.66666666666667,34,66.6666666666667,50.3333333333333,16.3333333333333,1.33333333333333,7.33333333333333,0.666666666666667,0,1,0,0,3,0,4.33333333333333,1,1.33333333333333,83.3333333333333,32.3333333333333,1.33333333333333,1.33333333333333,100,2.66666666666667,62.6666666666667,24.9333333333333,0,29.6666666666667,0,0,NA,0,0,3,126.666666666667,42,19.6666666666667,3,8.33333333333333,37.4,0,0.666666666666667,0,4.66666666666667,28.3333333333333,340.333333333333,-1.66666666666667,0.333333333333333,25
2020-10-04,"MIA","SEA",23,32.3333333333333,74.2333333333333,216.333333333333,6.83333333333333,9.7,1.33333333333333,1,1.66666666666667,10,92.7333333333333,13.3333333333333,28.3333333333333,108,3.83333333333333,1.33333333333333,7.33333333333333,21.6666666666667,65.6666666666667,38.6666666666667,27,2.33333333333333,16,0.333333333333333,0,1,0.666666666666667,0,2.66666666666667,0,6,1.33333333333333,1.33333333333333,100,42.6666666666667,2,2,100,0.666666666666667,10.3333333333333,15.5,0,6.33333333333333,1.66666666666667,12,5.5,0,7.33333333333333,4,192.666666666667,48.0333333333333,23.6666666666667,5.33333333333333,12,43.9666666666667,0.333333333333333,0.666666666666667,33.3333333333333,4.33333333333333,35.3333333333333,324.333333333333,0.333333333333333,0,23.3333333333333
2020-10-04,"LAC","TB",24.3333333333333,37.3333333333333,63.8,274,7.46666666666667,12.1666666666667,0.666666666666667,0.666666666666667,2,9,85.9333333333333,14,35.3333333333333,151.666666666667,4.43333333333333,1,9,19,60,40,20,2,15.6666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0,3,0,7.33333333333333,2,2.33333333333333,91.6666666666667,41.6666666666667,1.33333333333333,1.33333333333333,100,2,51.3333333333333,30.1,0,32.3333333333333,1.66666666666667,6.66666666666667,3.83333333333333,0,6.66666666666667,3.66666666666667,164.666666666667,44.0666666666667,24.3333333333333,7.33333333333333,14.6666666666667,50.1333333333333,0.333333333333333,1.33333333333333,16.6666666666667,6.66666666666667,45,425.666666666667,-1,1,17.3333333333333
2020-10-04,"WAS","BAL",19,33.6666666666667,56.4,188,5.56666666666667,10.9666666666667,1.33333333333333,1,3.33333333333333,20.3333333333333,76.5333333333333,11,27,100,4,1.33333333333333,6,27,61,41.3333333333333,19.6666666666667,4.33333333333333,28,1,0,1.33333333333333,0.333333333333333,0,1.66666666666667,0,4.66666666666667,1,1.33333333333333,83.35,21.3333333333333,1.66666666666667,2,83.35,1,14,14,0,6.66666666666667,3.66666666666667,19,5.6,0,14,5.33333333333333,253.333333333333,47.7666666666667,18.6666666666667,4.66666666666667,13.6666666666667,35.5333333333333,1,1.33333333333333,83.3333333333333,5.66666666666667,45.6666666666667,288,-1,1.33333333333333,20.6666666666667
2020-10-04,"NYG","LA",22.6666666666667,37.6666666666667,59.6666666666667,215.666666666667,5.7,10.2666666666667,0.666666666666667,1.33333333333333,3,17.3333333333333,68.2333333333333,13,17.6666666666667,56.6666666666667,3.36666666666667,0.333333333333333,3,26.3333333333333,65.6666666666667,44,21.6666666666667,2.66666666666667,19.3333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,0,5.33333333333333,0,6.66666666666667,2,2.33333333333333,88.9,37.3333333333333,0.666666666666667,0.666666666666667,100,2,37.6666666666667,21.15,0,17.3333333333333,1.33333333333333,16.6666666666667,12,0,10.3333333333333,3,140.333333333333,50.2,18.3333333333333,5,12.6666666666667,38.8,1.66666666666667,2,83.3333333333333,4,21,272.333333333333,-1.33333333333333,1,12.6666666666667
2020-10-04,"LV","BUF",24.6666666666667,33.3333333333333,74,249.666666666667,7.56666666666667,10.6333333333333,2,0,1.66666666666667,11.6666666666667,115.933333333333,14,29.3333333333333,125,4.43333333333333,1.33333333333333,7.33333333333333,30,56.3333333333333,41.6666666666667,14.6666666666667,1,5.33333333333333,0.666666666666667,0,0,0,0,4.66666666666667,0,9.33333333333333,2,2.33333333333333,88.9,45.6666666666667,3.33333333333333,3.33333333333333,100,1.33333333333333,26.6666666666667,20,0,17.3333333333333,1,14,11.75,0,10.6666666666667,2.66666666666667,113.666666666667,42.2,24.3333333333333,6.33333333333333,12.3333333333333,48.8666666666667,0.666666666666667,0.666666666666667,33.3333333333333,4,31,374.666666666667,-0.666666666666667,1.33333333333333,29.3333333333333
2020-10-04,"PHI","SF",26.3333333333333,44,59.7666666666667,218.666666666667,5,9.46666666666667,1,2,3.66666666666667,27,63.9333333333333,12.3333333333333,26.3333333333333,117.666666666667,4.33333333333333,1,8.66666666666667,29,61,43,18,4,28,0,0,0.666666666666667,0.333333333333333,0,3.33333333333333,0,7.66666666666667,2,2.33333333333333,83.3333333333333,43.3333333333333,1.66666666666667,1.66666666666667,100,1,20.3333333333333,20.3,0,8.33333333333333,1.66666666666667,5.33333333333333,2.85,0,3,4.33333333333333,224.333333333333,53.8,23.6666666666667,7.33333333333333,15.6666666666667,47.2,0,1,0,6.33333333333333,47.6666666666667,336.333333333333,-2.33333333333333,0.666666666666667,19.6666666666667
2020-10-05,"NE","KC",20.6666666666667,30.3333333333333,69.2666666666667,231,7.33333333333333,11,0.666666666666667,0.666666666666667,1.66666666666667,7,89.7,12.6666666666667,35,178,4.83333333333333,2.33333333333333,12.3333333333333,22,61,40,21,1.66666666666667,11.3333333333333,1.33333333333333,0.333333333333333,1,1,0.333333333333333,4.33333333333333,0,7,1.33333333333333,2,50,19.3333333333333,3,3.33333333333333,91.6666666666667,1.66666666666667,38.6666666666667,20.9,0,15.6666666666667,1,3.66666666666667,3.66666666666667,0,3.66666666666667,2.33333333333333,109,47.9,27.6666666666667,5,11,45.2,0.666666666666667,0.666666666666667,66.6666666666667,2.33333333333333,30.6666666666667,409,1.33333333333333,0.333333333333333,29
2020-10-05,"ATL","GB",26.6666666666667,43,61.1333333333333,309.333333333333,7.06666666666667,12.0333333333333,2.33333333333333,0.666666666666667,1.66666666666667,11,96.3666666666667,17,26.6666666666667,109.666666666667,4.16666666666667,1,5,36,65.3333333333333,40.6666666666667,24.6666666666667,2,12.3333333333333,0.666666666666667,0,2,1,0,4,0,10,2.66666666666667,3,88.9,42.3333333333333,2,2.66666666666667,72.2333333333333,1.66666666666667,29.3333333333333,16.85,0,13,1.33333333333333,13.3333333333333,9.35,0,7.33333333333333,4,163.666666666667,42.7666666666667,24,6.33333333333333,14.6666666666667,42.6333333333333,0.666666666666667,2,33.3333333333333,7,66,419,0.666666666666667,0.333333333333333,30
2020-10-08,"CHI","TB",23.25,39.25,59.675,232.75,5.9,10.8,2.5,1.25,2,16.5,85.925,13,25.25,110.5,4.125,0,6,20.25,55.75,41.25,14.5,2,11.25,0.75,0,0.5,0.25,0,5.25,0,5.75,1.25,1.75,75,32.75,2,2,100,3.5,91.75,27.15,0,35.25,1.25,6,4,0,4,4.75,218.75,46.45,21,4.75,14,32.45,0.75,1.25,50,7.25,69.75,343.25,-0.25,0,21.25
2020-10-11,"CAR","ATL",25.75,35.25,73.05,274,7.775,11.15,1,0.75,2,12.75,98.5,14.5,27.5,116.25,4.15,1.5,6.5,25.5,59.5,37.25,22.25,0.75,2.75,0.5,0,1,1.25,0,3.75,0,9.25,2.5,2.75,87.5,32,1.75,2.25,62.5,1.75,46.5,27.7666666666667,0,24.25,1.75,10.5,6.25,0,8.25,2.25,113,49.95,22.5,5.75,11.75,49.225,0.75,1.25,50,6.75,61,390.25,0.5,0.5,24.75
2020-10-11,"CIN","BAL",29,44.25,66.125,253.5,5.9,9.75,1.5,0.5,3.75,26.75,88.65,17,26,110.75,3.975,0.75,6.5,24.75,68.25,37.75,30.5,2,7.75,1,0,0.25,0,0,4.5,0,11.25,3,3.25,91.675,46.75,2.25,2.25,100,1.75,49,30,0,33,1.5,16.5,11.9,0,10.25,4,191.5,46.65,25.25,5.25,14,36.7,1.5,1.5,50,6.75,58.75,364.25,0,0.5,24.75
2020-10-11,"JAC","HOU",26.5,36.75,75.15,262.75,7.225,10.65,2,1,3.25,21.75,103.775,15.25,21.75,104.25,4.675,0.75,5.5,29.25,63.25,42.25,21,1,4.5,0.75,0,0,0,0,3,0,7.25,1.75,2,93.3333333333333,33.75,2,2.5,81.25,1,18.5,16.3333333333333,0,15.75,0.5,2,4,0,2,2.5,115.25,45.4,23.5,5,11,42.85,0.5,1.25,50,7,58.25,367,-0.5,0.25,23.75
2020-10-11,"LV","KC",26.5,36,73.675,261.5,7.375,10.4,2,0,1.75,12.25,113.775,14.5,27.75,115.25,4.25,1,7.25,30,55,40.25,14.75,1,7.5,0.5,0,0,0,0,4,0,9.75,2.25,2.5,91.675,47.75,3,3,100,1.5,31.75,21.1666666666667,0,21.75,1,14.5,13.1666666666667,0,12,2.25,99.5,45.9,24.25,6.75,12.75,50.925,0.75,1,37.5,4.75,39.5,376.75,-1,1.5,27.75
2020-10-11,"NYJ","ARI",21,35,60.25,179.5,5.2,9.6,0.75,1,3,22.5,71.375,9,24.25,98.5,4.075,0.5,5.25,32.75,61.25,42,19.25,1.5,7.75,1,0.25,0.75,0.5,0,4.75,0,7.25,2,2,100,31.5,1.25,1.25,100,2.25,45.75,20.0333333333333,0,22,0.25,2.75,11,0,2.75,4.75,214,45.35,16.25,5,14,34.8,0,1.25,0,8,83.75,278,0.25,0.25,16.25
2020-10-11,"PHI","PIT",24.25,40,60.9,207.5,5.3,9.775,1,1.75,3.5,25,68.3,11.5,26.75,111.5,4.075,1,8,26.75,61,43.75,17.25,4.25,30.25,0.5,0.25,0.75,0.5,0,3.25,0,7,1.75,2,87.5,41.25,1.75,1.75,100,1,19,17.65,0,10,1.5,6,4.56666666666667,0,4.25,4.75,245,53.15,22.25,6.5,15,43.1,0.5,1.25,25,5.5,42,319,-1.25,0.5,21
2020-10-11,"WAS","LA",22.25,36.5,60.075,209.5,5.7,10.675,1,0.75,3.25,25.25,80,12.5,25.75,92.25,3.775,1.5,6,28,60,37.75,22.25,3.5,21.5,1.25,0,1,0.25,0,2,0,4.75,1,1.5,72.2333333333333,26.75,1.75,2,88.9,1.25,18,14.5,0,10,3,13.5,3.45,0,10.5,5.25,247.25,47.275,20,4.5,13.5,34.35,1.25,1.75,79.175,4.75,39.25,301.75,-0.5,1.25,19.75
2020-10-11,"MIA","SF",24.5,35.5,71.775,240.25,6.85,10,1,1.25,1.5,8.25,86.15,14.25,26.75,106.75,4.05,1.25,7.5,24,62.25,38.75,23.5,2.25,16.25,0.5,0,1,0.5,0,2.75,0,8.25,2.25,2.25,100,43.25,1.5,1.5,100,0.75,9,10.25,0,6,1.5,11.75,6.875,0,8.25,3.25,157.25,48.775,24,5.75,12.25,46.425,0.25,0.5,25,4,31.5,347,0,0,23.25
2020-10-11,"IND","CLE",22.5,31.25,71.375,245,7.925,11.4,1,0.75,1,5.25,97.8,12.5,32.75,115.25,3.575,0.75,6.75,14,47.5,36,11.5,2.5,16.5,1.75,0.5,0,0,0,5.5,0.5,11.25,3,3.5,83.35,42,2.25,2.25,100,2,45.25,19.875,0,26.25,2.5,26.5,10.8333333333333,0,12.25,2.75,128.5,45.9,22.5,4.5,13,33.175,1,1.75,70.825,6.5,72.25,360.25,1,0,25.75
2020-10-11,"NYG","DAL",22.75,37.25,60.725,201.5,5.375,9.775,0.5,1.25,3.5,20.75,67.6,12.5,19.5,76.5,3.875,0.25,4,24,62.75,41.5,21.25,2.5,19,0.5,0,1,0.5,0,4.75,0,7.25,2.25,2.5,91.675,37.25,0.5,0.5,100,1.75,35,23.1,0,19.75,1.75,20,11.3333333333333,0,11.5,3.5,159.25,48.45,18.5,4.75,12.75,36.8,1.5,2,75,4,20.75,278,-1,0.75,11.75
2020-10-11,"MIN","SEA",15.5,25,62.575,207.25,8.425,13.975,1.5,1.5,2.5,13.5,89.5,9.5,28.25,150.5,5.35,1.75,9.25,31.25,65.75,47.25,18.5,1.75,8,0.5,0,1,0.25,0,3,0,5,1,1.5,75,32,2,2,100,2.5,57,23.7,0,27.25,0.25,1.5,6,0,1.5,3.25,136.5,41.875,20.75,3.5,9.25,38.475,0.25,0.75,25,4.5,30.25,357.75,-1,0.25,26.5
2020-10-12,"LAC","NO",23.25,34.25,67.85,275,8.375,12.75,1.25,0.75,2,9.75,98.925,12.75,32.25,125.25,3.825,0.75,7.75,23.75,61.25,39.5,21.75,1.5,11.75,0.5,0.25,0.25,0.25,0,3.5,0,7.25,1.75,2.25,81.25,44.5,2,2,100,1.5,38.5,30.1,0,24.25,1.5,7.5,5.375,0,7.5,3.5,163.5,46.375,22,6.5,13.5,47.6,0.5,1.25,37.5,6.75,48.75,400.25,-1,1,20.75
2020-10-13,"TEN","BUF",23.3333333333333,34.6666666666667,68.2,262.666666666667,7.9,11.9666666666667,2,0.333333333333333,1.33333333333333,7,107.466666666667,14,34,129,3.76666666666667,0.666666666666667,7.66666666666667,24.6666666666667,59.6666666666667,41.6666666666667,18,1.33333333333333,12.3333333333333,1.33333333333333,0,1,0.666666666666667,0,7,0,10.6666666666667,3,4,75,43.6666666666667,1.66666666666667,2.33333333333333,75,2,34.3333333333333,20.8333333333333,0,24,2,8,2.93333333333333,0,4.66666666666667,3.33333333333333,156.333333333333,46.4666666666667,24,5.66666666666667,13.3333333333333,43.5,0.666666666666667,0.666666666666667,66.6666666666667,4.33333333333333,37.3333333333333,391.666666666667,1.66666666666667,0,26.6666666666667
2020-10-18,"CHI","CAR",24.6,39.8,62.02,227.8,5.72,10.26,2.2,1.2,2.2,20.2,85.48,13.2,23,95.4,3.8,0.2,5.2,20,54.2,41,13.2,2.2,13,0.6,0,0.6,0.4,0,5.4,0,6.2,1.4,1.8,80,35.6,2,2,100,3.4,97.2,29.66,0,37.6,1.2,6,4.5,0,4.4,4.8,220.6,46.28,20.4,4.4,13.2,31.96,0.6,1,40,7,69,323.2,-0.2,0,21
2020-10-18,"CIN","IND",27,41.4,65.56,229.8,5.62,9.72,1.2,0.6,4.4,31,84.2,15.4,26.4,102.6,3.68,0.6,5.8,25.2,65,36,29,1.8,8,1,0,0.2,0,0,5.2,0,9.6,2.6,2.8,93.34,45,1.8,1.8,100,1.4,39.2,30,0,26.4,1.4,14,9.26666666666667,0,9,4.6,223.4,47.34,22.6,4.8,14.4,33.12,1.6,1.8,53.34,6.4,55,332.4,-0.4,0.8,20.4
2020-10-18,"JAC","DET",27.4,39.2,72.78,268,6.96,10.46,2,0.8,3.4,19.8,101.82,15.4,21.4,98.4,4.5,0.6,5.4,29.4,60.8,42,18.8,1,4,1,0,0.2,0,0,4,0,6.2,1.4,2,70,27,2,2.4,85,1,22.8,22.25,0,20.6,0.4,1.6,4,0,1.6,2.6,120.8,45.86,23.2,5.6,12,44.28,0.6,1.6,46.66,6.4,53.6,366.4,-0.4,0.6,21.8
2020-10-18,"ATL","MIN",25.8,41,62.4,276.8,6.64,11.42,1.4,0.6,2.2,17.6,89.02,15.4,25.8,114.6,4.5,1.2,6.6,32.2,63.8,41.4,22.4,1.4,9.8,0.4,0,1.2,0.6,0,3,0,8.8,2.4,2.6,93.34,40.8,1.6,2.2,73.34,1.8,34.8,19.175,0,17.8,1,8.6,7.23333333333333,0,5,3.6,150.4,43.06,23.4,5.6,13.8,39.82,1,2.2,50,5.4,52.2,391.4,0.2,0.2,24.4
2020-10-18,"DEN","NE",21.25,35.5,60.2,214.25,6.125,11.55,1.5,1.5,3.25,26.5,77.075,10.75,24.5,92.5,3.7,0.75,4.25,24.5,60,44,16,2.5,19.5,0.25,0,0.25,0.25,0,4.75,0,6.5,1.5,1.75,88.9,39.75,2,2,100,1,18.25,17.85,0,9.75,1.5,20.5,13.6666666666667,0,14.75,4,172,44.45,19,4.75,12.5,38.075,0,1,0,5.25,52.5,306.75,-1.5,0.5,20.5
2020-10-18,"WAS","NYG",21.4,35.2,60.06,181.6,5.02,9.78,0.8,0.6,4.2,28.4,77.5,11,23.4,81.4,3.56,1.4,5.2,28.4,60.8,37.8,23,3,19,1.2,0,1,0.2,0,2.4,0,4.6,1,1.4,79.175,31,1.6,1.8,91.675,1.4,24,17.6666666666667,0,13.6,2.8,13.4,4.06,0,11,6.2,300,48.04,18,4,13.4,30.56,1,1.6,63.34,4.4,39.4,263,-0.2,1,17.8
2020-10-18,"PHI","BAL",23.6,39.2,60.38,214.4,5.58,10.44,1.2,1.8,3.8,26.8,70.24,12,24.6,108,4.44,1.2,7.2,29,63.2,44.4,18.8,3.6,25.8,0.4,0.2,0.8,0.6,0,3.2,0,6.2,1.4,1.8,70,33,2,2,100,1.4,24.8,17.1,0,11.4,1.4,5,3.675,0,3.6,4.2,216,52.52,21.8,7.2,14.8,48.76,0.4,1.2,20,6.2,50.4,322.4,-1.2,0.4,22.6
2020-10-18,"CLE","PIT",19,30.8,63.08,198.2,6.68,10.92,2,0.8,1.4,8,96.64,12,34.4,188.4,5.4,1.6,9.8,29.8,57.4,40,17.4,2.4,17.4,1.2,0.2,1.4,1.2,0,4.4,0.2,7.6,1.4,1.6,75,26.4,3.4,3.6,80,2,42.2,23.7,0,18.2,1.2,8.6,7.5,0,8.6,3,134.6,44.76,23.4,5.6,12.4,45.5,0.6,1.4,50,5.8,51.2,386.6,1.2,0.4,31.2
2020-10-18,"HOU","TEN",21.8,32.6,66.86,274.6,8.44,13.38,1.8,1,3.4,15.6,100.9,13.6,20.4,84.6,3.98,0.6,4.6,28,67.6,44.4,23.2,2.8,15.6,0,0,0.4,0.4,0,2.6,0,7.6,1.8,2,75,28.2,2.2,2.2,100,1.8,38.2,20.875,0,19.2,1.6,13.8,10.14,0,11.8,3.4,157.6,43.9,19.2,4,10.6,38,0.6,1,50,4,29.6,359.2,-1,0.4,22
2020-10-18,"NYJ","MIA",20.4,34.6,59.1,176,5.14,9.84,0.8,0.8,3,24.6,73.56,8.8,25,103.4,4.14,0.4,6,32.2,61.6,41.2,20.4,1.4,8.4,1,0.2,0.6,0.4,0,4.8,0,6.6,1.8,1.8,100,30.4,1.2,1.2,100,2.6,45.2,17.725,0,21.2,0.4,4,10,0,4,5,227,45.58,17.2,4.8,13.8,34,0,1.4,0,7.6,73,279.4,0.4,0.2,15
2020-10-18,"TB","GB",25.2,39.2,64.32,265.6,6.72,10.82,2.4,0.8,1.6,9.4,95.64,12.8,24,99.4,4.22,0.8,5.4,22.4,57.8,39.4,18.4,3.4,25.6,1.2,0,1,0.6,0,4.8,0.2,8.2,1.8,2.2,80,37.2,2.8,3,93.34,1,19.8,17.625,0,15,2,13.6,5.2,0,7.8,4,186.8,47.34,21.2,5.4,13,41.62,0.6,0.8,50,8.4,82,365,0.4,0.6,27.8
2020-10-18,"SF","LA",22.8,35.2,65.06,235.2,6.7,11.56,1.4,1,3.6,27.4,89.36,13.8,25.6,129,5.32,1.6,5.4,22.8,57.4,38.6,18.8,2,10.6,0.6,0,0.8,0.4,0,4,0,6.8,1.4,1.6,93.75,37.4,2.6,2.6,100,1,21.4,19.9,0,13,1.2,10.4,9.9,0,7,3.2,137.4,43.5,21.6,4.8,11.4,40.84,0,1,0,5.8,54.8,364.2,-0.4,0.4,24.8
2020-10-19,"BUF","KC",26.8,38.8,69.32,308,8.16,12.32,2.8,0.6,2,14.2,114.56,15.2,24.4,93.8,3.94,0.8,7,28.4,61.6,42.6,19,2,10.8,0.4,0,1,0.8,0,4,0,6.2,1,1.4,87.5,27.6,3.2,3.4,95,2,48.2,22.375,0,19.8,1.8,24.6,14.9,0,14.2,2.4,120,52.46,24.2,7.4,12.8,56.06,0.6,0.6,60,6.6,65.2,401.8,-0.4,1,27.8
2020-10-19,"ARI","DAL",25.2,36.2,69.9,254.4,6.98,10.22,1.6,1.2,1.6,5.4,91.76,13.8,29.6,141,4.76,1.6,9.2,20.4,56,41.8,14.2,2.8,22.2,0.2,0,0.4,0.4,0,3,0,6.4,1.2,1.6,83.325,41.2,2.8,3,93.34,1.6,34.4,23.2,0,21,1.4,4.2,3.06666666666667,0,3.4,3.8,170.8,45.26,25.6,5.2,12.4,41.24,0.8,0.8,60,8.4,65,395.4,-0.8,0.2,25.6
2020-10-22,"NYG","PHI",20.5,33.5,61.1166666666667,187.5,5.6,9.91666666666667,0.5,1,2.83333333333333,16.3333333333333,70.9833333333333,11.5,21.8333333333333,87.8333333333333,3.98333333333333,0.5,4.66666666666667,25.3333333333333,64.1666666666667,41,23.1666666666667,2.5,19.5,0.666666666666667,0.166666666666667,0.833333333333333,0.666666666666667,0.166666666666667,4.33333333333333,0,8.5,2.5,2.66666666666667,94.45,39.5,1,1,100,1.66666666666667,33.5,21.16,0,19.3333333333333,1.16666666666667,13.3333333333333,11.3333333333333,0,7.66666666666667,3,135.166666666667,46.8,18.3333333333333,5.5,12.5,44.1,1,1.33333333333333,50,4.66666666666667,32.3333333333333,275.333333333333,-0.333333333333333,0.666666666666667,16.8333333333333
2020-10-25,"DET","ATL",20.4,33.6,60.96,230.4,6.88,12.14,1.8,0.8,2.4,17.6,92.38,12.2,27.6,117.4,4.2,1.2,6.6,28.6,57,38.8,18.2,1.2,14.2,1,0,0.8,0.2,0,4.6,0,8.2,1.8,2.4,60.425,24.8,2.8,2.8,100,1.4,38.4,27.375,0,22.8,0.4,7,17.5,0,7,3.8,199.6,51.7,21.8,5.2,13.2,39.16,1.2,1.4,60,6.8,60.4,347.8,0.4,0,26.6
2020-10-25,"CIN","CLE",26.6666666666667,41,65.3166666666667,241.5,5.96666666666667,10.1833333333333,1,0.666666666666667,4,28,83.2166666666667,15.1666666666667,27.3333333333333,101.833333333333,3.58333333333333,1,5.83333333333333,26.1666666666667,61.1666666666667,36.3333333333333,24.8333333333333,1.66666666666667,6.66666666666667,1,0,0.166666666666667,0.166666666666667,0,4.83333333333333,0,9.5,2.5,2.83333333333333,88.9,46.6666666666667,2,2,100,1.5,39.3333333333333,28,0,26.6666666666667,1.5,13.6666666666667,8.45,0,8.66666666666667,4.33333333333333,208,46.7333333333333,22.5,5.33333333333333,14.8333333333333,35.45,1.66666666666667,1.83333333333333,61.1166666666667,6.33333333333333,49.1666666666667,343.333333333333,-0.166666666666667,0.666666666666667,21.5
2020-10-25,"HOU","GB",22.8333333333333,33.5,68,282.166666666667,8.43333333333333,13.15,2.16666666666667,0.833333333333333,3.16666666666667,15.5,106.633333333333,14.1666666666667,21.5,85.8333333333333,3.88333333333333,0.666666666666667,4.83333333333333,30.3333333333333,67,45.3333333333333,21.6666666666667,2.66666666666667,16.6666666666667,0.166666666666667,0,0.5,0.5,0,3.16666666666667,0,7.33333333333333,1.66666666666667,1.83333333333333,80,29.8333333333333,2.33333333333333,2.5,95.8333333333333,1.83333333333333,38.3333333333333,20.6,0,19.3333333333333,1.5,11.5,8.45,0,9.83333333333333,3.5,166.166666666667,45.3,20.1666666666667,4.5,11.1666666666667,40,1,1.33333333333333,58.3333333333333,4,32.3333333333333,368,-0.5,0.333333333333333,24.3333333333333
2020-10-25,"CAR","NO",24.3333333333333,34.3333333333333,70.4,266.666666666667,7.73333333333333,11.6166666666667,1,0.833333333333333,2,12.6666666666667,93.95,14,27.6666666666667,116.833333333333,4.18333333333333,1.16666666666667,6.5,23.5,58.1666666666667,35.3333333333333,22.8333333333333,0.833333333333333,5,0.666666666666667,0,0.833333333333333,0.833333333333333,0,4.66666666666667,0,9.66666666666667,2.66666666666667,3,87.5,35.8333333333333,1.66666666666667,2,75,2.16666666666667,53.6666666666667,25.72,0,26,1.5,8,5.16666666666667,0,6.5,2.16666666666667,105.833333333333,48.9166666666667,22.8333333333333,5.33333333333333,12,45,0.666666666666667,1.16666666666667,41.6666666666667,6.5,56.3333333333333,383.5,0.166666666666667,0.5,23
2020-10-25,"NYJ","BUF",20.5,36.1666666666667,57.2,171.333333333333,4.85,9.68333333333333,0.666666666666667,0.833333333333333,3,26.8333333333333,69.6333333333333,8.5,24.5,105.333333333333,4.31666666666667,0.333333333333333,5.83333333333333,30.8333333333333,60.1666666666667,40.3333333333333,19.8333333333333,1.5,8.33333333333333,1.16666666666667,0.166666666666667,0.5,0.333333333333333,0,4.66666666666667,0,5.5,1.5,1.66666666666667,80,25.3333333333333,1,1,100,2.33333333333333,38.8333333333333,15.58,0,18.8333333333333,0.333333333333333,3.33333333333333,10,0,3.33333333333333,5.83333333333333,266.166666666667,45.6833333333333,16.5,4.33333333333333,14.3333333333333,30.3,0.333333333333333,1.66666666666667,11.1166666666667,7.5,74.1666666666667,276.666666666667,0.5,0.166666666666667,12.5
2020-10-25,"PIT","TEN",23,33.2,68.96,221.2,6.62,10.4,2.2,0.2,1.6,15.6,108.92,12,31.8,136.8,4.38,1.4,7.6,18.8,49.2,37.2,12,4.8,33,1.6,0.2,0.4,0.2,0,5.2,0.2,7.6,1.4,1.4,100,34.2,3.4,3.6,93.34,1.8,48.8,27.56,0,32.4,2.4,22.4,9.52,0,13.2,4,172.2,43.04,21.2,6.8,14.8,44.68,1.2,1.4,70,5.8,51,358,1,0.6,31.2
2020-10-25,"WAS","DAL",23,36.3333333333333,62.35,193.166666666667,5.18333333333333,9.65,1,0.666666666666667,4,28.5,80.8,11.8333333333333,23.5,82.1666666666667,3.56666666666667,1.16666666666667,5.33333333333333,27,57.6666666666667,36.5,21.1666666666667,2.66666666666667,16.5,1.16666666666667,0,0.833333333333333,0.166666666666667,0,2.66666666666667,0,5,1.16666666666667,1.66666666666667,76.68,31.6666666666667,1.5,1.66666666666667,93.34,1.83333333333333,31.6666666666667,17.625,0,15.1666666666667,2.5,11.5,3.71666666666667,0,9.5,5.33333333333333,259.166666666667,49.2,19,4.66666666666667,13.6666666666667,34.35,1.16666666666667,1.66666666666667,69.45,5,41.1666666666667,275.333333333333,-0.333333333333333,1,18
