"Date","Favorite","Underdog","Fav.Comp","Fav.PassAtt","Fav.CompPCT","Fav.PassYds","Fav.PassYPA","Fav.PassYPR","Fav.PassTD","Fav.OINT","Fav.OSCK","Fav.OSCKYDS","Fav.QBR","Fav.P1st","Fav.RushAtt","Fav.RushYds","Fav.RushYPA","Fav.RushTD","Fav.R1st","Fav.PA","Fav.Tckl","Fav.Solo","Fav.AstTckl","Fav.DSck","Fav.DSCKYds","Fav.INT","Fav.INTTD","Fav.FF","Fav.FumRec","Fav.FumTD","Fav.PassDef","Fav.Sfty","Fav.KPts","Fav.FGM","Fav.FGA","Fav.FGPct","Fav.FGLng","Fav.XPM","Fav.XPA","Fav.XPPct","Fav.KR","Fav.KRYds","Fav.KRAvg","Fav.KRTD","Fav.KRLng","Fav.PR","Fav.PRYds","Fav.PRAvg","Fav.PRTD","Fav.PRLng","Fav.Punts","Fav.PuntYds","Fav.PuntAvg","Fav.1st","Fav.3rdCon","Fav.3rdAtt","Fav.3rdPct","Fav.4thCon","Fav.4thAtt","Fav.4thPct","Fav.Pen","Fav.PenYds","Fav.TotYds","Fav.PlusMinus","Fav.FUML.turnovers"
2018-10-14,"CHI","MIA",23.5555555555556,35.4444444444444,67.8,233.222222222222,6.98888888888889,10.6555555555556,1.66666666666667,1,2,12,91.2777777777778,11.7777777777778,27.5555555555556,114.333333333333,4.08888888888889,0.777777777777778,6.55555555555556,20.3333333333333,48.5555555555556,39.1111111111111,9.44444444444444,4.22222222222222,22.8888888888889,1.44444444444444,0.444444444444444,1.11111111111111,0.444444444444444,0,4.11111111111111,0,8.44444444444444,1.88888888888889,2.33333333333333,84.2666666666667,2.44444444444444,2.77777777777778,2.77777777777778,100,1.66666666666667,35.2222222222222,20.625,0,19.6666666666667,2.66666666666667,24.6666666666667,8.725,0,14.2222222222222,3.66666666666667,176.333333333333,48.3444444444444,21.7777777777778,5.33333333333333,13.1111111111111,41.3222222222222,0.555555555555556,1.11111111111111,48.1444444444444,7.66666666666667,70.2222222222222,347.555555555556,-0.222222222222222,0.555555555555556
2018-10-14,"MIN","ARI",28.1111111111111,41,68.1333333333333,264.888888888889,6.46666666666667,10.2,2,0.333333333333333,2.88888888888889,20.3333333333333,100.666666666667,14.3333333333333,24,84.2222222222222,3.4,0.333333333333333,4.55555555555556,21.7777777777778,53.3333333333333,40.5555555555556,12.7777777777778,3.11111111111111,25.3333333333333,0.777777777777778,0.111111111111111,0.888888888888889,0.333333333333333,0.111111111111111,3.77777777777778,0,5.88888888888889,1.33333333333333,2.22222222222222,63.75,0,1.88888888888889,1.88888888888889,100,1.55555555555556,40.4444444444444,26.3,0,22,2.66666666666667,18.6666666666667,7.9375,0,11.3333333333333,4.88888888888889,215.888888888889,43.8333333333333,20.7777777777778,6,14.8888888888889,38.4111111111111,0.555555555555556,1,33.3333333333333,6.11111111111111,50.7777777777778,349.111111111111,0,0.888888888888889
2018-10-14,"NYJ","IND",16.8888888888889,29,58.7444444444444,180.444444444444,6.33333333333333,11.8333333333333,1.22222222222222,1,2.33333333333333,13.4444444444444,79.8777777777778,9.44444444444444,26.5555555555556,106.444444444444,3.62222222222222,0.666666666666667,4.55555555555556,16.8888888888889,58.8888888888889,42.7777777777778,16.1111111111111,2.55555555555556,17.7777777777778,1.33333333333333,0.111111111111111,1.33333333333333,0.666666666666667,0,4.88888888888889,0,7.11111111111111,1.77777777777778,1.88888888888889,96.3,0,1.77777777777778,2,78.5714285714286,1.66666666666667,33.3333333333333,21,0,20.8888888888889,2.22222222222222,36.4444444444444,15.1,0.111111111111111,22.5555555555556,5.33333333333333,259.111111111111,47.9444444444444,15.3333333333333,4.77777777777778,13.3333333333333,35.4222222222222,0.444444444444444,1,24.0777777777778,7.22222222222222,59.4444444444444,286.888888888889,0,0.777777777777778
2018-10-14,"SEA","OAK",19.2222222222222,31.3333333333333,62.5444444444444,212.777777777778,6.77777777777778,12.2666666666667,1.66666666666667,0.555555555555556,3.11111111111111,21.2222222222222,96.0222222222222,9.55555555555556,25.6666666666667,110,4.23333333333333,0.666666666666667,5.66666666666667,23.1111111111111,59.1111111111111,40.4444444444444,18.6666666666667,2.33333333333333,17,1,0,0.444444444444444,0.333333333333333,0.111111111111111,4.77777777777778,0,5.77777777777778,1.22222222222222,1.55555555555556,87.5,0,2.11111111111111,2.33333333333333,91.6625,3,71.5555555555556,23.5375,0,27.2222222222222,2.77777777777778,16.6666666666667,5.24444444444444,0,9.66666666666667,5.66666666666667,266.888888888889,46.9777777777778,17.2222222222222,4.55555555555556,12.8888888888889,33.7222222222222,0.333333333333333,0.777777777777778,27.7777777777778,8.11111111111111,61,322.777777777778,0,0.333333333333333
2018-10-14,"CAR","WAS",22.375,34.375,64.75,233.5,6.825,11.075,1.625,0.625,1.75,11,93.425,13,29,135.5,4.6625,1.375,7.75,23.375,53.625,37.125,16.5,1.75,10.875,1.125,0,0.75,0.375,0.125,4,0,7.25,1.5,1.625,85.7142857142857,0,2.75,2.75,100,1.75,35.875,21.36,0,16.625,1.875,18.375,7.0875,0,11.875,4.125,187.375,45.3625,23.25,5.5,12.5,44,0.5,0.75,43.75,6.875,58.25,369,0,0.375
2018-10-14,"LA","DEN",20.5555555555556,31,65.5333333333333,230.222222222222,7.14444444444444,11.2222222222222,1.55555555555556,1,1.88888888888889,14.1111111111111,88.2222222222222,11.4444444444444,28.7777777777778,117.111111111111,4.14444444444444,1.11111111111111,6.88888888888889,21.5555555555556,55.5555555555556,34.4444444444444,21.1111111111111,2.11111111111111,13.7777777777778,0.777777777777778,0.111111111111111,0.666666666666667,0.666666666666667,0,5.11111111111111,0,6.44444444444444,1.33333333333333,1.77777777777778,68.3333333333333,0,2.44444444444444,2.55555555555556,96.875,3.33333333333333,77.2222222222222,23.3111111111111,0,27.5555555555556,2.44444444444444,30.7777777777778,9.75555555555556,0,18.5555555555556,3.77777777777778,154.333333333333,43.1666666666667,20.7777777777778,4.88888888888889,12.4444444444444,37.7222222222222,0.333333333333333,0.888888888888889,25.9222222222222,6.66666666666667,56.1111111111111,347.333333333333,0,0.444444444444444
2018-10-14,"JAC","DAL",24,37.6666666666667,64.3555555555556,255.777777777778,6.75555555555556,11.2222222222222,1,1.11111111111111,3.22222222222222,18,82.6222222222222,13.6666666666667,27,113.888888888889,4.3,1,6.22222222222222,15.1111111111111,49.5555555555556,41.3333333333333,8.22222222222222,2.77777777777778,19.4444444444444,0.444444444444444,0.111111111111111,0.555555555555556,0.555555555555556,0.111111111111111,3.55555555555556,0.111111111111111,6.22222222222222,1.44444444444444,1.66666666666667,81.25,0,1.88888888888889,1.88888888888889,100,2.33333333333333,43.1111111111111,19.4555555555556,0,25.4444444444444,2.44444444444444,18.4444444444444,5.61111111111111,0,13,4.33333333333333,179.888888888889,41.4,21.2222222222222,6.22222222222222,14.2222222222222,43.7333333333333,0.888888888888889,1.44444444444444,47.4111111111111,7.77777777777778,75.4444444444444,369.666666666667,0,0.666666666666667
2018-10-14,"BAL","TEN",22.5,37.6,60.08,234.2,6.16,11.1,1.6,0.6,3,14.7,87.98,12,31,126.7,3.99,1,8.2,14.9,53,38.8,14.2,3.6,26.2,1.4,0.1,1,0.6,0,6.9,0,9.7,2.4,3.1,82.51,3.1,2.5,2.5,100,2,46.3,24.0666666666667,0,25,3.1,23.8,6.15,0,12.9,5.2,241.4,47.61,22.3,5,14.6,33.07,0.8,1,65,6.7,53.9,360.9,0.2,0.6
2018-10-14,"NE","KC",23.2222222222222,35.6666666666667,64.3777777777778,215.333333333333,5.95555555555556,9.53333333333333,1.77777777777778,0.888888888888889,1.11111111111111,6.44444444444444,86.7888888888889,10.8888888888889,28.2222222222222,122.666666666667,4.34444444444444,1,7.55555555555556,20.2222222222222,62.4444444444444,37.5555555555556,24.8888888888889,2.33333333333333,16.1111111111111,1,0,0.777777777777778,0.666666666666667,0.111111111111111,4.77777777777778,0,7.22222222222222,1.55555555555556,1.77777777777778,92.6,0,2.55555555555556,2.55555555555556,100,1.88888888888889,38.7777777777778,21.0285714285714,0,20.2222222222222,1.88888888888889,10.1111111111111,3.87142857142857,0,6.11111111111111,4.77777777777778,229.777777777778,47.6333333333333,21.1111111111111,5.11111111111111,13,38.5888888888889,0.444444444444444,0.666666666666667,27.7777777777778,5.55555555555556,52.2222222222222,338,0,0.555555555555556
2018-10-15,"GB","SF",24.2222222222222,41.1111111111111,58.8222222222222,274.444444444444,6.65555555555556,12.3222222222222,2,0.666666666666667,3.44444444444444,23.2222222222222,90.6,13.5555555555556,24,90.8888888888889,3.92222222222222,0.444444444444444,5.77777777777778,23.4444444444444,53.6666666666667,38.5555555555556,15.1111111111111,2.33333333333333,15.1111111111111,0.888888888888889,0.222222222222222,0.777777777777778,0.444444444444444,0,3.11111111111111,0,8,1.88888888888889,2.44444444444444,87.9125,0,2.33333333333333,2.55555555555556,81.25,2.88888888888889,56.3333333333333,18.3,0,19.5555555555556,2.22222222222222,14.2222222222222,4.28888888888889,0,7.11111111111111,4,185.333333333333,46.1,21.7777777777778,6,14.3333333333333,40.6111111111111,0.555555555555556,1.44444444444444,24.0777777777778,8.66666666666667,79.3333333333333,365.333333333333,0,0.777777777777778
2018-10-18,"DEN","ARI",23.6,37.2,63.28,246,6.57,11.08,1.2,1.1,2.3,15.4,81.95,11.8,24.3,120.5,5,1,6.9,24.7,54.1,39.6,14.5,2.8,18.7,0.6,0,0.5,0.3,0,4.2,0.1,7.7,1.9,2,95.8375,0,2,2,100,1.8,40.7,23.1875,0,21.6,1.9,18.3,8.77777777777778,0.1,12.6,5,220.1,44.37,21.1,5.1,13.2,37.73,0.3,0.8,16.67,8.2,75,366.5,0,0.1
2018-10-21,"LAC","TEN",20.2,30.2,68.03,220.3,7.22,11.53,1.8,0.5,2.2,15.3,104.44,10.9,27.9,133.9,4.84,1,7.4,23.9,52.9,36.5,16.4,2.5,14.5,1,0,0.6,0.5,0,4.7,0,6.6,1.5,1.9,84.2666666666667,0,2.1,2.5,81.4888888888889,2,50.9,26.6666666666667,0,29.5,2.9,29.4,9.66,0.1,23.2,4.3,191.9,44.4,20.3,4.6,12.1,36.82,0.4,0.8,30,7.9,71.4,354.2,0,0.6
2018-10-21,"NE","CHI",23.3,35.6,64.8,226.5,6.29,10,1.7,0.8,1.2,7.1,89.03,11.2,29.2,127.7,4.37,1.2,8.3,22.2,60.7,36.3,24.4,2.1,14.5,1.1,0,0.7,0.6,0.1,4.8,0,8.4,1.9,2.1,93.34,0,2.7,2.7,100,1.8,37.9,22.15,0,21.2,1.7,9.1,3.87142857142857,0,5.5,4.3,206.8,47.6333333333333,22.1,5.3,13,40.11,0.4,0.7,25,5,47,354.2,0,0.6
2018-10-21,"IND","BUF",27.4,43,63.7,271.1,6.36,10.65,2.2,1.1,1.9,15,88.98,14.1,23.9,83.1,3.62,0.3,5,26,65.9,44.1,21.8,3,18.5,0.8,0,1.2,0.7,0,4.1,0,8.2,2,2.2,90.625,0,2.2,2.2,100,2,42.7,19.53,0,22.2,1.5,11.1,8.75,0,9,4,179.9,45.19,21.2,7.1,15.4,45.46,0.8,1.4,43.34,8,71.5,354.2,0,0.9
2018-10-21,"JAC","HOU",23.1,36.5,63.69,244.1,6.61,11.09,1,1.1,3.2,17.2,81.44,13,26.1,109,4.23,0.9,5.9,17.6,51.3,42.1,9.2,2.8,18.6,0.4,0.1,0.5,0.5,0.1,3.6,0.1,5.7,1.3,1.5,81.25,0,1.8,1.8,100,2.2,41.9,20.61,0,26,2.4,16.4,4.95,0,12.3,4.5,186.7,41.39,20.1,6,13.9,43,0.8,1.4,42.67,7.4,70.9,353.1,0,0.7
2018-10-21,"DET","MIA",24.8888888888889,39.3333333333333,63.4666666666667,233.888888888889,6.05555555555556,10.1222222222222,1.55555555555556,0.888888888888889,2.33333333333333,14.4444444444444,87.4,12.6666666666667,23.3333333333333,94,3.97777777777778,0.777777777777778,5.11111111111111,27.5555555555556,52.3333333333333,39.8888888888889,12.4444444444444,2.11111111111111,15.3333333333333,0.333333333333333,0.111111111111111,0.777777777777778,0.666666666666667,0,4,0,7.11111111111111,1.55555555555556,2.11111111111111,77.7777777777778,0,2.44444444444444,2.44444444444444,100,2.11111111111111,46.8888888888889,24.1714285714286,0,22.3333333333333,2,17,8.58333333333333,0.111111111111111,12.8888888888889,4.55555555555556,212.111111111111,46.5111111111111,20.7777777777778,4.77777777777778,13.2222222222222,35.8111111111111,0.444444444444444,0.888888888888889,29.6333333333333,7,64.6666666666667,327.888888888889,0,0.222222222222222
2018-10-21,"MIN","NYJ",27.7,40.3,68.38,260,6.46,10.15,1.9,0.4,3,20,99.3,14.1,24.8,95.3,3.67,0.5,4.9,21.3,53.2,40,13.2,3.2,26,0.8,0.1,0.9,0.4,0.1,4,0,6.2,1.4,2.2,67.7777777777778,0,2,2,100,1.5,38.1,24.9714285714286,0,21.5,2.7,19.4,8.02222222222222,0,12.2,4.9,216.8,43.95,20.7,5.9,14.8,38.14,0.5,1,30,6.4,50.9,355.3,0,0.9
2018-10-21,"PHI","CAR",25.7,40.4,63.63,244.2,6.04,10.43,1.5,1,3.8,24.2,84.28,12.6,24.5,106.2,4.33,0.6,6.5,19.9,54.9,41.8,13.1,2.8,17.3,0.7,0,0.6,0.3,0,5.1,0,4.9,1.1,1.5,66.675,0,1.6,1.7,95.8375,2.2,49.4,21.0333333333333,0,16.8,3,21.6,8.16666666666667,0,15.7,5.1,254.1,49.5,21.4,5.1,14.1,34.77,0.6,1.5,21.83,7.8,70.1,350.4,0,1.2
2018-10-21,"TB","CLE",26.4444444444444,39.2222222222222,67.8222222222222,331.111111111111,8.71111111111111,13.1888888888889,2.55555555555556,1.22222222222222,1.88888888888889,11.7777777777778,103.866666666667,17,23.6666666666667,80.4444444444444,3.46666666666667,0.444444444444444,3.77777777777778,29.8888888888889,56.7777777777778,45.6666666666667,11.1111111111111,1.77777777777778,10,0.222222222222222,0,0.888888888888889,0.666666666666667,0.111111111111111,3.88888888888889,0,7,1.44444444444444,1.66666666666667,91.675,0,2.66666666666667,3.11111111111111,87.0444444444445,3.22222222222222,64.8888888888889,19.2333333333333,0,25,1.55555555555556,8.77777777777778,4.6375,0,5.77777777777778,3.66666666666667,155.666666666667,41.9666666666667,23.2222222222222,5.11111111111111,11.8888888888889,43.2555555555556,0.666666666666667,0.888888888888889,48.1444444444444,6.77777777777778,68.8888888888889,411.555555555556,0,0.444444444444444
2018-10-21,"BAL","NO",22.7272727272727,37.5454545454545,60.7636363636364,234.545454545455,6.18181818181818,10.9545454545455,1.54545454545455,0.636363636363636,2.72727272727273,13.3636363636364,87.5181818181818,12.0909090909091,31.3636363636364,126.363636363636,3.94545454545455,1.09090909090909,8.27272727272727,13.5454545454545,52,38.0909090909091,13.9090909090909,4.27272727272727,29.8181818181818,1.27272727272727,0.0909090909090909,1,0.545454545454545,0,6.27272727272727,0,9.09090909090909,2.18181818181818,2.81818181818182,82.51,2.81818181818182,2.54545454545455,2.54545454545455,100,1.90909090909091,43.9090909090909,23.66,0,24.5454545454545,3.18181818181818,26.1818181818182,6.72727272727273,0,14.0909090909091,5.09090909090909,235.363636363636,47.2636363636364,22.3636363636364,5.63636363636364,14.8181818181818,36.4818181818182,0.818181818181818,1,68.1818181818182,7,55.3636363636364,360.909090909091,0.181818181818182,0.545454545454545
2018-10-21,"LA","SF",19.9,30.7,63.98,224.6,7.05,11.54,1.4,1,2.2,15.4,85.28,11.2,29.8,132.4,4.42,1.2,7.5,21.4,54.8,34.4,20.4,2.1,14.9,0.8,0.1,0.7,0.6,0,5,0,6.9,1.5,2,69.2857142857143,0,2.4,2.5,97.2222222222222,3.1,72.6,24.08,0,27.9,2.4,30.6,10.23,0,19.3,3.7,150.9,42.85,21.1,5.2,12.9,38.66,0.4,0.9,33.33,7,58.6,357,0,0.4
2018-10-21,"DAL","WAS",20.9,33.3,62.89,185.6,5.75,10,1,0.9,3.1,18.5,81.44,9.5,26.3,118.3,4.49,0.5,6.7,18.9,57.6,39.2,18.4,2.3,14.5,0.5,0,0.8,0.6,0,4.6,0,7.4,2,2.2,80,0,1.4,1.4,100,1.1,29.9,25.84,0,14.4,2.3,10.3,4.31111111111111,0,9.4,5.1,229.3,44.37,18.2,4.4,13.7,31.68,0.7,1.2,55,7.4,62.5,303.9,0,0.7
2018-10-21,"KC","CIN",23.7,36.6,65.3,293.5,8.24,12.84,2.5,0.7,1.1,4.2,104.34,14.6,23.6,92.2,3.88,0.6,5,25.1,55.1,39.3,15.8,2,10.8,1,0.3,0.8,0.4,0,4.1,0,9.4,2,2,100,0,3.4,3.4,100,2.4,63.6,23.9125,0,30,1.7,27.4,16.3555555555556,0.1,26.1,2.9,133.9,46.87,21.9,5.6,11.7,46.21,0.6,0.8,36.67,7.9,75,385.7,0,0.1
2018-10-22,"ATL","NYG",22.7,36,62.85,257,7.17,11.99,1.6,0.6,2.8,15.8,92.39,12.6,22.5,80.2,3.5,0.7,4.3,28.8,57.8,44.9,12.9,2.1,12.6,1,0,0.2,0.3,0,4.1,0,5.2,1.1,1.2,85.7142857142857,0,1.9,2,87.5,2.3,52.2,22.4666666666667,0,26.5,1.7,7.3,4.27777777777778,0,5.5,5,215.3,42.68,18.7,5.6,13.2,42.51,0.2,1.3,6.66,7.3,64.3,337.2,0,0.2
2018-10-25,"HOU","MIA",20.3636363636364,33.5454545454545,59.9454545454545,232.818181818182,6.75454545454545,11.9545454545455,1.45454545454545,0.909090909090909,2.81818181818182,14.2727272727273,85.4818181818182,12.3636363636364,28.2727272727273,110,3.86363636363636,0.545454545454545,5.09090909090909,17.6363636363636,59,43.6363636363636,15.3636363636364,1.90909090909091,13.8181818181818,1.09090909090909,0.0909090909090909,0.909090909090909,0.636363636363636,0.0909090909090909,5.27272727272727,0,7.09090909090909,1.72727272727273,2.18181818181818,80.5,0,1.90909090909091,2,95.4545454545455,1.81818181818182,45.2727272727273,24.7857142857143,0,19,2.54545454545455,18.0909090909091,7.20909090909091,0,10.5454545454545,4.81818181818182,211.272727272727,44.3636363636364,20.2727272727273,4.45454545454545,12.7272727272727,34.3818181818182,0.636363636363636,1.09090909090909,37.8818181818182,7.45454545454545,54.2727272727273,342.818181818182,0,0.454545454545455
2018-10-28,"BAL","CAR",22.8333333333333,37.75,60.7,237.833333333333,6.23333333333333,11.025,1.58333333333333,0.583333333333333,2.58333333333333,13.0833333333333,88.4166666666667,12.3333333333333,30.6666666666667,122.25,3.89166666666667,1.08333333333333,8.08333333333333,14.4166666666667,53.0833333333333,39.1666666666667,13.9166666666667,4,27.9166666666667,1.16666666666667,0.0833333333333333,0.916666666666667,0.583333333333333,0,5.83333333333333,0,8.75,2.08333333333333,2.66666666666667,84.1,2.58333333333333,2.5,2.58333333333333,96.9727272727273,2,44.4166666666667,23.0272727272727,0,24.25,3,24.6666666666667,6.83333333333333,0,13.5833333333333,4.91666666666667,227.166666666667,47.1333333333333,22.5833333333333,5.58333333333333,14.5833333333333,36.9166666666667,0.833333333333333,1.08333333333333,66.6666666666667,6.83333333333333,55.25,360.083333333333,0.166666666666667,0.5
2018-10-28,"CHI","NYJ",23.6363636363636,36.3636363636364,66.6545454545455,247.363636363636,7.19090909090909,11.1909090909091,1.81818181818182,1.09090909090909,2,12.2727272727273,92.1636363636364,12.2727272727273,27.6363636363636,120.636363636364,4.31818181818182,0.909090909090909,6.72727272727273,22.9090909090909,51.1818181818182,40.5454545454545,10.6363636363636,3.54545454545455,19.0909090909091,1.45454545454545,0.363636363636364,1.18181818181818,0.636363636363636,0,4,0,7.90909090909091,1.63636363636364,2.09090909090909,78.0363636363636,2,3,3,100,1.81818181818182,38.6363636363636,20.4,0,20.3636363636364,2.36363636363636,22.1818181818182,9.18,0,13.6363636363636,3.63636363636364,167.181818181818,46.2909090909091,22.5454545454545,5.81818181818182,13.2727272727273,44.4181818181818,0.545454545454545,1.09090909090909,48.4818181818182,7.27272727272727,66.3636363636364,368,-0.181818181818182,0.636363636363636
2018-10-28,"CIN","TB",23.1818181818182,36.8181818181818,63.2363636363636,257.545454545455,7.03636363636364,11.6181818181818,2,1,1.54545454545455,11.8181818181818,92.0363636363636,13.3636363636364,23.0909090909091,88.8181818181818,3.97272727272727,0.727272727272727,4.90909090909091,25.7272727272727,61.0909090909091,42.2727272727273,18.8181818181818,2.54545454545455,14.7272727272727,0.818181818181818,0.0909090909090909,0.818181818181818,0.545454545454545,0.181818181818182,5.18181818181818,0,7.90909090909091,1.72727272727273,1.90909090909091,86.67,0,2.72727272727273,2.81818181818182,96.9727272727273,2.18181818181818,56.8181818181818,26.0222222222222,0,26.2727272727273,1.63636363636364,13.3636363636364,7.41,0,9,4.63636363636364,202.636363636364,42.4363636363636,21,4.54545454545455,12,37.9727272727273,0.272727272727273,0.454545454545455,18.1818181818182,7.54545454545455,64.1818181818182,346.363636363636,0,0.181818181818182
2018-10-28,"DET","SEA",24.2,37.6,65.3,231.4,6.4,10.32,1.6,0.8,2.2,13.8,92.47,12.4,24.5,109.4,4.29,0.8,5.8,26.9,51.8,39.4,12.4,2.3,16.2,0.3,0.1,0.7,0.6,0,3.8,0,7.8,1.8,2.3,80,0,2.4,2.4,100,1.9,42.2,24.1714285714286,0,20.1,2,16.8,8.42857142857143,0.1,12.5,4.2,197,47.96,21.1,4.5,12.7,34.73,0.5,0.9,36.67,6.9,62.5,340.8,0,0.2
2018-10-28,"KC","DEN",24.0909090909091,36.8181818181818,65.8909090909091,298.909090909091,8.31818181818182,12.8363636363636,2.63636363636364,0.727272727272727,1.18181818181818,4.27272727272727,106.1,15,24.0909090909091,101.818181818182,4.14545454545455,0.636363636363636,5.63636363636364,23.7272727272727,54,39.0909090909091,14.9090909090909,2,11,1,0.363636363636364,0.818181818181818,0.363636363636364,0,4.18181818181818,0,9.36363636363636,1.90909090909091,2,95,0,3.63636363636364,3.63636363636364,100,2.27272727272727,59.9090909090909,23.8111111111111,0,29.3636363636364,1.90909090909091,26.8181818181818,15.25,0.0909090909090909,24.6363636363636,2.63636363636364,121.727272727273,46.87,22.9090909090909,5.90909090909091,11.7272727272727,48.8272727272727,0.545454545454545,0.818181818181818,33.3363636363636,7.90909090909091,72.6363636363636,400.727272727273,0,0.0909090909090909
2018-10-28,"WAS","NYG",20.2,31.9,62.87,213.3,6.91,11.72,1.4,0.5,2.5,14.1,94.96,10.8,27.9,119.7,4.19,0.5,6.2,21.9,56.4,38,18.4,2.1,11.3,0.7,0,1.1,0.8,0.1,3.7,0,7.5,1.9,2.2,82.5,0,1.8,1.8,100,1.8,30,17.0375,0,16.7,1.7,14,7.23333333333333,0,9.3,4.5,197.6,43.98,19.6,4.3,12.8,32.89,0.7,1.5,31.67,6.6,55.3,333,0,0.5
2018-10-28,"PIT","CLE",24.4,37.9,64.33,290.2,7.92,12.95,2.1,1,1.8,12.1,98.77,13.7,24,92.3,3.62,1.3,5.2,24.9,59.4,40.5,18.9,3.6,23.1,0.8,0.1,1.3,0.8,0.1,4.1,0.1,6.1,1.2,1.5,68.75,0,2.5,2.8,92.5888888888889,2.6,52.5,19.85,0,23.8,1.8,15.3,8.4375,0,8.7,4.9,215.7,44.38,21.8,4.7,12.4,37.74,0.3,0.6,20,9.4,86.2,382.5,0,0.4
2018-10-28,"IND","OAK",26.4545454545455,41.1818181818182,64.6272727272727,260.636363636364,6.4,10.5181818181818,2.36363636363636,1,1.72727272727273,13.6363636363636,92.8454545454545,13.7272727272727,25.0909090909091,95.5454545454545,3.82727272727273,0.363636363636364,5.54545454545455,24.0909090909091,64.7272727272727,43.8181818181818,20.9090909090909,2.90909090909091,17.4545454545455,1,0,1.27272727272727,0.818181818181818,0,4.27272727272727,0,7.90909090909091,1.90909090909091,2.09090909090909,91.6666666666667,0,2.18181818181818,2.36363636363636,95.4545454545455,1.81818181818182,38.8181818181818,19.53,0,20.1818181818182,1.36363636363636,10.0909090909091,8.75,0,8.18181818181818,4,180.636363636364,45.3545454545455,21.2727272727273,7.09090909090909,15.1818181818182,46.2181818181818,0.818181818181818,1.45454545454545,43.9454545454545,7.63636363636364,68.1818181818182,356.181818181818,0,0.818181818181818
2018-10-28,"SF","ARI",20.8181818181818,33.0909090909091,63.2090909090909,237.727272727273,7.20909090909091,12.8090909090909,1.27272727272727,1.36363636363636,3,24.5454545454545,84.9636363636364,12.0909090909091,27.3636363636364,123.909090909091,4.48181818181818,0.909090909090909,7.09090909090909,27.3636363636364,54.8181818181818,40.9090909090909,13.9090909090909,1.72727272727273,11.4545454545455,0.181818181818182,0.0909090909090909,0.545454545454545,0.272727272727273,0,3.36363636363636,0,7,1.81818181818182,1.90909090909091,90,0,1.54545454545455,1.63636363636364,94.4444444444444,2.81818181818182,73.4545454545455,24.58,0,32.0909090909091,2.36363636363636,14.5454545454545,5.18181818181818,0,10.8181818181818,4.27272727272727,176.636363636364,41.6090909090909,21.7272727272727,4.90909090909091,12.1818181818182,38.3454545454545,0.545454545454545,0.909090909090909,36.3636363636364,7.18181818181818,63.5454545454545,361.636363636364,0,1.09090909090909
2018-10-28,"LA","GB",19.7272727272727,30.0909090909091,64.9818181818182,221.727272727273,7.13636363636364,11.5090909090909,1.45454545454545,0.909090909090909,2.09090909090909,14.8181818181818,89.1090909090909,11.0909090909091,30.3636363636364,133.636363636364,4.39090909090909,1.27272727272727,7.72727272727273,20.3636363636364,54.4545454545455,35.0909090909091,19.3636363636364,2.54545454545455,18,0.909090909090909,0.0909090909090909,0.818181818181818,0.727272727272727,0,5,0.0909090909090909,7.45454545454545,1.63636363636364,2.09090909090909,73.125,0,2.54545454545455,2.63636363636364,97.5,3,70.2727272727273,24.0272727272727,0,27.5454545454545,2.36363636363636,31.0909090909091,10.9363636363636,0,20.8181818181818,3.72727272727273,148.272727272727,41.7272727272727,21,5.18181818181818,12.8181818181818,38.9363636363636,0.363636363636364,0.818181818181818,30.3,6.45454545454545,54.1818181818182,355.363636363636,0,0.363636363636364
2018-10-28,"NO","MIN",24.3,32.2,74.74,246.6,7.53,10.68,1.5,0.4,1.7,12.3,103.61,12.1,29.8,127,4.21,1.9,9.6,21,55,39.4,15.6,2.7,17.6,0.5,0.1,1.1,0.6,0,3.8,0,7.9,1.9,2,96.67,0,2.2,2.3,97.5,2.2,54.3,24.3888888888889,0,25.7,1.9,10,4.33,0,6.3,2.5,119.3,47.5555555555556,24,5,11.9,42.16,1.2,1.5,68,6.2,62.1,373.6,0,0.9
2018-10-28,"PHI","JAC",26.0909090909091,40.0909090909091,65.2181818181818,247.818181818182,6.19090909090909,10.4181818181818,1.54545454545455,0.909090909090909,3.81818181818182,24.3636363636364,87.4909090909091,12.7272727272727,24.4545454545455,101.818181818182,4.15454545454545,0.545454545454545,6.45454545454545,20,54.1818181818182,40.9090909090909,13.2727272727273,2.72727272727273,17.4545454545455,0.636363636363636,0,0.545454545454545,0.272727272727273,0,5.09090909090909,0,4.90909090909091,1.09090909090909,1.54545454545455,64.8222222222222,0,1.63636363636364,1.72727272727273,96.3,2.27272727272727,51.5454545454545,21.5,0,18,2.90909090909091,20.9090909090909,8.05,0,15.4545454545455,4.90909090909091,243.272727272727,49.0909090909091,21.3636363636364,4.90909090909091,13.9090909090909,33.8818181818182,0.818181818181818,1.72727272727273,26.6636363636364,7.45454545454545,66.9090909090909,349.636363636364,0,1.18181818181818
